NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
MTU AERO ENGINES HLDG.;DE000A0D9PT0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;22180;10007;10007;10007;10007;26949,8;27400,6;32707;28002;37686;36800;34000;32800;33100;42200;44400;38000;39600;42705;42705
HAMB.HAFEN UD.LOGISTIK;DE000A0S8488;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;101902;132000;52108;62582;74060;76516;81000;82000;74000;75000;80000;82000;84000;76000;74500;65400;51700;55300;55300
AIXTRON;DE000A0WMPJ6;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;194,18;170,8;322,84;304;120;197;232;232
ADIDAS;DE000A1EWWW0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;11702;12379;6620;6748;12908;21856;21779;20844;20844
SOFTWARE N DEAD - DELIST.26/08/24;DE000A2GS401;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;209;223;185;234;178;162;162;162
BASF;DE000BASF111;N/A;N/A;N/A;18235000;18235000;18235000;18235000;21806963;23463147;23463147;27523000;21312000;20920000;18808000;18842000;18450000;18375000;18094000;18775000;18593000;17323000;18395000;18668000;16555000;15562000;15216000;15216000
BAYER;DE000BAY0017;N/A;N/A;N/A;N/A;3920000;4110000;3880000;3860000;3890000;4000000;4570000;4800000;4230000;4240000;3160000;2950000;3160000;2970000;2500000;1500000;2080000;2010000;1930000;1910000;1890000;1880000;1880000
COMMERZBANK;DE000CBK1001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;83356;26038;26046;53569;48009;45519;47961;44285;42900;40081;42345;40749;37453;37001;28314;16581;21613;17418;351909;351909
MCKESSON EUROPE DEAD - DELIST.15/06/23;DE000CLS1001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;44914;45425;45425;45425;45425;45425;45425;45425;45425;45425
E ON N;DE000ENAG999;N/A;N/A;N/A;N/A;N/A;N/A;N/A;107800000;107800000;155000000;159559934;126884620;129300000;129900000;117200000;97900000;80000000;5370000;4530000;4580000;3880000;3920000;3710000;2880000;2010000;1980000;1980000
K S N;DE000KSAG888;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;948178;1768000;1688667;1669163,47;1669163,47;1669163,47;1669163,47;1500000;1800000;2400000;2400000;1900000;1900000;1900000;1800000;1900000;1900000
PROSIEBENSAT 1 MEDIA;DE000PSM7770;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2933;2371;2456;1910;2110;1599;1615;1618;1683;1403;1403
TUI N;DE000TUAG505;N/A;N/A;N/A;N/A;N/A;7395000;8026000;15993000;15993000;15993000;6343292;6279873;6563288;6544944;6544944;6273835;6382238;6382238;7112766;7436600;7436600;7436600;7436600;5395049;5416692;4855744;4673449
CARLSBERG B;DK0010181759;N/A;N/A;N/A;N/A;N/A;504210;474794,1;476776,5;476776,5;476776,5;781924;743206;670247;636733;636733;636733;636733;636733;636733;636733;473000;421000;457000;278000;261000;331000;331000
FLSMIDTH AND B;DK0010234467;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;22000;23812;23034;27550;24050;12700;13460;11347;27236;29875;18775;10888;11130;11069;13533;11464;11464
A P MOLLER MAERSK B;DK0010244508;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;52224000;46889000;44001421;37020000;40284000;37948000;33494000;32406000;33044000;35917000;35579000;38749000;36204000;33973000;36596000;34416000;32404000;33939000;33939000
GN STORE NORD;DK0010272632;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;695;2354;2411;2224;2414;2748;2748
DANSKE BANK;DK0010274414;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3230;5225;4722;4619;4698;4817;3883;3730;2838;2580;1502;1524;1271;790;810;787;245;201;215;215
NKT;DK0010287663;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;32644;33408;27612;20620;19524;18743,04;18743,04;18743,04;18743,04;18743,04;14799;23784;14848;14214;13386;14270;23626;23626
JYSKE BANK;DK0010307958;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;703;679;655;603;639;640;640
AL SYDBANK;DK0010311471;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;821;457;454;382;412;373;371;322;322
DSV;DK0060079531;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2908267;3143707;3284050;3087984;3087984;45000;107010;59000;58000;61000;74000;80000;135000;215000;220000;202000;202000
NOVOZYMES B;DK0060336014;N/A;N/A;N/A;N/A;47000;50000;62000;46700;54000;57000;44000;50000;48000;41000;40000;40000;39000;39000;39000;38000;40000;37000;43000;46000;40000;93549;93549
COLOPLAST B;DK0060448595;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6000;17926;21030;22034;10221;10857;9505;9391;8200;9000;9500;11500;21100;22000;21300;23600;20363;21282;17514;17514
TOPDANMARK DEAD - DELIST.21/10/24;DK0060477503;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1709;1969;1563;671;682;682;682;682;1669;1449;1322;1253;1352;788;753;753;753
TRYG;DK0060636678;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3500;3600;1869;1627;1358;1358;1358;1358;1358;1358;1358;994;993;915;777;953;898;1120;1120
DEMANT;DK0060738599;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;309;336;547;547;736;812,38;812,38;2274;2517;2545,41;4367,7;7076;8841;6842;8041;10851;14904;14645;14645
VESTAS WINDSYSTEMS;DK0061539921;N/A;N/A;N/A;N/A;N/A;N/A;N/A;28396;32798;41832;50532;56547;58444;58506;56000;50000;49000;58000;60000;69000;66000;83000;99000;97668;107691;107691;107691
H LUNDBECK A;DK0061804697;N/A;N/A;N/A;N/A;N/A;N/A;N/A;11122;11122;11122;11122;11728;9478;8017;8017;8017;8017;8017;8017;8017;29025;22048;25505;23332;20191;20409;20409
ATRESMEDIA CORPN.DE MEDIOS DE CMNI.;ES0109427734;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1465;1505;1562;1552;1440;1802,99;1789,78;1860;2039;2433;1667,62;1696,9;1696,9
EBRO FOODS;ES0112501012;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;606293;139776;110003,84;161456;150013;139450;182899;191256;186993;202411;190406;217051;171685;168777;192836;192836
BBV.ARGENTARIA;ES0113211835;N/A;N/A;N/A;N/A;N/A;30454;7089,8;4010;4343;4288;9912;8494;9964;9267;5115;7386;14524;13046;12936;17781;17092;12235;51038;41380;38005;41856;41856
BANKINTER 'R';ES0113679I37;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;60,5;315;304;287;243;312;305;630,98;398,21;416,88;964;6716;2936,12;1852,88;1426,83;1763,82;1672,1;1232,1;1232,1
BANCO DE SABADELL;ES0113860A34;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;354;432;379;378;560;552;600;648;763;4471;5263;4747;4975;3912;3243;2460;2460
BANCO SANTANDER;ES0113900J37;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;174305;29882,19;30272;31857;31642;31139;29078;27001;29108;31227;27673;35962;25672;21967;25755;35503;35503
NATURGY ENERGY GROUP;ES0116870314;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;8221126;12625374,36;30800000;19371616;23177910;26062058;21830962;19839900;22423300;19574000;20531127;18305632;15415253;14301874;12965240;14741483;12463378;11482448;11482448
CORPORACION FINCA.ALBA DEAD - DELIST.08/05/25;ES0117160111;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1100,02;1830;2742;1566;943,75;943,75;943,75
INDRA SISTEMAS;ES0118594417;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1277,7;1263;1443;1925;3428;6971;6437;6427;6354;958;785;1957;949;2733;1764;1759;1681;2035;1831;1831
FOMENTO CONSTR.Y CNTR.;ES0122060314;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;20019748,63;18476829,2;15422530;14702036;11342481,1;10808177;9150142;9455477;8440377;8661234;7296889;5165273,5;7870743;6359764;6624839;6507988;6045270;7792766;7792766
MAPFRE;ES0124244E34;N/A;N/A;N/A;N/A;N/A;13200;13200;2627;465;1827;1218;1209;3054;6897;9789,35;9934,61;14042,93;13445,24;13271,93;10445,95;12239,26;8400,45;10035,33;12003;10422;10192;10192
ACCIONA;ES0125220311;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;977054;928526;666977;607528;450000;398000;427000;570601;681488;131685;125586;98194;147758;159652;181819;134913;134913
ENDESA;ES0130670112;N/A;N/A;N/A;N/A;N/A;N/A;N/A;82914500;82914500;82914500;45267968;38631310;50694969;54676230;54676230;31331010;33920000;29354064;34801749;31292646;17474762;10298310;10812036;13698169;11737327;10023966;10023966
ENAGAS;ES0130960018;N/A;N/A;N/A;N/A;N/A;N/A;N/A;316120;195217;173876;203485;239255;239861;387651;479175;537092;272728;263540;266357;274458;275889;208314;263571;385410,39;294649;228157;228157
ACERINOX 'R';ES0132105018;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;167502;167876;167876;167876;167876;167876;845400;828624;785771;816337;974048;872253;778993;706825;706825
FAES FARMA;ES0134950F36;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3239,12;3189,17;3874,06;3782;4965;4965;4965
OBRASCON HUARTE LAIN;ES0142090317;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;92495,4;113459,8;111864,3;97943,5;88547;99145,1;159547,1;159547,1
IBERDROLA;ES0144580Y14;N/A;N/A;N/A;N/A;N/A;N/A;20511893,47;21964784;37769059;37769059;39986000;39499000;36193000;35461092;31838170;30202556;31817604;26625133;15129769;13457441;12966978;13136320;12754162;10681125;10587589;8913440;8913440
INDUSTRIA DE DISENO TEXTIL;ES0148396007;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18484;22239;25182;24591;22870;21919;24478,97;22525;21347;22996;20689;19830;19172;15804;11859;14575;11232;49686;59572
MEDIASET ESPANA COMUNICACION;ES0152503035;N/A;N/A;N/A;N/A;N/A;N/A;N/A;228,37;119,95;342,25;281,55;185,56;193,23;256,67;828,55;834;813;845;1278,24;521,18;525,2;590,78;789,52;789,52;789,52;789,52;789,52
MINOR HOTELS EUROPE & AMERICAS;ES0161560018;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10903;73055;73055;53193;53193;53193;53193;53193;57761;59304;59433;33650;48858;44329;43326;43326;43326
ACS ACTIV.CONSTR.Y SERV.;ES0167050915;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;8070259;1998929;1742344;322758;3771674;5492986;5492986;2104164;2436364;3073384;3001287;2683671;371978;378893;380722;327087;327087
PROMOTORA DE INFORMACIONES;ES0171743901;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1755;2340;2340;2340;2340;2340;2340;23223;12701;7853;10621;4316;3722;619;778;4688,52;4088,61;3137,13;3137,13
GRIFOLS ORD CL A;ES0171996087;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15425;15500;11270;31636;32073;88159;83005;80332;83908;85532;92644;103045;98043;112564;111435;148129;95242;106459;106289;106289
REDEIA CORPORACION;ES0173093024;N/A;N/A;N/A;N/A;N/A;N/A;31778;58966;78640;85764;54643;54643;54643;77355;79610;83125;34797;31499;28994;35769;26063;26239;24971;21145;29570;25992;25992
REPSOL YPF;ES0173516115;N/A;N/A;N/A;N/A;N/A;N/A;26070000;26492900;27211000;26466000;24701000;12700000;13100000;14100000;14200000;13800000;21040000;24920000;23020000;22010000;24710000;22400000;19486007;15678995;14400000;13700000;13700000
TELEFONICA;ES0178430E18;N/A;N/A;N/A;N/A;N/A;N/A;0;96000;244000;122632;119999;126652;111516,39;123135;118262;92004;286201;281517;295622;252937;229296;207872;183231;131809;122459,7;122874;122874
SACYR;ES0182870214;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;292532,25;600365;717656,81;939827,9;809634,13;110215,06;94669,48;688926,18;712752,7;540152;482972;481751,33;437435,22;119657,23;119083,68;120038,06;87540,03;76470,3;76470,3
ZARDOYA OTIS DEAD - DELIST.09/05/22;ES0184933812;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;144500;133800;136300;136300;136300;136300;136300
KESKO B;FI0009000202;N/A;N/A;N/A;N/A;N/A;N/A;N/A;191663;206026;122600;37155;6332;40809;39297;43088;44005;43302;43002;48219;45139;47721;38413;43881;47681;47385;56637;56637
TIETOEVRY;FI0009000277;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2354;93;39;9,5;123,5;134;100;112;158;124;99;143;134;232;195;158;158
HUHTAMAKI;FI0009000459;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;180000;188000;191000;198000;207000;207000;220000;216000;221000;233000;216000;218431;218431
NOKIA;FI0009000681;N/A;N/A;N/A;N/A;13600;14492;14743;17000;15900;17400;17000;20100;17500;16100;11800;9300;18500;189200;143500;134500;124992;116268;124254,1;124040;111200;111200;111200
UPONOR DEAD - DELIST.30/04/24;FI0009002158;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;16800;18800;9200;9300;9600;8400;8700;7500;8500;7800;7800;7300;7400;6100;6100;6100
OUTOKUMPU 'A';FI0009002422;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;932000;871000;573024;471536;817785;786414;1030314;1206021;1231843;1208918;1203614;1268998;1209950;1150092;1196362;1043226;1013282;990643;990643
WARTSILA;FI0009003727;N/A;N/A;N/A;N/A;N/A;N/A;N/A;71092;101705;122669;96749;80234;68897;63762;59631;57477;63441;57355;57998;59949;56568;52911;54711;46629;41017;37066;37066
NOKIAN RENKAAT;FI0009005318;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;103000;45689;58415;65102;63937;70393;72134;72210;64970;73320;78990;64840;12690;15195;15195
KONECRANES;FI0009005870;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;94000;85000;53400;42700;45200;46900;45500;39200;57700;54000;52500;43000;44500;40100;37300;35000;35000
STORA ENSO R;FI0009005961;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5680000;3910000;3190000;2550000;3190000;2610000;2400000;2470000;2400000;2240000;2400000;2340000;2480000;2290000;2090000;2150000;1800000;1470000;1170000;1170000
UPM-KYMMENE;FI0009005987;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3699000;3699000;2610000;3030000;4410000;3850000;3820000;3820000;3880000;3440000;3430000;3250000;3010000;2730000;2710000;2310000;2130000;2180000;2180000
FORTUM;FI0009007132;N/A;N/A;N/A;N/A;N/A;N/A;6400000;11000000;10600000;17600000;22104840;25600000;23700000;21000000;20700000;20500000;19300000;18600000;18400000;20100000;19300000;49043800;17869700;17027400;1635701;1351041;1351041
SANOMA;FI0009007694;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3325;3325;3325;3325;3325;3325;3325;3325;3325;51;70;3658;3813;3767;3917;3917
ELISA;FI0009007884;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;162;331,8;486;2488;409;391;409;433;650;666;5927;5426;4084;925;925
NESTE;FI0009013296;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3402699;3981000;3789000;3694100;3469700;3556200;3166700;2932500;2601100;2359000;2252000;2464000;2149000;1828000;2075000;2291000;2290000;2290000
KONE B;FI0009013403;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;105300;111000;101700;101900;103300;100000;99800;102700;101700;106700;117800;118300;109700;118700;116800;114000;108600;108600
YIT;FI0009800643;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57232;58447;19242;19711;19711;9933,77;14900,66;14900,66;171400;41682;27033;24356;24400;19400;18300;18300
NELES DEAD - DELIST.01/04/22;FI4000440664;N/A;N/A;N/A;N/A;77468,35;75000;72000;82000;91000;110000;91852;84000;73000;63000;59000;39469;30896;32533;35161;34432;40360;37534;1419;1419;1419;1419;1419
ICADE REIT;FR0000035081;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;103;2362;2362;2754;3893;4945;7818;4813;3996;3152;50;489;5;2;2
SECHE ENVIRONNEMENT;FR0000039109;N/A;N/A;N/A;N/A;N/A;746100;709500;687300;756800;751700;751700;751700;751700;751700;751700;751700;751700;751700;751700;751700;625200;703400;740000;703900;651200;668800;668800
NEXANS;FR0000044448;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;136865;136865;136865;136865;136865;136865;139353;139910;130598;125427;130017;94802;110799;122841;111657;122924;122924
CREDIT AGRICOLE;FR0000045072;N/A;N/A;N/A;N/A;N/A;N/A;10965;10965;2920;820;2209;757;7385;10241;12159;9350;12683;21985;15325;17674;16495;14475;20601;27997;26434;22685;22685
MAUREL ET PROM;FR0000051070;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;20906;15939;13851;13830;15882;355300;256100;222500;160046;169273;169273
HERMES INTL.;FR0000052292;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;22100;20900;19900;21300;18000;12800;13202;13202
M6-METROPOLE TV;FR0000053225;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;542;809;681;510;510
UBISOFT ENTERTAINMENT CAT A;FR0000054470;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1888,64;2760,31;2980,69;2852;2792
TF1 (TV.FSE.1);FR0000054900;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;0;0;225;274;683;1259;1282;1046;1154;889;517;657;1461;838;400;542;542
COVIVIO;FR0000064578;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;41;48;11571;9645;9662;6062;5882;6904;5047;4926;3459;2216;21945;68774;9916;9916
SAFRAN;FR0000073272;N/A;N/A;N/A;N/A;N/A;N/A;282100;195664;195664;195664;199389;199389;257833;181137;339936,7;162807,5;226397,5;174393,6;192469,2;219790;221259;149077;177317;177299;168740;175711;175711
JCDECAUX;FR0000077919;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21570;21570;27092;28670;29661;31362;31840;31132;31772;33278;32723;31175;30100;21400;22600;23300;22300;20900;20900
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.;FR0000120073;N/A;N/A;N/A;N/A;N/A;N/A;7093000;7668000;7859000;9014000;9386000;10181000;10549000;11272000;11846000;11569000;13552000;14062000;14799000;16082000;16239000;15505000;15557000;16083000;15473000;14868470;14868470
CARREFOUR;FR0000120172;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1270000;1860000;2319453;2133000;1978000;1600000;1775000;1700900;1686600;1132300;1190000;1025000;822100;697000;575000;581593;782709;782709;782709
CNP ASSURANCES DEAD - DELIST.20/06/22;FR0000120222;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5425;5330;2160;2951;1914;2964;2859;2643;2673;2379;2103;1967;3540;1265;1519;1519;1519;1519;1519
TOTALENERGIES;FR0000120271;N/A;N/A;N/A;N/A;N/A;57100000;56200000;57800000;59200000;57300000;55100000;51600000;46000000;47000000;46000000;44000000;42000000;41000000;38000000;40475670;40661555;36000000;33300000;37220000;32100000;33000000;33000000
L'OREAL;FR0000120321;N/A;N/A;N/A;84200;88300;88200;88000;84000;82700;80800;78200;79938;71012;66920;67330;58453;61000;116100;57700;54300;88108;43100;27700;62100;57435;49691;49691
ACCOR;FR0000120404;N/A;N/A;N/A;39495;189672;202950;166429;253542;260977;304497;324313;390960;234082;221716;248000;245000;302000;255000;249000;281000;675000;428000;450000;344000;645000;612000;612000
BOUYGUES;FR0000120503;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2004512;213800;2169600;2208000;1899900;2225000;1903000;2033000;2108400;1876200;1980000;1700000;2200000;1832269;1832269
QUADIENT;FR0000120560;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2464;2464;2464;2464;13623;13720;14480;14181;14058;13711;13865;11173;10337;6694;6436;6400;5893;5893
SANOFI;FR0000120578;N/A;N/A;N/A;N/A;78027;416000;416527;404067;388244;626319;640198;736727;682835;658032;538699;471650;424572;624189;611937;576474;436420;498091;467780;362136;332470;298485;298485
AXA;FR0000120628;N/A;N/A;N/A;N/A;N/A;N/A;16537;29984;29984;29984;83998;68554;56301;51886,1;50316;51137;50433;47595;43245;38778;37889;26292;23362;23280;21934;21054;21054
DANONE;FR0000120644;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;497245;530119;495998;894206;460256;561353;561641;547480;644000;753000;722000;769787;683000;666000;788093;684663;684663
PERNOD-RICARD;FR0000120693;N/A;N/A;N/A;N/A;N/A;N/A;359775;637650;463310;300013;317631;259896;264481;283345;280470;273314;269525;274610;254818;250542;262378;255417;265819;273580;232381;211397;211397
IMERYS;FR0000120859;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1319073;1809205;1810440;1754727;1590815;1785000;1725000;1641000;1945000;2185778;1738358;1491713;1608601;1478435;1310878;1281000;1281000
BIC;FR0000120966;N/A;N/A;N/A;N/A;N/A;N/A;N/A;13800;13800;13800;12118;11897;9962;8599;9354;8800;9061;8836;8434;9813;9278;7659;16984;14780;13594;12316;12316
LVMH;FR0000121014;N/A;N/A;N/A;N/A;31701;28855;28023;49606;46801;46358;48723;43100;40890;48365;48892;49560;65669,78;62656,86;63970,4;73939,75;151846;63909,3;71390,6;65883,4;126532;117510;117510
EURAZEO;FR0000121121;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;17;21;22;38;39;19;30;24;34;65;51;45;45
WENDEL;FR0000121204;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;175851;182144;182144;182144;182144;132618;205070;203699;85828;85828;85828
SODEXO;FR0000121220;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;169998;160009;152801;152801;152801;152801;152801;152801;152801;152801;152801;72742;82599;82605;93773;90224
THALES;FR0000121329;N/A;N/A;N/A;N/A;N/A;N/A;N/A;278026;137000;120000;105900;95130;94330;99200;88000;96845;87720;81870;85563;76000;78000;86000;82000;66000;76000;84000;84000
KERING;FR0000121485;N/A;N/A;N/A;N/A;N/A;48000;44733;51127;399375;410957;298774;42612;13273;15078;18682;17502;20092;18474;19269;14406;16715;14256;19281;32190;31622;31052;31052
ESSILORLUXOTTICA;FR0000121667;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;19598;18391;16743;17470;21050;52233;49547;46011;52807;160244;133486;116092;116092
KLEPIERRE REIT;FR0000121964;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;21323;24449;19170;11651;11047;14024;17939;16453;19496;10947;13190;11341;9887;11301;7309;8119;8119
SCHNEIDER ELECTRIC;FR0000121972;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;205029;137244;122688;113238;103664;84053;90054;85852;186560;189870;180751;142658;140718;119447;112792;106360;106360
VEOLIA ENVIRON;FR0000124141;N/A;N/A;N/A;19600000;19600000;31586000;33700000;36500000;39500000;44900000;44500000;42000000;37900000;29700000;29800000;27000000;26900000;28500000;28800000;29600000;15700000;13000000;19900000;16600000;14700000;18708000;18708000
SAINT GOBAIN;FR0000125007;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;12347534;13800000;14126000;12800000;12240000;9200000;9300000;9200000;9600000;8600000;8000000;7900000;8400000;8396326;7738985;7628642;7628642
CAPGEMINI;FR0000125338;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;26531,11;3062,48;10203;11343;8251;9621;6225;6330;7470;13293;8479;10972;8459;8830;7893;7893
VINCI;FR0000125486;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;978000;978000;1959500;1971500;2068019;2195535;2195535;2195535;2195535;2195535;2195535;2195535;2195535;2195535;2195535;1900000;2178000;2007000;2007000
VIVENDI;FR0000127771;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18991,7;27677;22304,7;48073;90755;73047;35833;7451;8400;26408;17481;14185;12960;14764;11228;10291;151;151
LAGARDERE GROUPE;FR0000130213;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;16503;16755;17931;0;22327;7955;7007,87;7007,87;7282,96;13778;10554;10078;13062;9184;9562;11455;14497;12956;12956
REMY COINTREAU;FR0000130395;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3320;1692;1795;2255;6127;6609;8815;7081;10252;7376;8667;6120;8452;7564;5614
CHRISTIAN DIOR;FR0000130403;N/A;N/A;N/A;N/A;N/A;28855;28023;49606;46819;46570;48962;43472;41274;41274;41274;41274;48547,58;64628;63970,36;73939,75;67612,86;62458,83;71055;67393;126532;117510;117510
EIFFAGE;FR0000130452;N/A;N/A;N/A;N/A;N/A;N/A;112864;112864;1033000;1033000;1033000;1033000;1033000;536927;536927;536927;536927;536927;536927;536927;536927;536927;503518;473689;700929;712925;712925
PUBLICIS GROUPE;FR0000130577;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;86416;10336;7722;8522;9141;9386;9453;12374;13118;5586;9895;7351;4299;7266;6164;5211;5211
SOCIETE GENERALE;FR0000130809;N/A;N/A;N/A;N/A;N/A;N/A;N/A;27829;35317;37571;26186;28115;31829;32091;31778;33035;40611;35416;34324;27938;28602;24859;26406;26732;22807;42867;42867
