NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
TRIBAL GROUP;GB0030181522;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;47,04;11,76;2,48;4,11;10,99;10,3;10,3
PAGEGROUP;GB0030232317;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2619;2619;1745;1647;2303;1816;1808;1994;2033;799;1164;933,64;1034;828;828
WINCANTON DEAD - DELIST.30/04/24;GB0030329360;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;310422;331158;309037;324357;308391;314799;313786;313786;313786
BT GROUP;GB0030913577;N/A;N/A;N/A;N/A;N/A;N/A;N/A;263037,52;242335,06;256350;250000;211738;204497;191000;194000;181522;174199;172370;181903;183934;184882;183167;171422;179354;183885;164738;146600
MARKS & SPENCER GROUP;GB0031274896;N/A;N/A;N/A;N/A;N/A;N/A;N/A;59000;67000;141358;189000;246000;223000;171301;181348;169000;167000;182000;185000;182000;167000;173000;157000;174000;225000;206449;210164
BARCLAYS;GB0031348658;N/A;N/A;N/A;N/A;N/A;N/A;N/A;36737;36737;36737;56903;57000;51138;46757;58176;49994;29146;26814;24779;29030;27320;22681;23231;20178;15286;8949;8949
INTERTEK GROUP;GB0031638363;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9399;11529;66598;60151;63728;72096;54227;62923;64951;61325;59952;58821;61168;57986;57986
BURBERRY GROUP;GB0031743007;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3700;3300;2400;2400;2165;2903,24;1790;1734,58;1956,31;2336,52;2141,11;2126,41;2144,09;2240;2139;2155;1835;1667;1667;1538
NEXT;GB0032089863;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;37082;31915;36600;31441;38487;47764;49089;52021;52901;48163;46911;45739;36914;42616;43165;44718;43332
BLOOMSBURY PBL.;GB0033147751;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18;40;96;139;136
KINGFISHER;GB0033195214;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100028;115526;135343;137824;131027;154953;136792;150244;160223;142349;146961;143360;146335;153215;145688;139326;153134;130642;90961;90961
ITV;GB0033986497;N/A;N/A;N/A;N/A;N/A;38000;39665;37330;13013;17056;14656;14041;14041;14041;16678;11180;8294;7793;6684;6770;3401;2554;2416;1943;1731;1174;1174
CHESNARA;GB00B00FPT80;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;0;0;74;83;62;62
MARSHALLS;GB00B012BV22;N/A;N/A;N/A;N/A;N/A;N/A;N/A;39826;39826;39826;42432;43165;45329;43518;40012;36166;38746;40873;41602;43559;42147;35072;37540;58835;51818;36963;36963
HALFORDS GROUP;GB00B012TP20;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;22433,64;32357;32357;32357;32357;32357;11444,27;11133,29;9728,19;10706,75;11287,01;10768,71;9155;11749;13095;26100;25500;24700;24185
SAINSBURY J;GB00B019KW72;N/A;N/A;N/A;1079348;1100038;772805;617996;789274;789274;789274;789274;207550;759404;728738;722835;635191;571673;672938;666948;595756;563023;521616;527311,76;518033,32;461692,37;458972,65;448734
NCC GROUP;GB00B01QGK86;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;124;194;194;194;248,94;370,77;126,79;200,4;868;830,6;830,6
ADMIRAL GROUP;GB00B02J6398;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;0;0;361;36;14;551;511;334,4;503;675;1121;929;560;1482;542;542
CENTRICA;GB00B033F229;N/A;N/A;N/A;N/A;N/A;8061566;7056810;7532811;9503312;10781982;12129402;11184416;8183495;6948969;6944974;5454635;4281152;4986299;4044754;1681541;1326139;1924864;1018953;2006434;1678457;1726177;1726177
ESKEN LIMITED DEAD - DELIST.02/04/24;GB00B03HDJ73;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;261837;313839;256081;342200;26899,6;26313;24531;21568,63;23523;23987;19623;17234;19579;19579;19579
GRAINGER;GB00B04V1276;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;228;249;398;0;0;0;585;771;849;1072;989;1151;1031;754;434;434
IG GROUP HOLDINGS;GB00B06QFB75;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2,4;1,81;405;405;405;405;196,7;484,4;560,8;89;438;580,84;605,54;287,86;722,9;179,8;179,8
ESSENTRA;GB00B0744359;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5513;13539;13363;8316;6564;6266;7433;11595;8967;11543;10479;10929;11276;3422;7603;8307;3435;3174;2783;2783
BUNZL;GB00B0744B38;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;98507;93125;89286;83932;89397;93641;92645;89186;92687;99848;99193;90568;87125;93405;89806;89199;89199
RENTOKIL INITIAL;GB00B082RF11;N/A;N/A;N/A;N/A;N/A;N/A;N/A;92111;223868;275596;208290;181991;178060;177665;148033;150246;147729;149597;164745;160024;176599;170655;184438;200102;294006;295617;295617
HELICAL REIT;GB00B0FYMT95;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;723;494;727;796;1009;796;739;642;860;643;460;430;548
STHREE;GB00B0KM9T71;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1050;907;671;542;984;1326;1380;806;400;261;2563;2364;2364
HIKMA PHARMACEUTICALS;GB00B0LCW083;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4624;3180;3180;2828;20831;20506;26422;24114;36839;38404;39089;47372;43042;42346;43830;38468;38468
BRITVIC DEAD - DELIST.20/01/25;GB00B0N8QD54;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;17965;19745;31129;31752;31048;28060;17885;15797;13006;11877;11877;11877
LONDON STOCK EXCHANGE GROUP;GB00B0SWJX34;N/A;N/A;N/A;N/A;N/A;N/A;N/A;563;563;624;624;562;621;679;1083;1294;1094;1583;1918;2271;2734;2670;1000;1450;913;1736;1736
QINETIQ GROUP;GB00B0WMWD03;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;25916;25916;20643;20265;27590;26534;23691;21245;24651;20096;19289;15872;15727;13360;19362;19362
RESTAURANT GROUP DEAD - DELIST.22/12/23;GB00B0YG1K06;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21443;17760;19874;20597;18971;18748;24774;13267;15454;15633;15633;15633;15633
IP GROUP;GB00B128J450;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;127,6;4,7;22;14,8;7,8;0;0;0;0;0;0
ASHMORE GROUP;GB00B132NW22;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;53,1;55,5;39,8;41,44;34,69;35,31;34,69;35,14;43,02;51,9;94,9;71;71
SAVILLS;GB00B135BJ46;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3127;81;137;465,9;1292,05;1638,32;1898;2518;2479;2162;1775;1794;1869;1691;1921;1923;1923
LOOKERS DEAD - DELIST.09/10/23;GB00B17MMZ46;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21902;29591;30027;23967;24017;18597;19117,32;17554,6;17554,6;17554,6;17554,6
TOPPS TILES;GB00B18P5K83;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2460;2590;6516;5733;6024;6103;5968;6072;6366;5582;5271;4819;5088;4862;5291
PZ CUSSONS;GB00B19Z1432;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;33295;32963;91281;83763;85203;75078;60598;55484;52509;45516;38352;31422;36286;33554;20745;12123
SEVERN TRENT;GB00B1FH8J72;N/A;N/A;N/A;2389603;2389603;2389603;1849547;1782981;1782981;1782981;1782981;178486;165972;155266,08;147433;132535;132406;134584;138131;134307;132360;361548;376299;395424;395424;379306;394203
MITCHELLS & BUTLERS;GB00B1FP6H53;N/A;N/A;N/A;N/A;N/A;N/A;N/A;176062;176062;176062;176062;176062;78410;78410;93701;89893;95771;96014;95993;90021;84388;79936;61886;87278;91302;86166;83149
HOCHSCHILD MINING;GB00B1FW5029;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;41756;56234;73244;46790;46033;47265;38939;39341;40647;46339;45374;42400;58108;58108
LSL PROPERTY SERVICES;GB00B1G5HX72;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3705;3420;2517;2125;1998;730,4;691,6;691,6
MARSTON'S;GB00B1JQDM80;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;38356,64;78918;37822;41555,64;41555,64;41555,64;41555,64;41555,64;41555,64;41555,64;41555,64;41555,64;41555,64;41555,64;41555,64;8438;7749;7749
WHITBREAD;GB00B1KJJ408;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;53024;59388;60897;50879;53431;51201;56226;66940,6;62932;65173;65778;97363;65436;70171;46254;63715;65143;63835;58469
RANK GROUP;GB00B1L5QH97;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;17677;17833;17001;17616;16681;14570;12089;10618;12337;11029;11288;9537
BROWN GROUP DEAD - DELIST.13/02/25;GB00B1P6ZR11;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1657;2703;2703;2909;3346;2676;3364,62;3276,1;2582,7;2208,6;2320,2;2421,9;2227;2216;1815,9;2315,7;1929,3;1662,6;1662,6
DRAX GROUP;GB00B1VNSX38;N/A;N/A;N/A;N/A;N/A;N/A;N/A;22764000;22160000;22299000;19852000;22391000;21465607;22693000;20320000;16595000;13101000;6021000;6296000;4233000;2049000;2762000;932000;336000;255000;266000;266000
SMITHS GROUP;GB00B1WY2338;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18776;18776;18868;14896;14896;14896;14896;12088;15169;15670;14763;15261;16818;19591;19694;18758;17422
FERREXPO;GB00B1XH2C03;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2299,2;2299,2;2299,2;2299,2;2299,2;2299,2;2299,2;2299,2;625190;550591;554763;566877;579415;579870;648882;341000;247000;247000;247000
3I GROUP;GB00B1YW4409;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;713;745;580;0;28;247,3;252,4;191;156,4;142,2;150,5;117,7;129,8;140;135,7;90,6
SEVERFIELD;GB00B27YGJ97;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6340;5529;4880;5231;6244;5561;5635;6297;7359;6391;6101;5997
RELX;GB00B2B0DG97;N/A;N/A;N/A;N/A;N/A;N/A;N/A;18549;18337;20032;18587;13131;11607;10899;11602;8932;7446;7966;8231;8126;8498;5217;5644;5211;4317;2703;2703
PARAGON BANKING GROUP;GB00B2NGPM57;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;736;660;785;817;982;865;882;841;1116;1378;1314;1222;887;836;941;976;818;818
WH SMITH;GB00B2PDGW16;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6532;6439;9243;8191;8700;8320;8537;2659;2653;6025;2687;1609;1765;1371;1371
UNITED UTILITIES GROUP;GB00B39J2M42;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;470000;400000;126857;160975,36;153269;128361;115250;101992;104041;110533;128649;117583;119354;127172;132574;131735;133746;134199;124340
STV GROUP;GB00B3CX3644;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;396,31;411,88;345,83;356,94;313,3;313,3
DE LA RUE ORD DEAD - DELIST.03/07/25;GB00B3DGH821;N/A;N/A;N/A;92800;83690;84390;98469;98469;98469;98469;98469;98469;98469;98469;36600;38896;40498;40656;41520;4919;4547;5104;6667;6659;7174;3851;3851
BODYCOTE;GB00B3FLWH99;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;143576;154069;158200;147800;137500;150300;145000;170200;140400;130000;140300;134300;118000;118000
ZIGUP;GB00B41H7391;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5980;5865;6201;6701;7210;6793;6446;8311;16118;16304;17049;15543
CHEMRING GROUP;GB00B45C9X44;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;14809;14735;0;0;21898;19356;24417;22717;15907;13967;10640;10911;8009;9293;8671;8171;7913;7039;7694
PHAROS ENERGY;GB00B572ZV91;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;242597;369240;369240;369240;369240;369240;369240;369240;369240;369240;369240;369240;369240
WOOD GROUP (JOHN);GB00B5N0P849;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1763,48;1417,1;2307,5;118439;36189;23319;19449;19907;415638;78084;50430;35845;28268;26612;21985;21985
SEGRO;GB00B5ZN1N88;N/A;N/A;N/A;N/A;N/A;N/A;70000;41455;41455;41455;793;1638;4155;7617;12695;8342;5171;6287;1712;1179;353;1088;1278;2072;2084;2568;2568
INCHCAPE;GB00B61TVQ02;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;66165;66713;73107;11760;12083;10954;10744;12027;9752;27298;27066;20418;20418
ROLLS-ROYCE HOLDINGS;GB00B63H8491;N/A;N/A;N/A;710000;710000;710000;710000;710000;710000;710000;215000;236000;229000;213000;394000;456000;374000;236438;257896;240061;228027;213656;211639;225794;178513;235170;235170
GREGGS;GB00B63QSB39;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;34882;37004;35869;39051;39682;39527;38668;27653;35965;39812;39830;37708;37708
COSTAIN GROUP;GB00B64NSP76;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15921;12697;12405;11561;6426;4876;4772;4772
WORKSPACE GROUP;GB00B67G5X01;N/A;N/A;N/A;N/A;N/A;N/A;151;2776;2776;4942;4942;20137;4399;3480;3480;3480;3515;3515;3515;2804;2707;3451;2154;3221;3188;2248;1912
BARR (AG);GB00B6XZKY75;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5432;5421;5419;5420;5580;5296;5467;7375;3847,87;4364;6888;5208,85
STAGECOACH GROUP DEAD - DELIST.28/06/22;GB00B6YTLS95;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;877350;903220;877313;848861;957538,9;954789;1047286;995701;1032589;1019232;901680;500325;482412;405185;405185;405185;405185;405185
EVRAZ SUSP - SUSP.06/12/23;GB00B71N6K86;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;42920000;39050000;36870000;35810000;36680000;34560000;40760000;41210000;40170000;40170000;40170000;40170000;40170000
EASYJET;GB00B7KR2P84;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3030000;3030000;3030000;3030000;3030000;3030000;5444000;5551338;5551338;5551338;5551338;5551338;5551338;5551338;4247159;2114961;6421434;7517983;8114121;8114121
VESUVIUS;GB00B82YXW83;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;398000;384000;362000;340000;397000;370000;322573;272257;310711;284879;169914;215591;215591
STUDIO RETAIL GROUP DEAD - DELIST.25/02/22;GB00B8B4R053;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;372;326;244;170;78;85;66;44;44;44;44;44
THE SAGE GROUP;GB00B8C3BL03;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1606,38;1470;9550;9238;10887;2108;1338;1303;4025;2985;1060,7;798,3;1225,6;1399,1;1399,1
COMPASS GROUP;GB00BD6K4575;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;79542;85868;85868;76140,58;109094;115406;109869;124488;128154;129516;174627;106047;88616;137985;139687;156924;156924
AIR PARTNER DEAD - DEAD 04/04/22;GB00BD736828;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;210,8;210,8;210,8;210,8;210,8
COCA COLA EUROPACIFIC PARTNERS;GB00BDCPN049;N/A;N/A;N/A;N/A;N/A;N/A;N/A;117723;967410;957004;963740;113411;127684;124399;112225;105133;265863;260105;229657;232187;229748;251141;262534;299090;283745;357043;357043
OXFORD BIOMEDICA;GB00BDFBVT43;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;593;662;1189;1199,98;885,65;828,36;2269;2269
NATIONAL GRID;GB00BDR05C01;N/A;N/A;N/A;N/A;N/A;N/A;4630000;4600000;4010000;11939000;11074000;8500000;9328836;8328345;7914000;7250000;7020000;7000000;5800000;3948634;4491965;3903000;4727000;5034000;4408000;3988000;4467000
CLS HOLDINGS;GB00BF044593;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3070;1954;1504;1772;1827;2437;2387;3206;4333;4722;5440;4858;4504;4868;4868
GREAT PORTLAND ESTATES;GB00BF5H9P87;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2577;1581;1915;1926;1758;2153;1181;1304;2744;3228;3016;2871;2364;2631;1819;2049;2245;1556;1256;1534
ABERDEEN GROUP;GB00BF8Q6K64;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4221;4001,92;3694,55;3384,32;3592;3240;2975;2134;2368;2675;2227;3518;2667;1784;1212;1061;817;739;692;692
REDROW DEAD - DELIST.23/08/24;GB00BG11K365;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6244;4334;7069;4519;7118;7240;8636;10607;11128;12006;12478;12250;12250;9558;7726;7726;7726
RIGHTMOVE;GB00BGDT3G23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;453,7;510;492;486;495;484;485;214,45;171,33;169,77;209,51;128,56;128,56
IMI;GB00BGLP8L22;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;24322;27000;25000;25000;21500;19500;18250;17500;16500;17750;16000;12465;12958;11826;10607;10535;10535
VODAFONE GROUP;GB00BH4HKS39;N/A;N/A;N/A;70000;70000;70000;123110;123110;123041;170848;170848;249087;414121;358691;410000;340000;360000;410000;300000;290000;280000;290000;300000;260000;260000;260000;260000
ICTL.HTLS.GP.;GB00BHJYC057;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4600000;2300000;656000;454830,57;475145,92;469583,23;438943;426870;455192;481047;378110;330760;402138;418902;373652;359349;359349
MICRO FOCUS INTL. DEAD - DELIST.01/02/23;GB00BJ1F4N75;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;226;226;221,4;174;174;174;174;174;174;174;1113;1109;1109;1109;1109;1109
CRODA INTERNATIONAL;GB00BJFFLV09;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;194006;191491;158107;149006;141606;125516;115713;130492;128550;134562;153211;94491;102750;112903;133646;86740;95931;95931
DAILY MAIL 'A' DEAD - DELIST.10/01/22;GB00BJQZC279;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21481;21481;16193;15400;7400;11400;11000;8100;1900;1400;1200;1300;1500;1200;1000;1400;907;620;488
RM;GB00BJT0FF39;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;746;577;770;423;95;95
TRAVIS PERKINS;GB00BK9RKT01;N/A;N/A;N/A;N/A;N/A;N/A;N/A;96365;96365;96365;85774;89440;122511;128253;136614;132295;138859;139434;129756;131284;116689;61297;64099;50909;51826;45537;45537
HYVE GROUP DEAD - DELIST.23/05/23;GB00BKP36R26;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15,8;854;232;205;207;201;215;229;264;194;194;194;194;194
GALLIFORD TRY;GB00BKY40Q38;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57158;38784;32940;39189;34690;34202;30218;33308;31998;39013;35527;9530;8633;10124;9338;13313;13313
CAPITAL & REGIONAL DEAD - DELIST.11/12/24;GB00BL6XZ716;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2437,56;1751;1386;1154;1203;1203;1126;1072;608;556;410;410;410
TESCO;GB00BLGZ9862;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1726650;1698600;1813000;1954260;1889765;1944344;1418798;1320122;1345507;1301746;1236980;1411758;1117480;1105183;1053151;1110098;1039346;902830;802425
NATWEST GROUP;GB00BM8PJY71;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;87600;84290,7;42665;46087;43598;30695;27997;28577;25578;29959;20782;22155;20372;16156;12922;9402;9402
JD SPORTS FASHION;GB00BM8Q5M07;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6724;3691;7011;7222;4237;4465;6529;6575;10739;7741;7746;10043
INFORMA;GB00BMJ6DW54;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1285,21;1190,37;1881;1714;3205;4776;4134;2826;2480;2319;3286;2166;2166
GLAXOSMITHKLINE;GB00BN7SWP63;N/A;N/A;N/A;N/A;N/A;902902;1411900;1331300;1200600;1099700;1010900;1011180;1035856;1018014;1037288;851000;888000;889000;892000;822000;798000;711000;633000;626418;581000;521000;521000
MELROSE INDUSTRIES;GB00BNGDN821;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;41182;18985;8825;7122;23680;23261;223847;185210;168315;159372;33597;21245;21245
PENNON GROUP;GB00BNNTLN49;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;726885;622446;2092169;1200591;1069257;1105242;1351192;1576428;1797147;1572996;2042672;21080;24403;28773;26737;29803
RENEWI DEAD - DELIST.09/06/25;GB00BNR4T868;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;530000;510000;510000;510000;510000;510000;510000;510000;506000;459000;579534;556624;535358;535358
SHELL;GB00BP6MXD84;N/A;N/A;N/A;106000000;112000000;112000000;105000000;98000000;82000000;75000000;69000000;76000000;74000000;72000000;73000000;76000000;72000000;72000000;73000000;71000000;70000000;63000000;60000000;51000000;50000000;50000000;50000000
TATE & LYLE;GB00BP92CJ43;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2119000;2667500;2291908;2319397,2;2177875,5;2291999;2266975;1908004;1975058;1949000;1930000;1849530;367528;363948;369425;341921;346378
SCHRODERS;GB00BP9LHF23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;319,58;2795;2795;724;1087;1002,82;1042,4;659;659;539;688;638;621;1110;988;1980;789;661;483;483
AVIVA;GB00BPQY8M80;N/A;N/A;N/A;N/A;N/A;N/A;N/A;30437;76038;61886;55593;63784;44471;23849;21787;20031;19112;19210;17915;16198;14180;10610;10594;8526;7503;7437;7437
DIGNITY DEAD - DELIST.25/05/23;GB00BRB37M78;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15005;16798;15202;15097;15077;14437;14988;15616;15535;16028;15844;15710;15401;15566;15566;15566;15566
MJ GLEESON;GB00BRKD9Z53;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2693;3341;3165;3274;3080;3096
COMPUTACENTER;GB00BV9FP302;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1035;1035;1035;1035;3290;5191;3565;3304;3352;3072;3306;5640;1908;1979;1747;1939;1939
ROTORK;GB00BVFNZH21;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4502;1359;1061;4401;4448;5024;5231;5725;6973;5644;5597;4575;3534;3686;3132;3197;3533;3533
SPIRAX GROUP;GB00BWFGQN14;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;13348,32;13348,32;16427,4;15656;14428;17266;16273;16659;17354;17230;21461;24018;20182;21781;18633;18537;17405;17405
BEAZLEY;GB00BYQ0JC66;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;38;45,49;45,49;41,67;41,67;41,67;41,67;51,48;39,47;34,17;21,08;16,5;8,23;65,2;2,13;7,54;7,54
PRIMARY HEALTH PROPS.;GB00BYRJ5J14;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;24,2;18,6;32,1;65,7;92,2;68,7;68,7
ICG;GB00BYT1DJ19;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;31;23,86;23,86;44;14;177;49;74;48;49;66;11;7;46;14;8
LAND SECURITIES GROUP;GB00BYW0PQ60;N/A;N/A;N/A;N/A;N/A;N/A;84398;76347;76347;76347;76347;12501;21173;12350;14592;13047;13711;13648;16477;14755;11490;9158;7554;7151;6950;5809;5165
HOMESERVE DEAD - DELIST.05/01/23;GB00BYYTFB60;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4840,62;5295,84;5858,88;4931,36;5056,56;6629;6815;7783;8835;11366;12899;12028;13698;13698;13698;13698;13698
FUTURE;GB00BYZN9041;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;97;96;109;234;154;144;116;116
