NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
DEUTSCHE LUFTHANSA;DE0008232125;13151097;12438102;14186943;14372008;18218993;19852727;22111572;21836285;25753484;33233050;31846724;31089497;37731255;37848711;41273307;40591830;34041932;34942581;34214856;44251694;41106450;40276084;16345548;18990833;35852694;38286374;38762421
HANNOVER RUECK;DE0008402215;4683361;4866300;5742646;6506525;9571444;11859298;11437920;10782500;10833293;12848690;10315325;14844655;15996213;16243265;19108748;18513651;15848250;17790961;17415668;21916078;21834531;24071322;28105752;29925161;35032263;2828214;4328733
ALLIANZ;DE0008404005;65835451;67130975;70669461;73536631;99012114;111120278;119502846;112649363;125357671;152067144;112641619;123128806;129245151;124071956;137328420;137241426;113094623;117532252;116480726;139105713;120853697;125699111;147948319;130822222;128127702;108711395;112219277
MUNCH. RVRS.GESELL. MUNCH.N;DE0008430026;53203202;33072621;37055879;35593324;46854484;59157567;59520727;57228836;59958689;68797750;57696736;81501277;87454099;82434950;91316250;86850403;72479335;68850706;67206363;77359309;65225124;71569000;78081897;79307145;79287296;64236244;64912434
NORDEX;DE000A0D6554;93645;217506;254490;298392;464617;244103;308783;373471;666444;1107950;1454281;1650228;1342279;1212870;1472706;1932094;1967505;2648931;3669001;3828026;2820161;3631939;5594149;6149851;6229158;7009844;7528276
MTU AERO ENGINES HLDG.;DE000A0D9PT0;N/A;N/A;N/A;N/A;2465707;2413607;2499852;2597146;3134947;3818243;3488542;3642618;3738603;3862191;4627377;5058028;4439596;4834690;5114613;6263942;5237620;5117885;4783740;4731045;5831396;6833689;7723398
HAMB.HAFEN UD.LOGISTIK;DE000A0S8488;N/A;N/A;N/A;N/A;N/A;N/A;932715;1006899;1320093;1749046;1699037;1382296;1481856;1603403;1545667;1561649;1360726;1244636;1272702;1556945;1480695;1528847;1563504;1655439;1726827;1562881;1648514
AIXTRON;DE000A0WMPJ6;62643;82295;147415;206711;161829;113570;182476;168504;222756;318419;351382;422550;1082302;804763;312042;247194;219827;215564;212332;286540;308277;287084;323864;484575;506737;680430;653063
ADIDAS;DE000A1EWWW0;5751342;5204701;5445781;5263433;7002965;7796771;8443286;8020898;13083689;15266154;13828419;14483690;16556790;17576850;20383960;19590276;16486136;18438163;20847719;26390074;25132459;26140090;23869384;23987350;24628623;23146610;24427514
SOFTWARE N DEAD - DELIST.26/08/24;DE000A2GS401;363634;355673;388850;506736;509875;525293;536166;529478;626635;920889;922761;1182269;1545936;1446736;1434443;1314884;973054;951674;942187;1093243;992811;984795;1004196;941964;1048317;1080568;1031736
BASF;DE000BASF111;31386094;28651110;33549090;27985890;34583710;41505971;48923856;51668410;68259514;85900912;79781997;70727454;88201157;96810979;107828312;99996651;84309107;76792796;62194092;80191347;71876653;65589068;71147459;88789570;95541903;74431684;67311556
BAYER;DE000BAY0017;31861603;24491685;27986741;24918943;31086747;35541320;38785508;33099529;37569545;48004118;42152411;43485951;48452432;48115045;54455838;54284205;47912337;50495386;50543101;43550214;45397833;48150178;49798049;49796853;55512048;51460076;48071137
COMMERZBANK;DE000CBK1001;21125351;23456373;21638251;23207047;22920544;19361292;19498327;20036438;30607320;40131650;30758275;36099701;33794356;32309843;27008781;24120155;19276552;17832096;15386959;15780811;14600106;14395847;14606225;13410277;16241478;24832887;27011263
MCKESSON EUROPE DEAD - DELIST.15/06/23;DE000CLS1001;14722400;13534927;14321602;14613946;19734748;23065788;24962845;24768881;27985323;33128507;27952163;29993140;32143648;30330603;30502391;28938914;25324606;23432654;22821935;25675783;24186336;23416390;20589930;18919777;10127921;10000022;9548112
E ON N;DE000ENAG999;44331888;47598093;69110992;60139405;38781677;52926919;58319026;62679143;83293690;101879605;111089619;114152016;128232963;148784132;180916374;165527827;126539660;126683206;41253433;47219302;33905596;45339344;73306577;87388783;126540206;101204708;82637673
K S N;DE000KSAG888;1293574;1158674;1948729;1876709;2424543;2846330;3364681;3403511;3837511;4956892;6139358;4986184;6895855;6784817;5389841;5340148;4335012;4551496;3735536;4511113;4632102;4501204;2925455;3629733;6210601;4183393;3767941
PROSIEBENSAT 1 MEDIA;DE000PSM7770;N/A;1981376;2011523;1734962;2034404;2248311;2391152;2404949;2730599;4005951;3911040;3851956;4142650;3630494;3227084;3521843;3261837;3554320;4105567;5072048;4597583;4572304;4867940;5076724;4554616;4161140;4041169
TUI N;DE000TUAG505;20405933;16040938;19043976;19298791;21794860;23906629;23520769;22001039;26617081;32411266;23964179;17591245;23044318;23025225;25169938;24840124;21233585;19302026;18617701;23380799;21358977;21235063;5486205;7492743;19612528;22920729;24483006
CARLSBERG B;DK0010181759;3371634;3154823;3492632;3994279;5130202;5782125;6301126;6160113;7150616;8899549;10298323;11127658;11124521;11263046;12336210;12056539;9829556;9545630;9096561;10327957;9601120;9751059;9467498;10119321;10334819;10662204;10369813
FLSMIDTH AND B;DK0010234467;3281252;2741956;2401197;2194187;2373426;2489958;2577566;1700358;2142765;3970889;4343939;4335106;3739294;3898058;4561576;4877362;3219680;2874760;2642933;3007754;2880198;3054845;2658908;2669925;3213626;3492873;2790729
A P MOLLER MAERSK B;DK0010244508;N/A;N/A;N/A;17459959;21877978;26235813;29059036;33790521;46080682;55460003;53570557;48726557;58424575;57150733;62792208;48231229;40918186;39817380;34744129;33765363;37918195;38433598;41752232;59151726;84716103;50961772;53017518
GN STORE NORD;DK0010272632;618326;707269;875584;848350;795568;791857;971424;1075717;594043;1189457;966198;886172;953070;985944;1147507;1230255;1118484;1227491;1256817;1601629;1629347;1860487;2175029;2395658;2748548;2625523;2486316
DANSKE BANK;DK0010274414;5679137;5305365;6539433;10502310;11511778;12558998;13324868;21507048;24780783;34405359;29492231;29623347;22373524;20376650;23423029;21204922;17726146;15815856;17214080;21140163;14989779;22505472;22114332;23668040;15362867;21449018;21203157
NKT;DK0010287663;981032;791174;813769;744783;849924;972471;1352535;1416711;1882382;2689692;2375552;2190096;2676950;2764985;2800039;2863990;2417282;2422669;1131175;1838714;1719361;1482859;1772091;2153579;2274464;2771631;3352487
JYSKE BANK;DK0010307958;723283;723748;898636;939889;1124677;1168212;1040585;1069240;1609424;2196311;2335876;1915683;1597873;1659483;1737324;1701995;2153311;2425479;2214067;2456165;2070363;1992766;2055030;1972413;2283765;4298932;4228190
AL SYDBANK;DK0010311471;494211;423205;525625;498531;582531;707528;712284;733929;1056327;1473447;1537945;1385382;1103672;1005968;1094272;911958;787206;708685;676133;725370;640556;666869;702853;764940;854702;1260454;1348984
DSV;DK0060079531;410746;475296;546537;2953301;2588339;2951679;3167810;3726312;5564820;6940455;6431298;6762008;7884268;7745438;8244577;8280809;7403024;7429945;9842283;12515764;12143375;14012247;18749012;27685760;34662422;21848208;23101384
NOVOZYMES B;DK0060336014;N/A;587889;629275;610965;814331;969031;1054769;1016944;1183908;1479214;1399475;1583080;1801293;1862378;2062246;2127902;1898528;2045137;2054549;2428093;2210456;2126821;2266080;2270522;2581756;2593501;3951955
COLOPLAST B;DK0060448595;415863;400328;450482;471640;812888;967862;1070528;1046573;1255444;1636920;1468195;1671529;1812037;1822508;2062246;2143663;1930071;2083405;2147238;2628108;2582961;2712162;3003219;3015568;3458667;3622556;3794795
TOPDANMARK DEAD - DELIST.21/10/24;DK0060477503;1030544;1056136;1382454;935282;1239395;1635647;1846372;1875866;2183320;2735692;2741741;2442456;2369986;2352515;2372849;2467033;2268511;2441691;2559107;3116200;3172672;3322806;3599658;3424235;1411119;1419985;1483910
TRYG;DK0060636678;N/A;N/A;N/A;1298546;1994982;2545898;2726572;2544384;2799467;3286171;2985868;3405646;3571280;3613829;3714209;3615585;2901049;2638581;2570003;2972663;2832425;3250896;3660466;3717181;5062465;5551852;5546483
DEMANT;DK0060738599;246277;246110;370049;406405;566318;646192;753387;763575;885069;1091472;923197;1068354;1276762;1424870;1570457;1668300;1424163;1557734;1743650;2203848;2140870;2211455;2339988;2797035;2898279;3251911;3099290
VESTAS WINDSYSTEMS;DK0061539921;432134;615219;806517;1103585;1494315;2050484;3336286;4321239;5004731;7202217;7729689;9259180;9541017;7700536;9861826;8219871;7848373;9177075;11069536;12371206;11603625;13417974;17861938;17605198;15847952;16606899;17829414
H LUNDBECK A;DK0061804697;493302;547177;703005;887353;1369439;1660027;1704177;1468473;1604942;2184596;1938203;2576065;2735098;2836450;2717230;2764134;2052281;2131605;2271307;2879757;2782962;2520698;2857990;2475235;2683685;2885178;3041919
ATRESMEDIA CORPN.DE MEDIOS DE CMNI.;ES0109427734;N/A;N/A;N/A;503206;683492;787142;1003394;1126617;1212368;1389817;982744;907905;1067869;1025682;1015107;1121710;1001857;1057571;1103514;1308531;1195353;1149330;1042030;1088161;1040236;1049390;1049878
EBRO FOODS;ES0112501012;1406328;1513193;1812086;1991992;2320466;2491993;2765391;2852516;3177237;3980024;3032164;3066299;2350295;2376393;2795746;2644994;2405567;2683606;2657699;3118065;3035073;3110823;3485369;2741779;3246843;3331998;3239220
BBV.ARGENTARIA;ES0113211835;14772936;13362006;22988862;23664612;24633298;21838451;23398877;31579041;39398233;56690366;52949820;47978532;44739237;47538107;52987612;45158208;39870043;41305191;44792714;53040093;49143332;48219841;40261843;39956323;49666429;68867294;85682474
BANKINTER 'R';ES0113679I37;1014456;838481;1047588;1167708;1296515;1413250;1445977;2028381;2794208;3976444;3890326;3505364;3170950;3599146;3888603;3653984;2941753;2720197;2717620;3314926;3204425;3261860;2491751;2600619;2871071;4920672;5546788
BANCO DE SABADELL;ES0113860A34;1343207;1041487;1213859;1519528;1809569;2018597;2774845;4452465;5999812;8982225;6985510;4954774;4812326;5902592;8861565;10596241;8840380;8446756;8212646;8957716;7925462;7517067;7944496;6489185;7613329;11340452;11992173
BANCO SANTANDER;ES0113900J37;18772436;23490039;32899794;30142629;30934605;29633383;33327665;63747618;71067861;97565486;102040798;106646920;104516957;111229159;112345298;99159887;85619241;82505738;80438412;95561719;87128151;86833972;77842530;74695844;102455335;136480413;138828279
NATURGY ENERGY GROUP;ES0116870314;3046500;3081897;4565435;4762517;5655140;7002068;8166681;10307113;13426221;14960802;17343467;20759351;27106739;27761517;34108858;33753077;28065225;28357600;25054871;28987042;27912339;25471107;18457755;25010828;37160108;24432112;19872690
CORPORACION FINCA.ALBA DEAD - DELIST.08/05/25;ES0117160111;15811;73219;119621;91254;125078;123431;220250;591820;769780;120365;21544;150612;77524;289521;45127;17556;14711;17174;20209;88058;111814;110133;223610;266488;182600;57362;18360
INDRA SISTEMAS;ES0118594417;578979;561788;631754;666753;937815;1221006;1406650;1453215;1825255;3213043;3047099;3506511;3530977;3541312;4063644;4095749;3370213;3163903;2971301;3770279;3586986;3566113;3682543;3854199;4239154;4727166;5030364
FOMENTO CONSTR.Y CNTR.;ES0122060314;3750289;3721864;4169933;4454746;5901265;7527628;8192793;8569865;12301221;20575190;17948254;17718668;16728252;15483493;15274244;9092862;7184827;7059177;6431864;7216328;6869200;6939985;7407187;7522773;8430566;9750393;9356591
MAPFRE;ES0124244E34;3109806;2699927;3978254;4982159;5999502;6511560;7970821;8712768;10088764;18437554;18264602;22221896;23475223;25935060;28140876;28249889;25536905;23416489;24117572;27695623;24982868;24603254;23243420;23362757;24608602;27088026;26038618
ACCIONA;ES0125220311;2793495;2486205;2681454;2605640;3665756;4808512;5273023;5865800;8138288;11788027;16218269;9086043;8648509;8754171;9609154;8931350;7371348;7132756;6459777;9022194;8612043;7951042;7785372;9155165;12248120;18387009;19793269
ENDESA;ES0130670112;7506570;12765561;14246510;13412726;17969509;20203574;22993949;21163005;25478421;25425803;27823306;34089202;40816148;40605631;44216607;42180194;24401387;21457596;20160396;24749556;22822773;21681678;20495385;23608912;35990546;27502195;21976821
ENAGAS;ES0130960018;N/A;N/A;46115;152297;466172;662344;743647;807509;983974;1178977;1071708;1230936;1355661;1473224;1616225;1728415;1368202;1304096;1283861;1691723;1484736;1275051;1267329;1102200;1047135;980406;934013
ACERINOX 'R';ES0132105018;1442590;1389475;1826156;1568220;2683608;3624384;5266950;5093190;7314134;10229143;6467396;4176439;6214620;6154326;6238163;5361612;4968628;4601557;4288359;5754692;5746436;5256633;5615497;7575252;9505826;7138297;5583299
FAES FARMA;ES0134950F36;85211;116988;124825;128395;163019;215663;212460;201197;240275;275618;248653;272513;279639;250565;241201;243856;217496;223159;247085;341506;371926;395195;457372;450237;480028;487376;509166
OBRASCON HUARTE LAIN;ES0142090317;830167;1536780;1667598;1601519;1902226;2627379;2907174;2952595;4253389;5579979;5133350;6124346;6779828;6414517;6425019;4980258;4231584;4762274;4174330;4000365;3333678;3272935;3404944;3138897;3566311;3382832;3766668
IBERDROLA;ES0144580Y14;4710372;6075875;6578315;6986528;10281839;11759539;13386519;14188724;14294758;25892781;32264396;34264916;42021706;41687106;46842420;44349727;34066059;34247885;31572965;38883957;40225550;40291463;39868510;44185797;59024015;53294348;46145445
INDUSTRIA DE DISENO TEXTIL;ES0148396007;1833358;1978339;2440367;2798457;4266106;5721681;7390610;8148054;10634409;13984962;13326400;15463846;17297765;18167766;21840055;22608085;20549859;22782483;25191614;31511873;29983488;31277436;24540574;31309851;35632785;38831903;39846461
MEDIASET ESPANA COMUNICACION;ES0152503035;N/A;N/A;504886;432820;529759;681844;982270;1097456;1270235;1564672;1202149;883943;1156905;1297323;1214473;1117695;1057280;1059452;1064527;1225910;1117545;1038307;993511;978199;938540;926688;884810
MINOR HOTELS EUROPE & AMERICAS;ES0161560018;207349;258533;500567;621577;951308;1146554;1238206;1180408;1420108;2169525;1869709;1687857;1770210;1753188;1761368;1703932;1414439;1500597;1564744;1922958;1850258;1888719;644909;843278;1884380;2332264;2493885
ACS ACTIV.CONSTR.Y SERV.;ES0167050915;2792847;2624406;3183058;3376761;4745122;10979674;14285725;14642805;18251734;31590188;20501236;21773572;21237521;37503447;52587929;51871948;39565888;38069560;34555504;43404959;42040549;43178555;42024448;31446155;36777439;38605869;42941926
PROMOTORA DE INFORMACIONES;ES0171743901;N/A;546557;1013460;997435;1247866;1556144;1792390;1723653;3539177;5365181;4665324;4402039;3711501;3479122;3645053;3623201;1597360;1469391;1437284;1423894;1429066;1178017;832852;821005;908965;1004433;907864
GRIFOLS ORD CL A;ES0171996087;N/A;N/A;N/A;N/A;418833;529743;593520;633061;841302;1042485;1042748;1274088;1368082;2365199;3589681;3706271;3806063;4288863;4376638;5370641;5145444;5637912;6423272;5572781;6634408;7121012;7439115
REDEIA CORPORACION;ES0173093024;609015;527982;524654;509321;746635;1128827;1252783;1039732;1231639;1528113;1441726;1674414;1929442;2156715;2404023;2376823;2094756;2113537;2088277;2414341;2234616;2219519;2388563;2206192;2204592;2229722;1644320
REPSOL YPF;ES0173516115;15438067;24918447;41106518;36899635;38168702;44874851;52897031;59674161;66631578;77224596;73937669;65961412;76687352;81011046;80703114;67112781;45106042;36551492;30735012;43976823;49975920;46970335;33979350;50302944;75809246;57380950;53002435
TELEFONICA;ES0178430E18;19830558;22317047;26586282;26739857;30499858;35333350;39520475;45790514;68637467;83662202;74201458;79151741;83870707;82769521;85403628;77135021;57143394;51470979;56235130;64685407;55841881;53542954;51814028;44369932;43755166;43914499;42613805
SACYR;ES0182870214;356531;321722;444366;626563;894421;4147646;4826778;5048947;6078212;8537737;6888585;8172582;6656469;5202228;4949418;4143300;3290336;3214458;3091306;3846456;4352987;4610416;5470422;5281607;6402199;4979355;4714701
ZARDOYA OTIS DEAD - DELIST.09/05/22;ES0184933812;481054;428320;453809;467886;650134;791740;867431;847028;1019695;1282173;1199402;1234964;1191392;1078907;1108179;1026328;838207;798164;806244;967995;899601;887267;945910;911043;882335;871193;831823
KESKO B;FI0009000202;6803835;5940356;5887053;5351054;6941755;8796312;9796866;10058955;11351826;14131902;12293578;11785072;12119736;12461333;13265941;12592281;10288919;9460418;11001924;13278244;11907155;11854044;12833462;12765464;12919880;12729501;12294828
TIETOEVRY;FI0009000277;537197;1194795;1045262;977545;1364560;1709761;1988068;2032654;2136285;2627219;2389081;2362233;2366420;2407991;2499956;2259262;1726995;1591579;1613048;1919369;1834331;1917382;3351625;3189502;3203548;3080237;2890704
HUHTAMAKI;FI0009000459;1392154;1372736;3087165;2051520;2403270;2623018;2727029;2712099;2952523;3425583;2893993;2843022;2695208;2691850;3198048;3166184;2535988;2971907;3096196;3717222;3559256;3758467;3971575;4038447;4900342;4503472;4256017
NOKIA;FI0009000681;15130139;19220830;28350739;26859035;32222522;36646115;38145557;41328781;53353269;75683009;64935559;57181346;58612971;50922019;41329461;17180018;14442100;13624511;25519570;28789285;25875595;25780719;26284709;25080868;27254393;24044301;19824213
UPONOR DEAD - DELIST.30/04/24;FI0009002158;1323369;1309353;1265218;1026793;1220797;1270266;1398249;1246717;1501173;1807362;1215477;1024225;1034558;1062198;1111441;1224730;1161425;1145423;1188118;1455695;1371935;1219760;1366439;1483479;1516601;1318991;1259384
OUTOKUMPU 'A';FI0009002422;3279970;2827908;3446776;4584576;5966577;7366547;9300806;6711046;7984631;10247104;7009609;3642897;5839755;6597905;6215307;9117886;7763253;6958867;6149164;7914037;7880915;7080161;6782879;8708603;10387106;7519650;6128797
WARTSILA;FI0009003727;2955066;2624734;2526329;2031112;2704176;2933058;3229997;3189681;4138411;5577875;5905794;7338812;6287162;5544137;6471424;6291274;5420892;5481852;5188425;6123024;5933623;5716762;5537928;5397549;6391560;6497730;6651735
NOKIAN RENKAAT;FI0009005318;285300;313629;371921;364632;514432;657754;784931;829815;1084555;1519352;1384122;1114076;1461113;1918911;2208365;2056087;1575677;1482574;1503465;1955811;1829859;1764567;1580306;1936362;1943179;1267786;1330347
KONECRANES;FI0009005870;677885;575049;656129;651295;766058;826730;948849;1173466;1923499;2593571;2692309;2331817;2135260;2497957;2972308;2838215;2281542;2317660;2289348;3900925;3619464;3678742;3823744;3598780;3681329;4284613;4359883
STORA ENSO R;FI0009005961;11910056;10339216;12083504;11632629;13722268;15144034;16156240;15940549;18935149;19823618;14122684;12480306;14218817;14443075;14812098;14253372;11584761;10944083;10592988;12493557;12025506;11118384;10287988;11481936;12778745;10150070;9333470
UPM-KYMMENE;FI0009005987;9497513;8030714;8944072;8540538;11245033;12376695;12799035;11299507;13003246;14874829;12115073;10769637;12323002;13261670;14296027;13590990;11193422;11050907;10603795;12450025;12022065;11320738;10320465;11086552;12822507;11299460;10664024
FORTUM;FI0009007132;9643791;8002522;10290863;8964206;11967506;14173232;15203742;4686370;5826938;6639199;7217054;7582974;8694041;8115330;8435450;8186497;5389131;3770476;3925090;5621790;6011606;6023057;58957762;126974576;9632198;7249587;5982333
SANOMA;FI0009007694;1421333;1283749;1351313;1489729;2531125;3028359;3249287;3169737;3557793;4337639;3880127;3861806;3812895;3617322;3254613;2999237;2157014;1871177;1771370;1782804;1508521;1009888;1277067;1413891;1420432;1504686;1387076
ELISA;FI0009007884;1002816;1119705;1161227;1239039;1677977;1913717;1767388;1616477;1970079;2324831;1901584;1995710;2020508;2015331;2127558;2091774;1741401;1710830;1767695;2223094;2100392;2038463;2278922;2256962;2329823;2355495;2260393
NESTE;FI0009013296;N/A;N/A;N/A;N/A;7835561;9090924;10308307;12056192;16521985;17940214;19262978;13444258;16421464;20311377;24451712;23605120;17032876;12222709;12635505;16407666;17118513;17609176;14123881;17105418;28398790;24649243;21307418
KONE B;FI0009013403;N/A;N/A;N/A;N/A;3188437;3553261;3772587;3919048;4671930;6046132;5894013;6618465;6885913;6882685;8596791;9371484;8319634;9425973;9493163;11122189;10402418;11037443;11954539;11877432;11932700;11831270;11447297
YIT;FI0009800643;1325161;1188011;1153012;1397712;1892651;2973078;3953665;3655006;4261407;5494185;5044877;4816771;5230269;5772146;6445265;2356186;2017493;1888181;1813733;2479806;4231061;3750174;3691551;3226329;2629052;2336590;1877215
NELES DEAD - DELIST.01/04/22;FI4000440664;4195252;3292583;3631575;3739822;5035843;5287591;5182176;5102184;6428964;9264343;8195377;6998381;7666664;8754177;10277581;5215242;4149325;3245073;2794682;3365611;3638845;729799;692842;690114;668368;659927;630105
ICADE REIT;FR0000035081;38936;37385;39672;44346;63122;75691;92402;79165;84265;2408729;2458485;2119605;1990958;1980162;2062775;2233037;2053904;1712138;1636391;2142499;2135256;1907541;1746300;1926647;1990990;1788037;1620800
SECHE ENVIRONNEMENT;FR0000039109;52133;60735;77030;92571;295522;464914;432726;408487;492120;553886;490688;510181;555284;558705;605206;634105;504472;502414;516851;664744;671240;778916;809610;892569;1064175;1176260;1227812
NEXANS;FR0000044448;4817548;4033341;4070239;3846600;4397103;4882002;5420691;5152952;9716754;10986769;8706308;7038842;8532478;9115093;9831087;9071925;7263020;6800810;6283170;7922743;7442832;7447272;7191849;8330165;9156277;8415181;8814658
CREDIT AGRICOLE;FR0000045072;33830013;30004727;35272253;27522094;47478194;62646133;77905981;79281489;99915579;109403734;77299054;89423288;91544276;66611307;68353308;66758609;61285913;93060673;87927640;93067982;86393042;103389362;88571964;102792920;90557316;103972319;108053304
MAUREL ET PROM;FR0000051070;35190;21914;24325;21163;28606;56342;172584;492839;757339;429196;493276;255671;477516;492077;646600;784452;624325;300447;342826;441235;428432;498222;345730;478433;702956;681164;772882
HERMES INTL.;FR0000052292;871346;901496;1081649;1056502;1333623;1530291;1735560;1725387;1965537;2408877;2259619;2670853;3315225;3742457;4771871;5075736;4671790;5276923;5622000;6901866;6842015;7611366;7685499;10146669;12693407;14504575;15646894
M6-METROPOLE TV;FR0000053225;597049;611475;693016;727927;1018226;1464227;1554653;1305342;1665173;2010585;1734987;1920648;2018851;1872150;1899106;1710026;1426855;1362342;1381887;1725467;1630083;1610092;1531952;1570689;1484544;1421183;1352420
UBISOFT ENTERTAINMENT CAT A;FR0000054470;109428;128886;174091;264617;364085;619825;664240;673435;734748;1140820;1295103;1226970;1333299;1352432;1495707;1717172;1358777;1293781;1586516;2045647;2331134;1963775;1989953;2505714;2303128;2073116;2203974
TF1 (TV.FSE.1);FR0000054900;1887377;1802900;2072266;1965064;2817538;3412549;3695559;3473861;3443096;4096470;3322585;3299257;3621228;3450695;3589209;2818637;2372760;2184783;2229153;2642863;2624258;2584485;2503976;2741815;2743601;2481020;2430168
COVIVIO;FR0000064578;12260;13701;16230;40730;75792;125556;262107;425204;754690;1387209;1516756;1386429;1162226;1121791;1128412;1147665;1017076;974919;977026;1174087;1117968;1350985;1180232;1132465;1282512;1375354;1342105
SAFRAN;FR0000073272;3249875;3316024;3985216;2615616;2966432;3956910;4653246;10506559;14065874;15298765;13165105;14732038;15228381;15356034;18647290;19587572;17064637;19729870;17812042;21069274;24111793;27752283;20004622;17095251;21359540;25549095;28587298
JCDECAUX;FR0000077919;1221702;1174325;1322524;1328873;1693679;1920702;2126308;2109531;2525396;3122602;2776952;2677132;3245076;3244288;3592223;3617685;2815597;3059874;3214532;3780778;3648478;3856437;2525747;2849585;3363173;3560410;3746797
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.;FR0000120073;6911919;6355527;7559481;7171623;8481170;10442805;12220602;12613189;14205611;17492858;16778882;16709192;18625354;19042772;20991109;20581415;17421152;17854769;19598217;25309621;24095852;24238299;24640652;26360555;32749909;29823230;27908407
CARREFOUR;FR0000120172;31120081;36322760;60481451;59835517;73781159;87694633;94712861;90048899;101074350;121768296;111363396;119936563;124416202;107050969;107459886;103649213;86568663;85957920;85130797;100713367;89356413;81983017;86785730;83918446;90905232;91722235;90013477
CNP ASSURANCES DEAD - DELIST.20/06/22;FR0000120222;23926368;22921097;22514431;20654186;26930217;31884920;36625834;42033368;53337570;62060127;49417228;60310806;59456691;54094519;49100512;52814935;47283927;46290962;45142320;50980304;46270674;46059966;39871999;42754396;46947554;4727517;3178166
TOTALENERGIES;FR0000120271;27627945;41002234;106919132;90690901;110077871;130201639;159922773;148215976;172160013;202813507;205308286;156477151;193980958;219381316;249679196;232118813;182110025;141743401;125255559;162793159;179192886;174357017;125505507;176788123;273615246;218628559;187018788
L'OREAL;FR0000120321;13054810;10451015;11826372;11832063;15338333;17454151;18942963;17566333;20487183;25291804;22462761;24377972;26921424;26796134;30765220;31059752;25558389;27531780;27922067;32367205;30892224;33032935;33670337;36474238;41859798;44487574;44853880
ACCOR;FR0000120404;6306270;5875516;6482889;6215527;7590800;8427798;9217391;9140658;9773842;11895416;9744816;9726019;8213494;8034981;7736947;7483561;6186555;6083558;1732357;2409161;4140003;4477209;1949822;2489786;4621354;5461766;5782234
BOUYGUES;FR0000120503;16790986;15414802;17789580;17629606;23882411;27149602;30501326;29098527;34263591;43895197;41889902;43744065;43118080;43080668;45946429;45075748;37588935;35348079;34331571;40924639;40775020;41940248;41731727;42463054;48491397;60512607;58536093
QUADIENT;FR0000120560;452446;425596;480103;495141;816513;934224;984952;1000009;1191726;1344590;1175652;1273968;1333381;1320635;1465487;1480896;1262946;1297593;1252203;1382687;1252208;1263548;1238215;1157118;1182909;1147662;1126948
SANOFI;FR0000120578;5905271;5200862;5565428;5586914;7995514;10012831;19606506;33012498;36813120;41581334;35301587;40888067;41956757;43980323;47863888;45023028;38690355;38000165;37508819;45029043;40914932;41610732;44949355;44254706;49658770;50171332;45678204
AXA;FR0000120628;79245783;78628282;92432965;71121203;86173990;101530455;110659520;103699690;120978709;166098546;140105096;136499118;144248447;136671069;140559339;169929285;138473790;127798325;134840681;162625192;121335359;146553683;135734566;136961962;113364313;91939366;90088772
DANONE;FR0000120644;14686537;12922440;13334442;12460333;14551449;16336790;17856088;15742916;18259297;18937799;19489632;20903058;23488824;25445862;28582467;28790622;23983959;24430157;23714807;30692235;28270146;27961271;28411351;27429445;30263087;29835545;28236610
PERNOD-RICARD;FR0000120693;3562585;3490216;4089839;3922551;5191180;4396414;5209807;5945054;8180679;9855778;9076380;9459534;10458810;10504749;11652673;11136123;9069984;9695978;9493920;11232386;10424552;10472622;9573494;11068478;12973489;12542833;11535588
IMERYS;FR0000120859;2122442;2541962;2617702;2495597;3073034;3395504;3744174;3680922;4266212;5042619;4416796;3869898;4621402;4840483;5320675;4998413;4183581;4454699;4501318;5719300;5263883;4815018;4569031;4951218;4684373;4098917;3718226
BIC;FR0000120966;1414045;1295199;1426351;1320349;1601273;1692200;1807011;1668998;1878868;2158352;1819513;2180291;2529107;2402706;2600495;2551935;2244946;2443566;2189244;2512705;2236019;2155596;1958134;2069431;2444089;2444985;2265690
LVMH;FR0000121014;7875178;8308741;10808859;10530574;13626082;14882391;16452365;16813879;19859078;24429701;22016113;23792541;28059548;31163870;38490252;39403598;34753147;38875474;40634194;53028899;53700776;59345965;53708519;72541569;86632886;93067152;87345150
EURAZEO;FR0000121121;252536;270898;359282;1114259;224677;80049;602136;1536062;2873521;6022628;5619333;5596584;5930286;5594415;6085224;7208710;4634871;2163825;2356954;4325930;5007458;5175638;4402824;5075805;5075993;371283;395356
WENDEL;FR0000121204;452335;430598;454081;434464;593323;737021;1133013;3362949;5544735;8111562;6930856;6788401;7582430;7841483;9179151;8694503;6708567;8575517;8952059;10359391;9620863;9467710;8972309;8476909;9518852;7699621;8316989
SODEXO;FR0000121220;7109315;8780221;9804599;10284295;13539127;14540253;14980867;14108670;16605023;19840516;17429262;20483099;21066755;21137268;24976274;24869052;20435822;21599302;21878703;25743319;23403061;24275784;23240292;19687837;23112241;24453717;24546130
THALES;FR0000121329;7010928;6697446;8007572;8841928;11921453;13149803;13409531;12405766;13317623;18225704;16217627;17972416;18123817;17161138;19391127;19187575;14716151;15329564;16085953;19645667;18182414;20347030;20435123;18291569;19221508;19907359;21223459
KERING;FR0000121485;18750909;18384420;23110320;23937703;29387807;30308222;31557963;21474503;23264807;29291480;25868196;23055311;20167938;16105789;13334969;13177880;11385688;12627335;13384320;19250525;15671461;17563287;15757594;19933201;22265431;21136256;17734522
