NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
ESSILORLUXOTTICA;FR0000121667;1774442;1615485;1846512;1782834;2295456;2633120;2946093;2930429;3490140;4310685;3936879;4559520;5373789;5518505;6832790;6846864;6431567;7320763;7689157;9315753;12384459;19229110;17355943;22390001;26798165;27433059;27341323
KLEPIERRE REIT;FR0000121964;143574;153131;231708;333261;473711;600342;578197;613722;776662;1056137;1198633;1401463;1421190;1403022;1501862;1598588;1905573;1332584;1337362;1545743;1423771;1710163;1573089;1422477;1481700;1524995;1552518
SCHNEIDER ELECTRIC;FR0000121972;8658074;8144744;9049071;8463210;9726551;10923914;13509760;14116889;17813876;25656448;23447743;22034575;27037694;29488379;32796768;31836226;28288685;29038880;26685642;30774324;29496091;30030142;30262539;32653026;37390957;38783291;39352403
VEOLIA ENVIRON;FR0000124141;15441585;19066748;24633951;25081436;32289831;35586109;32158293;30515075;37134114;48364612;46362145;47655680;47500451;38546305;40319371;30165131;27086992;27212832;26358407;31248942;29715248;30064089;31286045;32204660;46919545;48990614;46096967
SAINT GOBAIN;FR0000125007;20234656;22312183;26893815;26169282;32499488;36814074;41740235;42439633;53969567;64362724;56087113;52719460;55399656;55475614;59164570;56809366;46568174;43190974;42247674;50757796;47907065;47075382;45862319;49886097;56013133;51791714;48035036
CAPGEMINI;FR0000125338;4490186;4189853;6468889;7247143;7565036;7158776;8199463;8405731;9990520;12900412;11153396;11679315;12009542;12767716;14057714;13642359;11993114;12987923;13550855;15910162;15134522;15618814;19062789;20514753;24064083;24329488;22790624
VINCI;FR0000125486;9096343;8804330;13184923;14787410;18844207;22532353;25441928;26040359;33259738;45102970;43448689;45288006;46953898;49587817;53665845;55072304;44287066;42687372;41657613;50839884;50634192;53908959;52841263;56463018;68122306;75206227;74736869
VIVENDI;FR0000127771;36499820;40274405;38841706;49393552;62424695;31703151;27928486;23551518;26006491;32102059;32515159;37854877;39877147;37952770;39710578;29922078;11444105;11731097;11692057;15477334;15977432;17579321;19353879;10813173;10497607;11353473;306337
LAGARDERE GROUPE;FR0000130213;12140361;11942345;11379402;11449039;14188065;15495005;17451263;15729620;18163284;12721054;10518254;11011009;11000116;10085877;10576156;10225010;8499423;8127398;8275975;9052076;8418772;8066496;5388774;5841508;7580815;8729535;9223107
REMY COINTREAU;FR0000130395;1346485;1161734;738600;797392;1091439;1165758;1168336;917692;1014362;1194581;1035435;991716;1206754;1257409;1570947;1562004;1072382;1083508;1149213;1400348;1272506;1241544;1120697;1383503;1679070;1423883;1125401
CHRISTIAN DIOR;FR0000130403;8096217;8513859;11075791;10821631;14136000;15509437;17205709;17594739;20780282;25562174;22963703;24758027;29168397;32440247;36950806;38672275;36604350;38239976;46331626;54309971;53700776;59345965;53708519;72541569;86632886;93067152;87345150
EIFFAGE;FR0000130452;5846181;5562492;5771694;5486163;7351407;8838364;10179273;10270850;13888120;18642822;17022055;19029289;18715111;18180132;19212940;19292880;15821428;15326076;15461527;18983490;19369712;20666594;20038302;21686218;22829971;24164209;24772014
PUBLICIS GROUPE;FR0000130577;6214124;1013267;1651989;2095954;3141095;4806109;4985368;4988561;5690704;6923799;6023602;6311937;7481626;7660893;9053146;9399061;8229456;10465551;10518420;12052023;11411960;12164430;12976361;13260032;15531426;15989925;16533930
SOCIETE GENERALE;FR0000130809;30388131;24893172;34011366;30168300;36304013;42955144;47718766;62688813;75235103;97385288;75796995;71638528;72775310;77021217;97935593;135161007;101137807;106006084;68066597;77326971;56695111;56079560;54965499;56426869;65968081;106609220;112434847
BNP PARIBAS;FR0000131104;26739809;30513019;50478987;47248514;48779290;49714552;58498890;79636865;106825905;145009938;112204959;120017485;120733386;108123178;118656477;117086098;100034118;102981201;98717315;118436930;70133494;72114138;73816586;67251338;78838727;118900354;119290806
ERAMET;FR0000131757;1251111;1460801;2134519;1918564;2250080;2475837;3285781;3278162;3965069;5620862;5565173;3751724;4938039;4745907;4721058;4274389;3488019;3286495;3130778;4387981;4271887;4059233;4273731;4143619;5485670;3511907;3025204
RENAULT;FR0000131906;42223083;36544318;37496409;31302388;39007115;46686317;53066469;49967802;53881339;60302718;48392422;47035369;53814402;56150026;56523955;55331850;46569308;49408608;55378138;73095704;65848992;61410413;52292763;52205303;50755029;56579401;57999746
ORANGE;FR0000133308;27985208;26474027;31428851;37050330;50057842;57380937;61462740;59275270;67081800;78500852;68492865;64101595;62834331;59639315;59598737;55398088;44743061;43859174;44219945;51113511;47456367;46704954;50844530;48035702;47560343;47662982;41525640
GECINA;FR0010040865;116387;176772;245342;230181;315248;613562;761446;725974;857985;1027420;940728;1040978;992916;968423;927830;796115;647681;543038;541071;695157;758866;744713;791447;692861;684732;720351;716313
ALSTOM;FR0010220475;12712414;13676711;15146589;22251812;23917622;24181086;18554691;16369055;16974802;23129728;22870225;27159186;28168638;26186134;27793570;27375288;22991434;6987208;7724820;9318241;9409620;9069417;9116411;14358068;17588279;18258459;18515319
EUTELSAT COMMUNICATIONS;FR0010221234;N/A;N/A;N/A;N/A;707483;890142;990875;907057;1052798;1249818;1167643;1374452;1539737;1573655;1716674;1754500;1614471;1665593;1631528;1765391;1570449;1437041;1527862;1330296;1261682;1220795;1285789
EDF DEAD - DELIST.08/06/23;FR0010242511;32023796;31163646;32128897;35061155;51913944;55885481;61164270;61724221;76462509;88399616;82311040;92552747;89985258;86023030;99610630;102187918;82662082;81760145;76948843;86605412;79102737;78859255;83034036;95412806;156972870;150927735;122421217
LEGRAND;FR0010307819;N/A;N/A;N/A;N/A;N/A;3436063;3814034;3925938;4848386;6120099;5381290;4991369;5372326;5598274;6117653;6029566;5103397;5243022;5423908;6866543;6877681;7322653;7336792;7901117;9123892;9092393;8920792
ARKEMA;FR0010313833;N/A;N/A;N/A;N/A;N/A;6279170;6931290;6902031;7348871;8412023;7213213;6200320;8154116;7771539;8758679;8243272;6751444;8374839;8143049;10355536;10110324;9662103;9483281;10753300;12636515;10277540;9844031
ADP;FR0010340141;1373660;1283851;1301052;1167621;1517399;2129774;2373240;2314271;2686100;3391341;3235933;3674197;3782246;3295019;3616396;3723473;3165874;3178580;3184813;4498676;5135439;5197057;2570493;3137085;5129003;5935998;6351587
SCOR SE;FR0010411983;2799923;2911510;3247044;3952517;4910242;5287591;3620745;3162121;4016968;7454461;7789450;9148402;9441099;9798725;12437461;14288519;13261278;15218161;15497190;18823045;18089866;18408638;20574774;20077572;21712925;17217094;16422534
GETLINK;FR0010533075;1044263;941804;881156;768958;962856;1011174;1028208;958843;1076681;595530;901339;796851;1017134;1112830;1360229;1476146;1368793;1332052;1106071;1284775;1237929;1200052;981434;874760;1757259;1975785;1664739
VALEO;FR0013176526;6834037;7501879;8511942;8812650;10523633;11488380;12302454;12006633;12935777;14163327;11094492;10462691;13300668;14315438;16105287;16370290;14434160;15853659;17852028;23071725;21931697;21536824;19770066;19500312;21921893;23813127;22167637
BIOMERIEUX;FR0013280286;N/A;N/A;N/A;664092;1013073;1137765;1212911;1201026;1345347;1575383;1422026;1706902;1873859;1879922;2150019;2146522;1926521;2141508;2272921;2845969;2776784;2957678;3750731;3813982;3926729;3969611;4105015
UNIBAIL RODAMCO WE STAPLED UNITS;FR0013326246;259897;195416;418317;431074;683290;796747;847838;765146;1007096;1660022;2287279;2271544;2270172;2145603;2363268;2151524;1949547;2158077;2294103;2676818;3227253;3792525;3136555;2881555;3306719;3295532;3349591
VANTIVA;FR0013505062;6411164;6503430;8487675;9036540;10935862;10524172;10419092;6879064;7595390;8345320;6197754;4923701;4935277;4544374;4903217;4663708;3779538;3980856;5284607;5262343;4573500;4201876;3615771;3273775;3037140;2241528;1923629
VALLOUREC;FR0013506730;2573363;1663947;2057006;2152537;2737459;2955466;3959306;5206627;7190321;9102062;8242775;6228892;6201922;6975761;7294587;7540761;6466204;4145914;3204331;4663649;4496293;4614375;3900125;3888024;5342019;5524117;4160732
DASSAULT SYSTEMES;FR0014003TT8;469362;490605;590209;642437;831021;939105;1038197;1129604;1502208;1865985;1709224;1745889;2159479;2348642;2778045;2792984;2602437;3095142;3302162;4014863;3987936;4443152;5355335;5490295;6198238;6429026;6408935
MICHELIN;FR001400AJ45;14176328;13379472;14369103;13583750;16795167;19122193;20448194;18844599;21257751;25001867;21010898;20658896;24705383;27291273;29411083;27369881;22179264;23107929;22594125;27312943;25262049;26687439;24621166;26880427;31279478;30617649;28047857
SPEEDY HIRE;GB0000163088;437095;515004;499298;454489;235399;290317;353255;404861;568289;768955;725377;656486;556271;535806;529960;557084;559940;525764;447392;525554;507746;528088;449195;484424;507784;549715;517021
AEP PLANTATIONS;GB0000365774;14818;19510;17054;16687;33820;53638;67246;63100;83703;125266;134450;152651;196480;256115;234627;210493;229535;185163;229497;316659;246863;222939;283718;427821;446376;376617;361614
ANTOFAGASTA;GB0000456144;183364;144030;742256;755674;937399;1189749;1956046;2398863;4100077;3752252;2535390;3010604;4798630;5973522;6662711;6225222;4833001;3199540;3375849;5152117;4657699;5050664;5408734;7373587;5845720;6420920;6424221
ASHTEAD GROUP;GB0000536739;333315;410598;444120;828457;926639;939903;942915;1070719;1621961;1957822;1463784;1372216;1482634;1723692;2050091;2608873;2834435;3475966;3787420;5149325;5609825;6551124;6657931;7557791;9381366;10806678;10597963
BRAEMAR;GB0000600931;15561;16661;17724;17061;35730;47526;64600;103809;174040;203476;174759;183889;209652;189937;238227;213191;189623;230993;187675;192346;144285;156019;158644;119806;151645;200496;190888
BARRATT REDROW;GB0000811801;1465763;1618014;1835812;2308795;3273645;4356624;4745109;4462369;4830058;6899133;4480431;3027403;3303305;3338862;3655399;4768943;5215083;5833568;5233236;6810589;6571112;6373100;4971268;6191430;7136879;5554491;5706596
BELLWAY;GB0000904986;732261;809017;931566;997570;1389162;1870887;2167350;2119848;2577014;2675438;1257927;1156815;1320158;1481962;1650223;2138309;2429240;2902059;2887686;3862151;4086669;4251045;3276973;4316542;4384520;3633209;3147923
BALFOUR BEATTY;GB0000961622;5761000;3528580;3385238;3865192;5081518;5750017;6594565;6825636;8832207;12729290;11699226;14298642;14952621;15019026;17155202;14282331;10922144;9996420;8675901;9768154;8685893;9516770;9973336;9769873;9379856;10117140;10218806
TED BAKER DEAD - DELIST.24/10/22;GB0001048619;45150;58922;69025;87787;115052;161608;199313;209611;247325;280003;216198;261230;303877;341108;400644;525761;582741;655652;665431;835674;808416;820472;479700;580929;526521;542045;531467
BOOT (HENRY);GB0001110096;283310;328495;330323;327219;287801;192676;158780;180003;280072;245652;274288;186077;213611;181264;162400;251176;221330;253232;384489;576945;519860;494113;303113;312818;419775;454909;407535
BRITISH LAND;GB0001367019;589268;608038;730800;618798;734197;864049;990598;1078724;1181039;1299309;753418;745752;475971;566338;549483;605917;694663;816386;792022;864388;1044821;951287;749568;564325;563111;735401;450501
TULLOW OIL;GB0001500809;5562;8786;11183;108340;184613;240777;424540;792023;1139402;1258367;979547;929875;1143622;2265337;2317185;2759317;2021577;1514282;929321;1925074;2100398;1809571;1241542;1407774;2096661;1800233;1562488
XAAR;GB0001570810;2476;24161;33406;33905;50602;53171;66867;76087;83080;94206;59504;67186;88521;108689;135881;223957;164118;134347;120530;141440;83185;64283;65395;80381;89485;89380;76210
WETHERSPOON (JD);GB0001638955;310296;432570;542854;766891;1092892;1399342;1510593;1445971;1731333;1752620;1325637;1556232;1673280;1765495;1974597;2092013;2210999;2241909;2013117;2386541;2295244;2423384;1035901;1558510;2273392;2531553;2574017
CAMELLIA;GB0001667087;391727;374814;372119;254718;289356;317761;336935;271714;316030;318795;269858;367718;406704;390503;411764;410369;359162;370536;323200;421319;405621;379343;396862;376036;365407;344664;325403
BREWIN DOLPHIN DEAD - DELIST.28/09/22;GB0001765816;100039;137323;213846;199616;172927;183806;228810;257336;341789;411997;292438;339041;406177;417655;424363;464748;436768;421708;353837;430028;430583;441301;492598;551107;502361;517173;507081
CASTINGS;GB0001795680;109882;100207;82155;78428;93290;111164;119890;131475;156005;183187;145502;95258;128347;197366;193155;208586;203226;190635;157087;173283;183082;201822;146207;193581;202174;286975;251016
DIPLOMA;GB0001826634;434379;154135;130563;122855;123923;141340;189412;197991;252349;276989;244011;255504;297077;364797;409672;466279;459801;479771;479474;638263;635141;708845;733758;1068147;1245238;1519280;1692048
VISTRY GROUP;GB0001859296;385633;445570;447932;506890;756136;870277;1054422;927152;1175705;1093983;399830;449535;483475;576201;669105;908059;1216961;1360410;1321880;1452261;1389685;1471525;2469112;3200158;3355837;4511386;4690300
TCLARKE DEAD - DELIST.26/06/24;GB0002015021;94082;123547;144462;186326;236029;260607;295195;344625;366780;381613;316839;283576;289852;290770;305182;354568;342069;348401;349141;439539;427879;435432;316045;443728;523767;621483;609356
CLARKSON;GB0002018363;46666;43238;53468;60183;58505;106769;164723;206174;231681;341364;354475;282172;327999;307847;277418;323374;357706;433777;383604;457617;442020;472390;488173;601359;742372;809321;820830
GENUS;GB0002074580;N/A;N/A;196408;230263;269081;335171;341668;325981;452314;468342;377700;439627;491513;511919;538619;587625;584900;558103;528976;671737;616025;677222;771918;772962;814421;851976;833489
RATHBONES GROUP;GB0002148343;101305;115312;129912;134023;157312;167303;207236;240244;321475;391047;252549;202988;220810;244607;260688;305183;326970;341879;340291;446592;445833;499405;541233;635982;628747;858052;1258549
CRANSWICK;GB0002318888;243876;217425;231089;272305;401304;453942;528933;696727;928171;1142181;841809;1059883;1245036;1215024;1331178;1535284;1492960;1510522;1373567;1947526;1923492;1936278;2492380;2658702;2620925;3114251;3320429
REA HOLDINGS;GB0002349065;48692;38332;20485;2023;21033;25068;30253;26584;35102;56415;61289;80751;119671;145184;123169;115242;114983;85314;73884;108741;103799;127155;146665;189433;208203;179416;182567
DIAGEO;GB0002374006;16252603;15926727;14820146;14984333;10913789;11691033;12450327;12386475;14412618;15249162;12563107;15090705;16016271;16409559;17388221;18389829;15375805;15118956;14161155;17173363;16419925;17124460;15571924;18742095;20796993;20638555;19608490
ELEMENTIS;GB0002418548;879293;858247;842711;555462;598144;669774;733525;710492;779289;590201;567188;580793;731843;747673;748308;809792;722063;639795;614731;849068;809102;888762;792229;868729;734355;724276;717181
BAE SYSTEMS;GB0002634946;11591131;11296267;14166597;12781711;13238173;15256371;17141345;19601690;24276265;28169411;23609465;32535240;34154986;28111238;26167351;27542280;23200535;24127951;22294420;25877980;22023726;23821205;26271659;26481213;26136711;29210979;32654508
DERWENT LONDON;GB0002652740;47240;50844;56543;66305;76223;87132;94047;88056;123812;223835;170510;200092;196055;201699;200427;349505;313801;352282;252144;357196;305329;317659;368378;339951;337375;338082;346005
DEVRO DEAD - DELIST.14/04/23;GB0002670437;434330;387539;337067;180421;226264;265834;280841;271314;302149;307605;259342;351965;383754;360246;379551;396378;349286;330866;302146;362845;331776;325337;337442;342393;322498;332006;325527
BIG YELLOW GROUP;GB0002869419;N/A;291;1972;5901;19542;35359;53618;67732;90666;109132;82586;91932;97069;100303;108961;114971;116616;135924;138752;159604;158097;166022;178337;205150;226126;246286;251951
BRITISH AMERICAN TOBACCO;GB0002875804;11719519;14550580;16030313;16075748;17375512;19227357;20286909;16588235;19215512;19721934;17167173;22688755;24094831;24360436;23915889;24922627;21006784;18834376;18485947;28660406;32067363;33675025;35128822;34841630;34001823;34533457;32102240
TOWN CENTRE SECURITIES;GB0003062816;48295;49889;52889;31934;40388;44470;45416;42944;50651;51531;39260;39541;37101;34638;34877;37944;34208;31503;35146;43238;39661;40853;31242;32584;40155;44491;41574
RS GROUP;GB0003096442;1090310;1086001;1118230;1117145;1218909;1359194;1451219;1407465;1681210;1769619;1372439;1491026;1762551;1970160;1963968;2065181;1885664;1834426;1718011;2301081;2347967;2539324;2567609;3123728;3446043;3760543;3644840
SPECTRIS DEAD - DELIST.05/12/25;GB0003308607;430523;441514;681432;767807;803372;1033220;1157583;1166780;1347369;1315846;1114691;1257239;1460131;1749952;1937832;1963106;1764774;1710387;1686556;2154756;2100378;2123803;1821040;1752663;1632038;1834325;1611752
FISHER(JAMES)& SONS;GB0003395000;102673;109272;89971;95523;116565;140458;148426;162611;232438;358385;330793;398577;434444;486646;572057;675601;668799;629437;583952;713827;735172;803063;706229;670271;587824;628065;543208
FIRST GROUP;GB0003452173;1308570;2358374;2636373;2868357;3666233;4274403;4822193;5092277;6633702;7406061;8082535;10094644;10328091;10307348;10643121;11353351;9559583;7977732;6694467;8276519;9073969;9572077;5741006;5975331;5734880;6011806;6021823
GAMES WORKSHOP;GB0003718474;106735;116387;114544;143422;188667;260095;284156;218387;222224;219065;165610;202838;200761;198905;213730;208431;179715;169440;167609;276874;310248;363986;419962;512776;528439;622622;716706
GO-AHEAD GROUP DEAD - DELIST.11/10/22;GB0003753778;681916;781686;779380;807227;1693157;2146281;2327604;2390129;3351987;3818393;3391940;3410180;3612039;3740203;3969030;4320140;4347056;4773991;4275792;5077434;4651810;5021778;5397022;5135220;4042719;4161913;4080697
HALMA;GB0004052071;351877;349262;342908;379340;427290;528156;546316;499881;665161;738149;607404;728624;787049;869036;941464;1068436;1028978;1099373;1090621;1448938;1512741;1664556;1775930;1949362;2045396;2440113;2678062
STANDARD CHARTERED;GB0004082847;8139470;7403602;8246469;7936790;7529822;7447816;7905350;11400312;17664234;21154281;17942872;21123817;22216575;24023862;26394423;26730008;22601023;19502997;18112904;22868527;23341144;25247727;22066005;18598562;24747082;38470695;40893772
HAYS;GB0004161021;2500438;3008596;3214728;3635457;3974075;3386889;2781252;3074649;3819088;4571599;3688350;3924062;4822528;5605163;5546943;6037449;5625416;5712835;5854948;7662831;7803163;7990027;7604703;8085309;9051210;9217065;8409479
HEADLAM GROUP;GB0004170089;539218;620514;658904;613740;648669;749985;875988;865675;1003685;1072359;789242;852414;867255;901387;922602;984903;955149;940106;869184;999645;927538;935979;830248;905090;815896;830965;736067
HILL AND SMITH;GB0004270301;91865;90628;86442;273531;348723;439601;506328;493282;602413;791594;594521;622312;605811;642588;693860;725957;683687;671938;676853;826395;835202;904048;900162;956368;900117;1050319;1061222
HUNTING;GB0004478896;1616043;1686661;1785731;1463655;1559370;2174492;2365487;2707307;3563590;3837883;623128;574724;747307;963091;1300180;1390657;1266626;763927;424859;784197;896881;976662;660103;514861;723784;943265;1018896
IMPERIAL BRANDS;GB0004544929;1560408;1927888;1909245;2083867;3637383;5820959;5714410;5601754;6224078;6457172;14326276;23551081;24313389;24023481;23100324;23825117;20594798;18259456;17668861;21581461;20161903;21081864;22623310;22467181;20787157;22880963;22942050
MITIE GROUP;GB0004657408;388938;424159;508908;646997;908679;1100718;1488031;1523627;2108943;2610233;2104189;2494837;2975144;3075942;3239272;3397382;3297393;3297597;2760047;3055585;2710774;2852168;2818510;4651474;4801075;5397285;6022816
SPIRENT COMMUNICATIONS DEAD - DELIST.17/10/25;GB0004726096;967190;980785;1004116;1133545;916148;848041;895232;461269;534617;466570;365238;434516;506014;519291;466976;431062;417671;449685;426817;493364;469303;512341;550859;568558;605813;481531;447036
KELLER;GB0004866223;439242;505066;459620;596953;837583;1032320;1123010;1300445;1811321;1880257;1694625;1657422;1730496;1826044;2074337;2348868;2405308;2245637;2230695;2924514;2912537;2993755;2810878;3017510;3620386;3754215;3706644
KIER GROUP;GB0004915632;1221661;1530923;1507569;1887356;2293404;2584324;2890376;2958665;3703936;4449542;3177244;3219191;3424727;3328896;3023101;3980761;4608531;5384987;5019440;5820497;5627369;5047285;4388922;4240711;3919031;4704793;4984057
HSBC HOLDINGS;GB0005405286;43038430;39002138;48733950;47316312;45127887;64141652;74996293;90764964;121629261;139367820;102490721;112031360;107148787;103935942;101605941;102647985;85663723;83072475;75812830;85506660;83178473;101921787;70441235;60845588;80000209;145475531;150241726
HOWDEN JOINERY GP.;GB0005576813;1472841;1191498;1322666;1524022;2110305;2694922;2854566;2761207;1442837;1922387;1141032;1228815;1307950;1350668;1396694;1562156;1640126;1753793;1638308;1982726;1978744;2060817;2109010;2840209;2851211;2925022;2881842
LEGAL & GENERAL;GB0005603997;33053324;38102247;34122611;29671779;36742651;36046292;51578580;55126307;41269454;25809000;21683433;23372228;24242156;24316142;53978428;29800995;33115268;23583214;22541301;22019305;31963928;27816349;29554765;27651915;16031451;24640355;31490403
MEARS GROUP;GB0005630420;32320;76115;103804;96954;129225;204227;327344;362082;475199;599690;595336;750776;848225;931722;1069878;1413655;1261129;1266461;1178133;1271419;1138885;1177831;1098208;1191621;1179844;1378816;1405502
MCBRIDE;GB0005746358;770986;796817;729625;691889;809273;927170;971186;959716;1078486;1292812;1062433;1297641;1307626;1309221;1210752;1246948;1095522;982538;873981;1007041;904202;914198;979480;871990;960485;1178034;1164353
MEGGITT DEAD - DELIST.14/09/22;GB0005758098;483761;507995;566933;615100;661974;725384;903116;1096366;1319418;1728868;1646474;1837233;1881220;2302211;2528251;2674038;2336142;2367520;2496875;2863357;2724128;2962132;2295176;2020174;2004331;2063426;2023160
MENZIES (JOHN) DEAD - DELIST.05/08/22;GB0005790059;2078075;2045935;1906454;1529975;1856885;2188863;2507782;2423039;2854966;3033886;2360946;2755770;2974982;3005229;2996965;3111899;2861199;2729720;2483340;3475208;1690306;1725069;1123261;1335026;1209992;1245666;1221358
MORGAN ADVANCED MRA.;GB0006027295;1474158;1325463;1499198;1448387;1441512;1504900;1500033;1084773;1334181;1364668;1182527;1505238;1646634;1741726;1586258;1564279;1385867;1310530;1239665;1442766;1353685;1365766;1241147;1289401;1367327;1410932;1366024
MOBICO GROUP;GB0006215205;2161198;2368479;2891184;3474149;3954404;4667864;4708169;3942041;4971192;5148807;3918625;4329356;3441726;3540402;2883132;3088871;2807821;2759328;2636356;3278461;3208700;3571424;2665598;2944120;3451821;3988252;4234959
ECORA ROYALTIES;GB0006449366;7180;7237;7525;5832;9743;6141;10013;20420;20613;16613;31258;32471;48784;55531;20888;24059;5234;12480;24694;52798;60364;72522;46349;84193;141476;62844;57903
4IMPRINT GROUP;GB0006640972;356550;257152;129288;132854;155109;172579;176391;171630;235261;289043;238042;270017;325033;251252;288003;347645;379826;470749;520329;680727;726655;875785;588634;778367;1137119;1346723;1328771
OXFORD INSTRUMENTS;GB0006650450;283458;257918;235132;261735;335846;326157;333403;290494;300771;330339;270494;329760;375434;487557;549483;565577;559790;531657;461553;423579;408240;433740;408991;472486;488972;574524;603771
ASSOCIATED BRIT.FOODS;GB0006731235;6904970;6895166;6470871;6245946;7450161;8929716;9734475;10000971;11802521;13386819;11662404;14779309;16459864;17504268;19290156;21746054;19461084;18397437;16791621;21690216;20391030;20592557;18994040;18834340;20897812;24998563;24911597
PEARSON;GB0006776081;3705146;5344195;5689550;5973092;7081341;7363514;7386139;7286371;8143267;8193521;6813337;8980966;9168113;9273386;7965140;8278689;7328542;6421855;5704564;6374158;5406098;5034922;4629601;4650253;4722510;4650366;4408210
PERSIMMON;GB0006825383;942182;1116080;1089979;2088769;2804834;3425271;4016861;4066030;6184513;5935282;2485572;2268556;2540942;2428292;2710257;3406691;3870114;4170613;3931036;4833654;4893638;4749145;4535974;4897824;4691526;3510178;3972229
EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22;GB0006886666;290145;269835;282160;289512;294620;289123;329170;349137;433985;600739;470269;507166;534263;574472;620560;660962;611302;579824;505180;546490;510992;333212;456904;455884;448972;462209;453189
UNITE GROUP;GB0006928617;9061;17734;43989;34635;53885;87414;140642;202437;217776;142018;189196;423741;313105;150127;337877;164300;161637;299246;151762;169347;159080;193771;291241;345785;299629;364409;359284
PORVAIR;GB0006963689;101994;98754;94804;101025;112010;83980;84118;79825;90948;89607;77663;88189;102905;107715;120375;137625;156380;137734;137054;164436;168668;188607;184000;198477;212181;222788;239075
PRUDENTIAL;GB0007099541;32528250;41359768;41236751;35888036;39240791;39507943;47860067;73157229;70754104;64701646;-14540122;76809292;77136486;57750639;87344163;85538834;90405404;59367665;90032364;122260108;33412013;95362892;59022293;26157621;-8196175;10846882;11525598
RIO TINTO;GB0007188757;7061340;7126128;7634042;8004651;9227053;10201640;11625394;18671555;23800576;29122190;41316145;42541440;59092597;59854038;50381804;53344302;43543054;32827657;31487855;43424275;39876464;43914176;47041315;62674647;55399719;54864878;52123094
RENISHAW;GB0007323586;152006;154486;155081;164493;171785;214099;266832;291688;356930;364994;300499;227443;383840;484967;565177;549817;624475;674657;599699;816627;823181;698394;689530;862254;852755;849803;871483
RICARDO DEAD - DELIST.13/10/25;GB0007370074;135578;153155;177864;199934;227344;270776;267561;307255;343682;360066;281965;260614;278459;314017;323549;394091;368081;423716;428093;519339;504735;506485;441291;505451;505202;578068;437842
LIONTRUST ASSET MAN.;GB0007388407;N/A;N/A;18418;20973;29412;46795;51130;48288;52698;60676;60339;44466;17742;19124;25926;42190;46021;57039;60691;90310;127710;135798;185045;290970;304194;292531;224068
RPS GROUP DEAD - DELIST.24/01/23;GB0007594764;43247;51933;84301;105705;171824;226561;320256;387498;584305;713978;666272;708878;747680;836392;753902;803732;759256;727432;669580;794220;751743;724201;623231;645853;627045;645533;632936
CLOSE BROTHERS GROUP;GB0007668071;391547;411144;733397;430447;812145;900279;1098754;1189826;1502853;1611119;1084951;987523;1067697;1083477;1134233;1301334;1225133;1236940;1140286;1356610;1299873;1358349;1546153;1551486;1488679;1885461;1711904
ST.JAMES'S PLACE ORD;GB0007669376;1467738;1706229;2575131;1994801;1714275;1886173;2937493;1663804;3155737;2792136;1130977;1186656;3672912;1252587;3140712;5379760;4565077;4711037;4885473;4856959;496094;7648552;4555326;8718004;-2584409;7615891;12839407
KIN AND CARTA DEAD - DELIST.29/04/24;GB0007689002;606474;725343;694975;715314;735342;769682;777045;736132;779712;864273;532467;584285;468306;497086;509208;522910;507812;510681;472415;243876;190045;181222;161192;219667;250148;243039;238296
SSE;GB0007908733;1703116;4505676;4476298;5069141;6594663;7652197;11055649;15299956;20987267;25820418;26620022;38770496;39114153;46625423;49338998;49770944;44243105;47534377;32849619;42314353;26009627;9156296;8946838;10246700;13148396;14748266;12566872
SENIOR;GB0007958233;838802;746134;742256;640146;653549;645581;614224;602335;763542;926643;796471;862486;917783;1013555;1121008;1265893;1234154;1220986;1149184;1445449;1416793;1445409;999787;893559;1043108;1219550;1212630
SERCO GROUP;GB0007973794;945280;1072307;1133861;1291733;1798657;2408915;2603556;4020846;5015874;5533284;4423500;6339693;7004710;7350369;7735271;7003324;5946735;4566301;3773384;4171663;3714221;4227304;5294400;6002191;5574553;6169012;5941279
BP;GB0007980591;67736916;83028659;143780932;171087817;194106064;257109414;292130039;244727544;281714489;278832714;277656303;244933367;311780262;369183527;371267644;395238423;322999128;210086075;170584925;260576023;293996662;283228888;190191966;155701019;240721621;213333520;183773298
SIG;GB0008025412;1309854;1349367;1368674;1466423;1893223;2307510;2635257;2916206;3660892;4833429;4324507;4381095;4319358;4442746;4107109;4217575;3913718;3688686;3433516;3924351;3513112;2712924;2552209;3108399;3374363;3494989;3241374
MORGAN SINDALL GROUP;GB0008085614;694877;831986;961725;1285336;1702123;2069236;2298009;2306713;2946386;4162907;3608618;3534738;3402871;3522368;3223056;3421390;3337689;3427529;3210196;3944408;3890583;3996835;4134887;4358324;4441200;5211979;5642062
SMITH (DS) DEAD - DELIST.04/02/25;GB0008220112;1831175;1825238;1788375;1977977;2408639;2696923;2909788;2928780;3345491;3622906;3013106;3228612;3605078;3118971;4104118;6660515;5901627;5464614;5601802;7378374;7761527;8180284;7828210;8748391;10054850;9410851;8290214
ROBERT WALTERS;GB0008475088;N/A;N/A;318383;358459;426718;285291;354766;417241;540251;629564;477700;479776;686763;835450;893927;976194;1021852;1168115;1251364;1646541;1614590;1582571;1278898;1316803;1351958;1346885;1107141
