NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
INFINEON TECHNOLOGIES;DE0006231004;N/A;N/A;120,67;62,25;19,98;43,7;27,2;26,95;41,96;31,97;2,5;19,74;35,65;31,89;31,41;34,53;38,57;44,86;67,77;101,26;82,07;79,79;154,04;157,26;149,94;140,39;125,1
MLP;DE0006569908;2745,37;5065,93;6888,2;3152,18;523,26;1260,3;992,08;1383,23;1265,55;932,5;725,85;667,25;719,81;482,43;668,86;624,76;339,9;289,5;495,47;645,21;477,18;623,71;779,28;1001,94;646,71;707,1;889,11
MERCK KGAA;DE0006599905;132,65;111,1;157,13;119,81;118,01;174,19;288,49;455,01;517,43;571,27;387,6;429,12;424,87;530,32;715,62;803,49;1037,71;913,18;1175,19;1148,32;1148,13;1429,33;1916,23;2530,6;2295,55;1840,07;1753,65
GEA GROUP;DE0006602006;106,63;139,32;94,24;72,13;49;121,01;94,41;112,03;181,45;242,18;87,06;172,23;233,28;275,18;313,28;398,45;405,4;370,44;379,72;455,77;267,53;297,5;364,9;513,17;499,09;443,83;591,34
PUMA;DE0006969603;50,97;47,64;40,02;98,15;212,63;600,91;759,43;1010,95;1191,39;1161,67;581,99;999,18;1036,88;1079,49;1076,4;952,82;631,11;680;1050,55;1387,52;1930,57;2790,88;3512,63;3806,55;2596,72;1507,72;1126,81
RHEINMETALL;DE0007030009;883,7;401,46;397,91;680,31;574,34;1346;2195,28;3139,28;3615,75;3204,99;1423,49;3074,83;4015,39;2734,75;2824,18;3362,89;2372,72;3846,7;4091,67;7839,23;5935,86;6329,39;6407,03;6431,49;15478,01;22722,56;51059,35
RWE;DE0007037129;2189,27;1482,81;1916,57;1860,47;1375,38;2169,87;3270,35;4651,51;6178,83;7352,94;4828,61;6259;5338,75;3165,06;3135,86;3265,61;2622,25;1275,68;1261,2;1863,17;2564,47;3729,54;4777,28;4755,2;5166,77;4271,51;3697,22
RHOEN-KLINIKUM;DE0007042301;578,29;849,82;1170,16;989,39;648,32;954,32;1329,34;1759,35;2136,71;2301,82;1760,08;2253,84;2141,24;1939,67;2033,68;2888,63;2551,77;2961,13;2855,39;4077,58;2772,52;1884,05;1881,5;1856,83;1698,41;1145,1;1592,36
MERCEDES-BENZ GROUP N;DE0007100000;151,54;97,79;71,77;65,68;52,1;83,56;84,85;108,44;124,47;161,77;57,23;101,48;156,14;129,05;140,06;201,5;233,74;179,03;204,54;256,94;185,15;150,53;239,17;320,43;347,03;330,96;300,68
SAP;DE0007164600;6047,68;10742,6;8050,04;7663,48;5132,05;9005,45;8649,47;11394,76;10419,08;10897,75;8166,88;11110,12;14156,26;15006,69;20751,31;18877,29;16992,02;20219,97;24424,65;29301,48;28269,42;36548,63;36174,72;36143,71;35802,4;52420,91;82108,74
SIEMENS;DE0007236101;1257,86;2466,27;2507,5;1628,93;1122,46;2326,8;2314,35;2652,96;3312,34;4114,04;1765,02;3007,22;4343,3;3418,02;3978,85;4790,47;4274,74;3862,57;5497,12;6302,84;5021,17;5635,48;8420,92;8580,89;8673,55;10284,76;12210,11
CECONOMY;DE0007257503;290,58;143,25;182,32;124,31;78,26;176,02;220,01;217,32;303,71;359,67;161;263,58;354,61;197,21;165,57;226,57;174,34;157,25;204,2;267,46;89,95;98,16;126,33;87,62;52,67;49,09;60,84
SUEDZUCKER;DE0007297004;1016,21;727,31;837,73;1121,86;1446,19;1632,54;1864,9;2379,61;2120,7;2145,77;1649,79;2503,68;3006,22;3316,97;4990,42;3083,97;1569,57;1933,98;3315,68;2496,8;2217,32;2338,27;2004,51;1993,07;2331,7;2112,58;1730,38
HEIDELB.DRUCKMASCHINEN;DE0007314007;203,92;211,62;249,89;175,69;87,09;173,23;148,58;187,87;188,86;129,42;17,95;36,09;37,78;17,15;17,12;30,41;18,74;15,46;21,37;27,28;15,6;7,62;10,87;24,44;17,06;9,34;9,55
THYSSENKRUPP;DE0007500001;1330,59;2162,18;1525,9;1237,34;994,58;1925,78;2114,47;2567,33;4993,09;5636,77;2397,41;4023,91;5060,94;3656,03;3113,56;3200,44;3213,99;1839,7;3194,43;3903,74;2341,12;1523,15;1540,22;1345,69;1052,53;827,8;652,21
WASHTEC;DE0007507501;104,56;91,06;58,74;28,67;14,41;21,03;51,84;199,74;229,36;153,31;88,29;127,71;146,57;122,57;150,38;193,23;232,98;447,99;959;1402,06;1170,11;960,56;1032,51;997,45;709,72;692;840,53
VOLKSWAGEN PREF.;DE0007664039;274,5;167,64;186,43;202,78;204,26;243,02;264,54;336,74;585,93;1115,96;384,92;732,65;1423,71;1634;2351,91;2339,19;2192,87;1109,02;1535,49;2142,86;1740,93;1901,66;2127,44;2330,55;1974,27;1891,8;1528,53
DEUTSCHE LUFTHANSA;DE0008232125;1294,38;1171,09;1471,3;927,7;598,67;1184,48;972,23;1120,71;2087,43;1791,05;979,23;1478,74;1870,44;1325,36;1903,47;2175,82;1602,77;1436,84;1335,03;3566,29;2698,14;1721,43;1459,42;1215,35;1669,69;1325,72;1043,32
HANNOVER RUECK;DE0008402215;313,94;209,41;284,82;190,48;242,82;335,58;382,58;388,54;460,57;496,46;352,1;551,7;715,69;700,22;1120,39;1136,97;1364,58;1614,84;1858,51;2372;2631,89;3688,09;3086,18;4113,51;4066,19;5147,79;5807,94
ALLIANZ;DE0008404005;6637,03;5959,95;6195,77;4061,62;1455,74;2783,3;2584,29;3381,19;4475,59;4108,75;1944,51;2847,59;3829,47;3130,85;4183,99;4928,57;5275,09;5138,56;5866,1;8968,52;8004,7;9425,63;9680,76;11177,97;11100,68;12844,97;16383,34
MUNCH. RVRS.GESELL. MUNCH.N;DE0008430026;10841,99;11755,85;14143,04;10321,64;4201;5578,04;5450,71;6486,38;8023,78;9318,97;7084,26;8724,5;9726,72;8642,35;12517,02;14532,16;15070,93;14287,94;15239,05;19806,37;19854,82;27462,39;26571,21;31512;37305,41;45785,91;60414,46
NORDEX;DE000A0D6554;N/A;N/A;N/A;70,32;25,76;13,96;7,97;12,05;25,59;45,7;12,72;15,18;8,45;7,45;5,95;14,27;22,12;34,25;23,77;13,27;12,52;14,41;32,85;18,77;19,56;12,79;14,24
MTU AERO ENGINES HLDG.;DE000A0D9PT0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;159,44;265,83;268,15;141,77;278,79;377,37;391,49;557,03;513,24;547,1;540;743,03;1066,57;1361,53;1950,37;1545,52;1411,31;1655,98;1501,34;2290,05
HAMB.HAFEN UD.LOGISTIK;DE000A0S8488;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;144,31;48,5;75,84;92,97;68,98;52,88;54,89;48,02;31,82;49,15;67,63;56,56;65,4;61,56;60,77;42,4;56,93;61,36
AIXTRON;DE000A0WMPJ6;973,26;2160,73;2244,91;942,47;207,03;397,55;241,72;165,62;255,86;612,19;235,52;1590,09;2139,53;750,81;715,48;774,26;381,82;180,32;191,45;783,93;523,03;558,14;1030,8;1082,48;1635,83;1954,61;735,06
ADIDAS;DE000A1EWWW0;219,18;147,37;178,14;184,62;224,63;317,8;420,09;588,48;552,01;739,59;405,32;616,18;761,53;919,4;1192,6;1381,16;896,06;1329,72;2105,86;2999,21;3107,03;4346,15;4605,24;3884,18;2442,28;2691,85;3731,1
SOFTWARE N DEAD - DELIST.26/08/24;DE000A2GS401;N/A;204,15;204,32;96,09;32,42;75,58;114,48;191,82;276,84;282,8;230,1;449,46;619,46;403,26;476,98;458,24;331,95;430,24;476,39;722,23;483,77;453,31;590,73;564,71;348,9;618,9;0
BASF;DE000BASF111;1497,49;1775,33;1893,2;1701,6;1676,79;2607,65;3360,25;3909,34;5068,73;6961,33;3182,9;6987,61;9911,96;10165,5;13808,97;14456,81;13032,7;9402,81;14804,52;17811,78;12110,13;11511,39;14367,15;14732,26;12025,58;10635,38;10879,17
BAYER;DE000BAY0017;1863,54;2063,16;2627,87;1753,53;973,44;1802,23;2059,2;2706,53;3982,26;5601,37;3821,89;5125,48;5667,57;5517,96;7972,37;10713,12;12156,02;9220,35;9694,23;11342,8;7113,54;7909,24;6315,66;6402,48;6785,62;3544,87;2474,01
COMMERZBANK;DE000CBK1001;921,85;1035,47;966,87;563,29;244,33;694,64;769,86;1213,46;1539,54;1161,64;167,01;323,23;305,43;121,09;106,95;106,07;78,81;50,4;58,22;108,16;48,07;39,33;45,68;62,33;75,85;80,93;136,66
MCKESSON EUROPE DEAD - DELIST.15/06/23;DE000CLS1001;1777,21;1035,66;1086,81;1317,18;1351,56;1774,29;2753,48;3413,37;4188,26;4306,49;1618,45;2306,97;2037,06;1603,88;1531,15;2843,57;2568,85;2510,22;2579,7;3221,69;2951,18;2959,65;3322,31;2883,9;2518,78;0;N/A
E ON N;DE000ENAG999;2402,15;1733,71;2367,98;2270,98;2064,94;3108,21;4474,67;5799,59;7842,69;10630,17;5599,98;7113,31;6766,06;4718,35;3970,37;4401,08;3999,15;2662,07;2439,68;3377,76;3755,14;4071,52;3963,91;5444,54;4498,09;5665,39;5242,6
K S N;DE000KSAG888;569,16;599,79;741,2;941,1;867,47;1558,95;2798,78;3845,6;6277,67;15294,16;11366,92;15584,36;20591,45;13848,76;12793,4;8862,58;9333,84;6135,83;8088,69;8811,81;6473,06;3261,55;3704,04;6625,33;7919,5;4877,65;5197,07
PROSIEBENSAT 1 MEDIA;DE000PSM7770;103,45;172,71;292,23;36,36;59,41;188,47;171,58;226,78;327,69;210,33;24,25;172,7;386,86;308,56;477,56;699,73;758,03;867,45;777,36;713,82;370,04;294,59;399,18;354,11;266,38;167,32;144,17
TUI N;DE000TUAG505;4316,17;4040,54;3607,51;2697,82;1218,81;2319,7;2482,09;2443,15;2530,57;2680,7;1005,77;1228;1766,6;969,93;1349,68;2077,6;2186,48;2144,5;1941,89;3041,31;2202,1;1612,55;1224,4;1060,92;675,01;386,03;478,51
CARLSBERG B;DK0010181759;350,24;227,23;396,55;309,75;298,44;330,72;390,65;476,73;864,72;910,3;327,35;793,13;1090,79;832,51;1201,16;1092,57;842,49;962,95;1050,69;1501,01;1396,31;1772,39;1897,88;2151,75;1940,54;1771,65;1465,45
FLSMIDTH AND B;DK0010234467;123,2;141,89;100,53;64,13;52,9;78,86;133,28;229,41;557,71;708,44;211,5;532,16;695,15;632,43;539,38;455,99;374,2;301,72;436,59;538,31;434,16;334,98;352,3;337,46;467,74;429,24;517,32
A P MOLLER MAERSK B;DK0010244508;437,53;665,99;597,1;446,13;452,31;1102,84;1155,34;1434,93;1450,55;1419,93;687,07;1201,46;1469,55;1158,13;1274,35;1765,9;1658,12;1133,39;1584,23;1697,23;1320,42;1364,08;2542,43;4359,51;3193,61;3238,8;2927,42
GN STORE NORD;DK0010272632;1320,29;1915,38;3450,25;1007,75;514,68;1335,2;2014,54;2740,4;2801,54;1061,99;400,15;1188,75;1825,81;2001,06;3188,79;4602,71;4327,51;3578,48;4498,61;6452,03;8485,76;9926,52;16052,76;12306,55;5544,26;4771,97;3960,23
DANSKE BANK;DK0010274414;1028,55;785,12;1470,87;1333,61;1488,04;2210,98;2919,99;3713,57;4957;4092,28;1155,81;2912,17;3193,84;1917,38;2477,41;2816,61;3348,84;3608,6;4753,06;5833,05;2894,77;2618,8;2713,59;3151,16;3295,45;4960,42;5533,68
NKT;DK0010287663;194,43;143,29;663,49;228,99;225,87;465,76;714,76;1231,37;2310,62;1989,27;526,5;1591,65;1569,64;1057,47;971,27;1626,57;1447,96;1572,02;2272,6;2489,84;1084,26;1317,31;2826,75;2996,58;4396,55;5124,49;4860,43
JYSKE BANK;DK0010307958;633,4;659,38;799,31;738,82;1061,53;2163,43;2717,52;3841,05;5862,24;4868;1632,87;3283,96;3668,81;2545,86;2692,53;4099,68;3674,79;3403,78;4326,43;4942,41;3380,39;3347,17;3327,17;5418,17;6403,67;6922,31;6454,93
AL SYDBANK;DK0010311471;142,51;119,31;147,88;191,91;276,74;579,12;792,25;1028,81;2094,13;1477,24;545,09;1148,57;1209,4;772,78;832,89;1063,52;1182,12;1213,97;1566,55;1965,87;1172,12;1165,39;1127,34;2128,32;2657,19;2869,03;3568,49
DSV;DK0060079531;209,73;255,11;364,24;290,85;251,53;540,89;922,84;1778,73;2202,23;2519,21;1210,89;2277,02;2755,32;2682,5;3394,85;4179,22;4141,12;5107,08;6504,8;10605,95;11045,16;14881,68;21981,88;28945,26;25177,1;24553,11;26770
NOVOZYMES B;DK0060336014;N/A;N/A;14,5;12,8;12,93;27,21;33,61;41,8;62,39;58,2;57,34;75,88;105,31;109,13;130,67;169,23;180,44;167,7;160,06;217,59;175,49;215,59;256,13;287,55;229,16;237,67;255,69
COLOPLAST B;DK0060448595;273,93;206,04;227,79;312,62;334,17;462,85;542,98;713,65;902,35;867,35;638,18;1213,03;1593,12;1721,89;3029,72;4350,1;4721,51;4830,98;4643,68;5434,88;6219,62;8698,61;11506,48;10495,08;9200,52;8516,54;8672,96
TOPDANMARK DEAD - DELIST.21/10/24;DK0060477503;25,99;22,07;39,71;31,21;36,85;71,06;92,3;131,22;228,84;190,73;150,8;160,08;185,19;203,37;282,62;330,23;430,69;311,7;335,14;594,33;655,41;659,44;682,69;907,77;944,56;838,06;0
TRYG;DK0060636678;N/A;N/A;N/A;N/A;N/A;N/A;N/A;23,12;37,76;35,75;30,63;32,9;29,92;30,5;45,38;56,71;74,66;61,69;66,91;92,36;106,32;128,63;141,01;140,11;140,83;135,74;135,53
DEMANT;DK0060738599;63,54;104,93;248,58;118,9;89,68;163,97;239,76;289,16;416,45;325,62;158,23;380,79;394,48;419,84;435,83;446,25;368,24;430,26;458,4;743,02;774,75;800,34;910,24;1128,56;759,03;1124,09;947,85
VESTAS WINDSYSTEMS;DK0061539921;20,39;81,02;184,77;75,6;27,68;61,78;46,88;76,65;179,32;383,93;181,33;207,6;133,2;44,87;24,5;125,62;153,92;247,65;291,94;274,19;346,65;417,2;931,75;566,72;646,8;600,9;289,36
H LUNDBECK A;DK0061804697;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;11,04;13,78;16,35
ATRESMEDIA CORPN.DE MEDIOS DE CMNI.;ES0109427734;N/A;N/A;N/A;N/A;N/A;183,45;275,26;425,95;348,77;240,89;82,43;198,91;210,38;146,78;126,09;411,09;322,86;221,05;271,08;268,56;137,41;101,49;120,41;124,62;132,58;151,25;188,03
EBRO FOODS;ES0112501012;195,43;110,42;120,51;109,15;114,51;183,05;235,41;270,64;384,56;299,95;207,41;361,8;403,45;389,39;415,23;461,09;372,33;429,41;469,1;582,6;485,96;505,16;597,78;536,79;519,84;488,12;522,41
BBV.ARGENTARIA;ES0113211835;963,72;849,03;1030,43;787,47;616,8;947,56;1265,24;1526,08;1981,57;1745,23;789,67;1398,58;1235,47;947,06;1087,02;1310,4;1025,37;753,4;868,28;1233,79;832,07;750,32;727,92;1021,99;1226,78;1689,76;2042,01
BANKINTER 'R';ES0113679I37;301,22;528,79;342,64;236,63;213,81;375,14;491,78;554,65;794,94;783,07;426,7;521,59;400,49;426,26;334,09;738,11;707,97;702,48;869;1247,25;869,57;759,62;678,01;1028,98;1284,71;1157,79;1695,25
BANCO DE SABADELL;ES0113860A34;N/A;N/A;N/A;79,75;78,77;140,09;165,65;191,8;321,17;267,01;146,14;166,69;148,79;128,3;102,36;128,07;113,31;86,03;80,81;121,98;57,93;51,66;27,13;49,1;79,05;81,42;155,44
BANCO SANTANDER;ES0113900J37;544,82;584,6;650,39;495,04;400,4;755,11;810,92;988,47;1350,47;1339,32;643,49;1347,22;1216,31;865,99;973,39;1101;959,81;588,7;890,16;1189,3;793,95;692,76;559,99;671,87;727,31;838,45;1034,17
NATURGY ENERGY GROUP;ES0116870314;3970,93;2149,38;2108,85;2083,66;2363,08;2890,26;3699,7;3779,43;5292,98;7479,89;3248,81;3492,35;3099,26;3270,52;4220,17;5344,47;5255,62;4524,11;4759,89;5938,95;7399,35;7277,05;7661,56;10102,4;9330,99;8949,19;8844,17
CORPORACION FINCA.ALBA DEAD - DELIST.08/05/25;ES0117160111;226,35;278,46;212,07;195,66;185,79;270,12;356,74;463,41;656,74;574,28;330,1;507,14;592,32;460,56;544,74;647,74;563,75;457,21;566,44;777,85;615,04;639,53;614,83;789,01;660,87;714,81;1169,49
INDRA SISTEMAS;ES0118594417;121,11;157;151,74;129,41;107,3;210,22;275,5;311,18;410,88;450;357,49;403,63;373,18;270,22;278,71;383,06;230,79;212,45;251,9;332,65;229,98;260,11;201,37;234,55;286,9;401,31;430,93
FOMENTO CONSTR.Y CNTR.;ES0122060314;325,08;144,06;184,13;197,78;223,56;360,61;503,41;664,86;1117,43;739,19;296,19;475,24;403,02;332,61;177,04;370,51;239,32;138,35;172,37;231,08;295,26;255,88;244,62;272,99;219,58;319,31;328,32
MAPFRE;ES0124244E34;147,42;96,27;155,86;132,56;177,12;317,72;332;405,69;592,64;491,71;358,12;553,67;501,38;509,07;493,31;664,7;569,13;372,41;569,25;686,76;569,21;541,72;423,06;523,87;514,15;593,12;781,62
ACCIONA;ES0125220311;1121,96;752,36;636,66;629,06;803,63;1162,81;1721,75;2490,44;3953;5254,2;2260,34;2605,12;2045,68;1878,53;1680,56;1636,17;1753,25;1932,42;2061,08;2362,83;2656,55;3199,94;4429,47;5136,17;6214,43;3959,06;3556,56
ENDESA;ES0130670112;1734,51;1209,55;1195,2;998,18;865,78;1403,3;1785,62;2400,22;4389,89;4257,64;2872,33;3978,35;3909,29;2690,09;3323,39;4344,52;5715,65;5790,51;6552,31;7277,68;8819,25;10168,19;10151,56;9363,7;8774,02;9238,44;11030,32
ENAGAS;ES0130960018;N/A;N/A;N/A;N/A;110,61;186,81;294,35;333,21;413,24;505,57;329,74;436,75;462,83;438,21;558,88;671,44;792,09;776,43;678,53;781,3;883,23;859;750,46;808,96;733,18;692,27;594,18
ACERINOX 'R';ES0132105018;670,71;899,24;804,44;828,68;915,55;1138,85;1659,36;1736,76;2912,14;2724,06;1482,45;2316,44;2146,86;1872,23;1460,06;1803,84;2107,09;1284,23;2247,85;2279,72;1813,1;1710,08;2085,71;2475,84;2202,94;2229,25;2263,64
FAES FARMA;ES0134950F36;267,17;196,1;304,59;296,22;349,25;579,7;743,87;946,38;2052,71;1213,13;510,09;721,92;642;303,99;521,01;644,59;418,79;608,54;819,3;808,96;895,21;1307,12;1123,71;1033,44;1026,39;940,91;1078,28
OBRASCON HUARTE LAIN;ES0142090317;1377,48;546,81;579,72;609,84;561,36;984,21;1240,6;2281,5;4911,85;4375,97;1524,76;3692,57;4864,12;4197,69;4878,57;6682,59;3796,56;1375,19;953,26;1711,6;268,67;362,67;213,89;347,69;208,63;146;144,65
IBERDROLA;ES0144580Y14;804;554,21;666,94;599,54;767,17;1045,77;1396,31;1660,69;2529,3;3706,38;1901,12;2274,65;2452,77;1798,9;1702,88;2108,14;2487,38;2644,31;2499,76;3299,71;3580,31;4972,86;6383,92;5626,64;6030,32;6402,27;7863,71
INDUSTRIA DE DISENO TEXTIL;ES0148396007;N/A;N/A;N/A;134,67;165,11;131,6;198,58;245,76;406,51;380,87;285,73;497,18;599,04;727,84;1137,41;1218,88;1247,54;1388,09;1431,02;1516,02;1269,23;1565,6;1412,16;1427,2;1571,55;2185,9;2796,59
MEDIASET ESPANA COMUNICACION;ES0152503035;N/A;N/A;N/A;N/A;N/A;N/A;211,62;267,12;281,56;243,34;101,81;199,05;194,55;95,26;114,21;193,2;190,63;159,45;208,14;195,18;132,47;105,4;99,58;90,09;70,43;N/A;N/A
MINOR HOTELS EUROPE & AMERICAS;ES0161560018;213,67;179,23;227,5;169,13;154,92;210,64;247,29;292,91;413,13;277,98;80,02;120,52;143,36;80,38;91,44;143,13;114,24;91,53;102,89;177,06;117,75;137,55;96,77;89,91;98,75;112,63;160,87
ACS ACTIV.CONSTR.Y SERV.;ES0167050915;246,33;113,95;166,32;170,38;227,84;351,09;536,55;751,43;1202,94;1199,31;938,8;1191,76;1320,96;873,47;704,59;1100,32;1145,59;835;1110,04;1451,82;1604,05;1309,83;1418,7;1200,34;1564,57;2178,82;2842,32
PROMOTORA DE INFORMACIONES;ES0171743901;N/A;N/A;84,54;43,94;33,72;80,61;98,9;94,24;94,2;79,22;12,8;29,27;14,16;5,46;1,98;2,75;1,34;0,96;0,97;0,65;0,6;N/A;N/A;N/A;N/A;N/A;N/A
GRIFOLS ORD CL A;ES0171996087;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;317,1;481,08;342,72;313,81;318,43;431,13;784;1183,51;975,62;975,69;1032,68;1494,14;1289,63;1668,67;1407,63;892,91;730,65;557,72;423,11
REDEIA CORPORACION;ES0173093024;N/A;71,84;131,6;122,61;155,47;242;361,34;481,65;647,81;941,69;665,24;892,78;944,73;856,57;1058,39;1425,6;1755,46;1786,2;1609,72;1981,53;2212,86;2019,46;2022,29;2289,31;2119,1;2018,02;2174,49
REPSOL YPF;ES0173516115;684,31;740,9;663,07;482,3;581,76;833,25;1077,12;1151,39;1439;1466,77;835,29;1198,84;1680,83;1480,29;1287,34;1403,24;1218,55;684,62;1132,71;1505,5;1492,29;1235,27;976,76;1329,36;1719,24;1653,29;1401,22
TELEFONICA;ES0178430E18;1295,79;2344,7;1637,55;1095,56;935,8;1591,05;1902,12;1680,37;2535,37;3496,43;2207,16;3182,34;3579,87;2663,41;2305,48;2492,05;2547,18;1876,93;1934,41;2066,02;1858,7;1523,36;1075,35;1264,58;1121,28;1232,92;1337,9
SACYR;ES0182870214;219,44;98,96;122,84;116,06;175,98;302,66;329,88;573,36;1383,09;729,73;199,15;273,57;262,66;129,07;62,26;144,89;110,89;47,29;80,52;102,86;80,99;100,07;83,08;98,04;126,72;140,58;144,42
ZARDOYA OTIS DEAD - DELIST.09/05/22;ES0184933812;1164,53;720,82;967,78;1112,81;1769,32;2889,53;4424,16;4862;6909,79;5973,48;4694,05;5683,38;5211,49;5082,58;5625,13;6881,52;5093,07;4743,93;4357,77;5990,74;4444,03;4314,87;4021,46;4860,38;0;N/A;N/A
KESKO B;FI0009000202;294,8;254,93;257,86;243,39;365,39;547,78;992,62;1179;2246,83;2203,51;1082,54;1604,96;2403,4;1681,7;1797,65;2067,21;2158,97;2409,02;3071,85;3975,23;4175,64;5100,53;8165,6;10422,24;7761,67;6861,01;7183,69
TIETOEVRY;FI0009000277;2946,54;4107,13;2177,99;1713,88;1104,72;2242,75;2433,7;3119,6;2278,88;1718,26;992,19;2306,64;2177,79;1607,2;2565,38;2637,33;3094,03;3515,25;3920,12;5215,15;4412,22;5374,39;5654,5;5329,71;5942,79;4662,26;4055,6
HUHTAMAKI;FI0009000459;299,54;281,24;231,28;301,22;356,45;473,74;636,08;752,14;769,15;542,68;343,69;687,69;770,25;701,76;1059,22;1483,71;1704,78;2234,63;2327,26;2703,24;2227,69;3106,09;3541,15;2874,06;2807;3045,25;2873,47
NOKIA;FI0009000681;7895,59;21951,75;15843,81;11309,5;7107,34;10330,09;7919,99;9541,68;11691,58;20226,23;6782,07;8295,71;6857,89;3251,04;2814,74;4757,07;5710,1;4847,29;3891,18;4559,48;5358,01;3464,43;3973,69;5271,59;4400,17;3320,5;4509,58
UPONOR DEAD - DELIST.30/04/24;FI0009002158;170,73;191,49;210,52;202,9;260,55;433,35;606,38;805,64;1349,56;945,56;408,73;884,65;832,77;537,23;758,97;866,32;822,75;842,85;1064,2;1252,4;718,58;899,79;1599,35;1592,56;1403,16;2318,27;0
OUTOKUMPU 'A';FI0009002422;200,88;275,88;195,45;259,82;247,68;370,49;531,41;549,64;1138,2;1118,13;364,09;678,98;701,22;299,62;156,15;81,71;89,74;40,2;159,75;136,4;75,54;63,02;84,98;121,5;106,27;86,21;67,15
WARTSILA;FI0009003727;254,95;310,01;327,11;366,92;331,77;552,15;1144,88;1681,97;3159,87;3670,74;1568,48;3217,91;5457;5128,05;7447,53;8511,84;7422,43;7147,44;8652,48;12467,21;8777,15;7019,96;5684,81;7507,67;6477,8;9520,46;11896,28
NOKIAN RENKAAT;FI0009005318;628,27;677,39;312,18;438,31;687,89;1661,63;2820,6;3174,68;4284,4;7482,32;2062,53;5603,74;8487,12;8936,13;10835,46;10875,32;6795,42;9568,77;11657,61;14616,99;10940,9;9200,07;13524,38;12573,58;4923,98;3753,9;3654,73
KONECRANES;FI0009005870;255,17;261,78;241,24;220,94;198,68;309,13;418,21;505,73;1271,56;1238,68;619,34;1317,63;1894,5;1324,27;1717,12;1776,58;1663,01;1249,28;2297;3013,47;2194,08;1951,43;2634,57;2866,8;2400,62;3603,94;4683,36
STORA ENSO R;FI0009005961;301,29;530,51;412,95;513,91;394,68;539,16;646,27;642,61;816,89;699,23;312,44;350,28;673,61;439,7;448,57;600,74;646,36;580,19;853,25;1305,61;1027,04;1052,92;1513,07;1741,4;1346,49;1132,97;1024,08
UPM-KYMMENE;FI0009005987;473,81;621,45;609,84;699,53;605,07;817,16;1013,47;1002,86;1335,79;994,2;519,3;680,35;1285,72;908,33;875,73;1156,74;1376,69;1436,21;2144,5;3115,7;2785,71;3099,17;3756,98;4040,59;4198,67;3800,09;3577,41
FORTUM;FI0009007132;95,87;79,15;72,13;94,51;133,97;213,94;411,55;718,37;902,64;1423,63;717,32;1049,06;1294,52;1055,26;898,92;1058,94;1131,24;864,62;959,68;1501,74;1659,09;1836,95;2061,83;2398,49;1432,21;1323,13;1580,64
SANOMA;FI0009007694;1627,1;1280,38;1150,38;989,17;962,57;2276,61;2915,48;3021,39;3624,28;3386,3;1603,36;3470,5;3830,92;2565,18;1879,2;1568,92;1276,9;904,28;2060,07;2908,88;2244,05;2835,58;4989,86;4020,73;3075,54;2117,8;2655,61
ELISA;FI0009007884;N/A;177,87;81,97;51,61;32,54;67,11;84,07;103,24;162,19;174,29;106,07;167,16;182,57;184,41;222,78;260,27;292,56;427,11;405,11;562,82;545,32;832,1;846,61;874,95;901,2;729,7;722,29
NESTE;FI0009013296;N/A;N/A;N/A;N/A;N/A;N/A;N/A;192,37;195,63;213,44;96,55;123,72;147,83;91,27;134,18;153,02;239,81;279,91;324,2;658,18;911,33;1195,72;2202,75;1422,25;1510,87;1143,98;434,49
KONE B;FI0009013403;400,65;519,08;675,24;795,69;1073,33;2031,82;2827,68;4696,39;7077,7;8456,23;5068,08;10846,08;14624,58;15478,95;24987,92;25536,65;28606,91;28240,8;29819,27;40964,29;35954,99;48885,29;61755,91;52110,64;48007,01;43846,24;46716,37
YIT;FI0009800643;120,56;168,07;205,86;210,72;346,65;755,05;1058,75;2070,52;2371,83;1975,06;571,72;2382,9;2658,48;2305,93;2596,41;1926,31;966,63;851,85;1410,16;1519,03;1251,56;1413,38;1277,87;1108,68;705,19;533,87;649,75
NELES DEAD - DELIST.01/04/22;FI4000440664;348,88;551,1;395,17;458,76;409,27;562,99;759,48;1527,94;2532,67;2418,57;543,49;2048,33;3148,39;2839,09;3050,37;2724,78;2813,72;1949,81;3254,78;3663,6;3328,85;4153,8;5800,54;6446,95;0;N/A;N/A
ICADE REIT;FR0000035081;392,18;342,19;386,85;473,64;608,22;799,05;932,54;1745,49;2530,53;2496,73;1526,97;2178,45;2619,78;2090,89;2348,99;2450,35;2592,24;2171,8;2315,34;3654,17;3056,61;4327,53;2957,49;3068,71;2349,36;1712,79;1474,69
SECHE ENVIRONNEMENT;FR0000039109;112,53;274,09;384,89;253,92;146,63;156,14;283,49;445,12;694,26;648,85;212,68;327,38;376,2;167,65;190,33;214,75;120,44;139,47;170,84;208,17;184,27;256,7;315,52;447,88;673,27;774,45;533,02
