NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
NEXANS;FR0000044448;N/A;N/A;N/A;58,72;67,16;146,66;178,24;259,98;544,41;472,27;232,37;384,72;374,9;293,61;259,42;248,37;177,12;200,4;323,61;329,48;169,04;285,1;442,66;525,59;643,06;538,64;582,63
CREDIT AGRICOLE;FR0000045072;N/A;N/A;N/A;96,07;96,05;163,81;209,19;252,03;325,66;240,2;102,34;151,77;149,77;68,61;105,65;134,34;127,63;102,15;151,59;225,2;143,38;183,8;158,72;219,63;193,28;246,02;276
MAUREL ET PROM;FR0000051070;77,71;61,77;44,69;77,34;103,98;262,81;1018,94;1081,18;1029,33;948,42;533,59;1046,34;1188,06;1292,84;1453;1247,91;674,39;213,87;358,17;365,06;305,68;221,37;164,22;232,42;321,88;493,41;589,16
HERMES INTL.;FR0000052292;562,58;952,31;990,55;1075,54;1002,21;1382,81;1448,38;1934,13;2738,61;2399,73;2339,42;3279,96;4945,3;8534,28;8311,11;8008;8366,08;8704,5;11374,37;14503,88;16118,41;20249,63;28909,32;41610,8;52307,78;60439,44;78464,09
M6-METROPOLE TV;FR0000053225;443,31;1422,79;837,36;620,62;578,08;905,18;806,96;952,8;1065,61;783,35;527,08;994,74;1027,08;749,47;810,1;1156,36;1079,03;949,74;1247,37;1792,66;1104,96;1223,53;1284,16;1555,59;1371,61;1274,44;1278,45
UBISOFT ENTERTAINMENT CAT A;FR0000054470;270,94;521,17;479,77;323,52;143,32;256,76;461,55;452,75;885,61;1969,6;616,49;635,88;543,66;350,05;431,37;593,18;868,79;1188,36;1469,78;3660,44;3821,9;3329,13;4357,23;2529,76;976,32;946,65;491,76
TF1 (TV.FSE.1);FR0000054900;809,69;2597,04;2102,66;1025,54;1103,03;1693,25;1607,22;1579,98;1720,43;1361,89;596,13;1100,56;1277,41;739,5;860,23;1335,09;1239,5;941,96;1006,83;1362,36;793,8;762,19;872,72;1011,03;909,83;1039,36;985,59
COVIVIO;FR0000064578;520,19;512,47;517,08;539,84;759,15;1652,51;2892,48;4500,85;8127,81;5919,52;2804,17;5456,93;5707,47;4083,86;5502,6;5602,66;7575,44;6496,4;6769,63;9409,18;9236,78;11200,42;8533,28;9118,73;8245,67;5786,04;6867,39
SAFRAN;FR0000073272;7606,14;25608,92;12253,6;6559,02;7549,1;14817,7;13512,31;17574,83;16195,38;11881,51;8776,37;14855,6;26766,53;24437,43;36559,52;57306,25;54993,14;51029,88;58541,02;93507,03;116029,55;145170,38;115938,79;111303,83;130824,86;172547,95;227374,41
JCDECAUX;FR0000077919;N/A;N/A;N/A;63,67;65,71;113,1;161,93;147,76;182,62;202,5;87,2;171,29;210,03;167,35;189,12;285,42;248,28;271,46;228,3;306,6;229,9;197,77;153;211,55;178,1;151,52;125,39
L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.;FR0000120073;8403,56;8228,39;7940,58;8282,78;8772,5;12341,54;14393,85;17143,31;22315,91;27151,03;15821,97;25422,93;32422,76;32926,09;38047,5;37298,76;42930,87;35049,58;39168,58;52759,03;50828,29;68330,31;78325,21;85041,69;87858,72;103157,27;107962,41
CARREFOUR;FR0000120172;12581,39;17843,87;13777,44;11366,71;9332,49;11950,18;12656,71;11727,74;15326,96;18492,06;9104,37;13939,63;14043,2;8058,87;10210,73;12442,63;11974,48;10881,49;9613,6;9384,37;8299,61;7206,71;7461,16;8592,53;8824,35;8170,25;7090,41
CNP ASSURANCES DEAD - DELIST.20/06/22;FR0000120222;127,46;129,88;165,84;145,79;208,97;315,69;398,49;520,04;706,17;784,31;434,09;641,9;669,02;442,97;554,57;680,4;659,6;507,16;794,69;1115,92;1047,79;850,95;744,96;1284,81;0;N/A;N/A
TOTALENERGIES;FR0000120271;11423,14;14833,5;16929,77;16930,12;16740,56;22856,78;30341,29;38171,43;40739,86;45302,31;32334,99;40482,83;44001,1;41480,31;44914,59;48902,48;48654,96;40240,18;51373,81;61888,25;62691,71;57812,76;54378,98;78530,15;89559,53;100737,9;94818,1
L'OREAL;FR0000120321;12784,92;12323,36;13579,59;12514,86;12688,75;15304,08;14565,15;15783,98;21055,55;24996,47;13869,05;22935,7;25911,77;23954,07;34499,34;37708,44;41807,48;40490,09;44644,09;55388,98;60995,21;71933,91;92785,48;112171,56;109525,15;130071,33;99657,28
ACCOR;FR0000120404;657,63;633,44;691,8;582,39;533,06;796,08;842,12;1165,39;1714,31;1599,77;872,9;1212,44;1600,26;1145,16;1517,85;1836,08;1981,4;1508,66;1710,3;2341,51;1905,63;1858,61;1566,22;1624,21;1514,04;1835,69;2421,52
BOUYGUES;FR0000120503;23773,29;60903,35;45187,57;27404,06;23992,11;35561,3;46677,84;65220,87;84573,07;97128,89;43261,08;69711,4;66198,68;49254,32;46806,51;64272,79;65679,05;72649,52;74412,99;112467,43;76822,01;89237,82;96338,63;88774,39;89965,49;102408,18;93571,35
QUADIENT;FR0000120560;N/A;242,71;155,24;208,96;206,47;344,42;571,91;756,12;995,47;827,18;674,3;746,14;918,85;760,21;698,41;1027,25;663,87;312,01;499,25;478,04;440,16;437,27;416,71;382,8;345,23;420,96;385,6
SANOFI;FR0000120578;2881,18;2423,02;3482,81;4180,81;3378,36;4640,77;5025,88;6294,84;6222,68;5832,29;4316,36;6011,09;5893,5;6470,09;9108,19;9324,2;9196,05;8364,7;8604,8;9540,14;9932,65;11592,15;11717,57;13408,71;12691,61;13124,26;15554,35
AXA;FR0000120628;14522,07;13771,89;14871,61;8154,11;6036,33;11258,89;12491,99;17682,98;23942,03;20272,48;9198,21;13897,42;14253,29;11364,95;14005,6;19687,57;19177,13;20279,04;21934,96;30852,54;23023,48;27805,19;24578,55;37175,97;38868,38;43145,83;52063,18
DANONE;FR0000120644;4991,9;3697,22;4740,78;4247,6;4741,51;6605,75;7442,2;8895,64;12724,99;13698,2;8742,71;10950,93;12035,57;12334,07;14266,59;13899,72;14429,94;15130,12;14219,16;19710,27;17500,37;19688,45;16658,85;16518,45;14983,13;18452,11;19930,91
PERNOD-RICARD;FR0000120693;4314,73;3850,58;5234,63;5605,1;7619,23;11189,18;14685,73;19572,08;25897,95;27554,23;16464,03;24156,38;29618,27;29943,34;40137,46;34194,87;39487,3;38371,31;39265,37;53777,43;58159,1;61307,94;69048,93;80758,13;78077,12;63405,07;44414,23
IMERYS;FR0000120859;2396,54;2434,44;2253,55;2071,2;2592,42;5003,02;7989,86;8412,69;9760,17;8451,61;4112,93;6861,31;8359,62;7289,43;8749,1;10852,56;10153,38;8630,71;11794,32;15665,04;8154,84;6938,79;8317,01;8144,59;8032,46;6819,48;5781,35
BIC;FR0000120966;3137,41;2345,24;2116,55;1746,08;1736,54;2457,37;3287,96;3919,55;4244,21;4063,6;3449,68;4947,17;6143,66;6944,5;10838,31;9301,62;11643,67;13818,94;11825;9699,11;9670,28;6827,47;5834,68;6121,03;8494,94;8041,34;8293,8
LVMH;FR0000121014;3974,96;7497,26;5801,66;3770,88;4046,31;7009,05;7137,74;9191,83;10813,68;11021,28;5757,87;12427,03;18004,27;19036,32;22402,81;20970,85;22070,28;21932,07;28714,47;44535,26;48090,15;65730,63;95591,66;126107,84;138010,37;133117,65;114817,08
EURAZEO;FR0000121121;8160,35;7457,68;10510,9;7763,55;8711,57;12713,97;16400,14;22883,89;32505,19;26129,29;8786,59;20543,65;22417,35;14627,06;18811,48;26192,55;28201,35;25425,6;29003,35;51705,42;39381,92;40502,6;40537,05;46660,66;43435,01;52953,83;51586,63
WENDEL;FR0000121204;544,55;481,25;514,78;339,6;289,46;594,39;1012,49;1444,05;2069;1478,26;496,88;832,1;1545,46;1223,56;1768,48;2176,93;1879,92;1633,33;2079,07;3237,08;2186,01;2462,38;2259,09;2124,11;2205,71;1902,57;2096,72
SODEXO;FR0000121220;3226,78;2747,61;3353,62;2865,61;1910,42;2319,36;2520,77;3690,65;5934,54;4847,89;4564,23;5140,68;6650,63;7348,67;9184,9;10312,83;10501,99;10382,75;12179,7;14115,8;12370,41;12860,59;10980,53;11363,69;12386,58;14456,47;14607,36
THALES;FR0000121329;23020,13;26160,62;24299,61;20383,5;18143,43;24403,25;31230,88;33617,62;38048,78;43305,95;32988,91;36158,31;29966,14;29067,91;31446,74;55962,8;47190,56;67647,9;87942,63;103384,73;107655,57;106708,43;90285,88;90753,14;132353,82;153378,49;173534,38
KERING;FR0000121485;10391,33;11054,29;11930,46;5894,75;4361,11;6275,88;6595,22;7665,3;10245,62;10089,44;3617,6;9673,22;12800,67;13366,73;19104,51;17714,94;18387,5;15576,23;22983,86;47845,34;54331,64;66319,67;72480,97;85279,34;73883,48;47752,41;30679,65
ESSILORLUXOTTICA;FR0000121667;12348,23;8727,21;9922,76;10174,16;12543,71;19714,06;24676,77;30890,22;41048,48;42506,16;27601,67;44143,27;52464,46;58128,63;81986,16;80942,19;89052,88;102157,87;95774,38;114719,8;107741,3;128817,34;128112,1;173730,08;165608,85;176166,93;250611,06
KLEPIERRE REIT;FR0000121964;303,72;299,1;316,17;332,16;464,65;654,75;1008,39;1192,29;2201,04;2021,97;893,69;1603,08;1649,47;1445,95;1944,88;2254,62;2632,66;2370,47;2226,6;2709,6;2243,01;2369,48;1730,4;2136,17;2390,23;2437,89;3049,59
SCHNEIDER ELECTRIC;FR0000121972;3904,38;4549,04;4562,5;3237,35;3252,48;4997,65;5999,01;8438,13;10047,8;10138,42;5597,06;10293,86;15056,6;12922,57;16249,8;17239,27;16958;12069,31;17478,1;21985,69;18133,67;26329,27;40511,38;47511,84;46512,64;58016,81;70843,9
VEOLIA ENVIRON;FR0000124141;N/A;N/A;122,19;102,62;78,57;95,77;125,5;182,48;254,65;310,71;85,22;142,1;139,07;55,86;63,83;83,4;101,18;140,37;100,58;154,51;138,88;200,47;190,17;276,52;237,37;262,12;237,82
SAINT GOBAIN;FR0000125007;421,24;418,24;491,58;454,13;385,43;698,42;890,9;967,21;1415,72;1251,83;539,22;896,07;1089,67;920,27;844,99;1082,84;926,84;884,6;1148,73;1343,04;844,6;960,06;1284,64;1787,17;1620,21;1983,62;2554,7
CAPGEMINI;FR0000125338;1637,47;1839,89;1559,11;583,78;231,02;388,61;297,09;390,03;558,99;503,35;306,4;432,12;515,97;373,52;509,39;723,11;787,4;997,8;933,62;1485,14;1258,41;1475,36;1781,53;2783,54;2511,86;2763,67;2276,9
VINCI;FR0000125486;159,77;153,47;217,73;232,6;246,44;349,42;625,39;834,15;1336,08;1374,66;683,91;1157,62;1282,16;1100,77;1256,22;1623,78;1418,97;1868,07;2008,53;3044,85;2633,89;3402,58;2996,66;3544,16;3808,61;4346,29;3846,02
VIVENDI;FR0000127771;13879,93;16918,35;10899,56;6506,78;2763,07;4180,1;5148,94;5077,84;6949,65;7311,95;4699,46;5135,35;6268,91;4897,89;5543,24;7164,13;6816,99;6707,34;6367;9973,13;9280,09;10143,55;11846,06;12446,69;10454,07;10941,12;13219,8
LAGARDERE GROUPE;FR0000130213;259,71;503,86;392,17;240,85;261,29;411;510,28;577,67;579,81;554,83;297,13;326,06;395,55;265,1;345,71;499,17;508,83;562,4;521,83;672,56;613,17;456,1;587,34;660,5;554,65;520,96;559,83
REMY COINTREAU;FR0000130395;72,06;92,74;143,52;103,64;140,78;169,85;217,88;259,39;360,02;336,62;146,76;303,81;434,79;576,1;862,33;493,04;502,83;500,74;642,91;938,81;857,84;819,6;1421,56;1627,22;1475,32;811,92;444,34
CHRISTIAN DIOR;FR0000130403;269,05;493,9;396,49;283,37;320,28;618,24;651,21;941,2;1125,37;1164,31;532,31;1147,3;1625,38;1687,47;2084,93;2167,5;2398,59;2352,36;3099,65;5547,55;6358,07;7541,13;8797,69;12980,1;14513,37;13697,62;11381,01
EIFFAGE;FR0000130452;9301,44;8611,12;9536,49;11685,83;13282,29;22301,52;45867,83;59560,93;115715,52;105893,29;57047,33;67595,17;67088,42;43757,45;64339,34;82546,76;71481,36;103691,84;111571,59;184802,89;149795,66;191451,69;155405,92;181653,57;188674,12;188362,6;167173,13
PUBLICIS GROUPE;FR0000130577;853,2;2866,25;1927,99;1444,43;1243,54;2088,97;1911,32;2350,85;2631,31;2321,61;1521,78;2796,99;3587,24;3593,36;4765,71;6327,3;5514,82;4423,53;5178,98;5416;5062,79;3762,65;4654,06;6348,25;7488,64;10090,44;11000,46
SOCIETE GENERALE;FR0000130809;421,82;524,8;690,18;662,45;697,65;1131,86;1316,04;1795,93;2550,61;1915,06;632,7;1052,07;1154,97;541,48;840,18;1021,81;770,98;688,98;1009,95;1223,79;688,96;804,64;482,29;965,16;814,11;726,82;946,79
BNP PARIBAS;FR0000131104;228,63;209,93;251,29;268,1;234,39;389,93;466,01;592,17;779,66;692,31;263,61;594,12;641,1;381,2;569,6;692,45;506,16;432,39;662,71;870,81;525,09;642,36;601,4;903,69;909,24;872,61;1020,29
ERAMET;FR0000131757;61,22;108,6;93,77;66,41;47,99;141,47;236,94;298,3;453,15;1461,69;435,15;909,26;1065,84;478,18;438,12;287,39;253,29;65,02;191,6;420,68;219,53;135,89;173,82;339,12;378,19;225;188,05
RENAULT;FR0000131906;201,98;184,18;207,12;158,8;201,79;302,55;383,39;439,48;581,98;571,2;99,13;262,18;338,19;246,18;342,97;486,84;457,72;505,82;568,79;701,07;474,27;276,38;310,35;282,32;306,18;277,11;382,18
ORANGE;FR0000133308;336,57;497,1;319,83;114,3;107,19;141,03;153,1;108,11;142,89;193,59;138,35;151,65;159,05;117,71;101,63;113,68;175,73;183,69;166,7;198,72;184,41;175,85;153,65;167,21;160,91;192,18;187,3
GECINA;FR0010040865;320,21;294,34;273,34;236,3;331,77;469,23;698,69;827,08;1238,03;1060,88;532,9;910,26;1134,97;974,31;1203,01;1341,79;1519,18;1490,45;1580,5;2544,48;2006,24;2707,95;2143,17;2093,87;2045,8;1856,5;1764,28
ALSTOM;FR0010220475;77,02;90,87;83,58;38,64;18,93;11,91;8,01;16,92;28,05;46,32;21,72;32,7;27,5;19,84;23,43;14,75;17,41;13,93;15,18;22,98;21,82;32,62;37,64;21,87;20,99;8,84;14,26
EUTELSAT COMMUNICATIONS;FR0010221234;N/A;N/A;N/A;N/A;N/A;N/A;N/A;128,06;173,63;244,6;195,95;322,89;368,61;387,5;374,4;339,71;398,24;392,11;217,17;304,74;312,6;235,86;203;235,14;163,78;81,54;36,67
EDF DEAD - DELIST.08/06/23;FR0010242511;N/A;N/A;N/A;N/A;N/A;N/A;N/A;138,25;224,81;333,83;160,6;189,84;153,28;90,38;79,27;145,79;123,8;61,53;54,39;82,54;105,4;82,2;82,69;64,81;96,86;0;N/A
LEGRAND;FR0010307819;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;158,76;167,19;89,41;171,14;236,91;214,16;290,81;341,84;356,05;366,66;405,06;572,4;430,93;594,3;699,66;794,19;712,53;778,66;807,51
ARKEMA;FR0010313833;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;158,63;174,47;44,41;128,04;242,21;285,1;409,3;376,3;274,34;228,4;398,24;505,06;391,14;392,6;480,28;671,8;485,94;515,96;387,89
ADP;FR0010340141;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;192,26;264,03;122,94;190,07;213,42;188,82;222,04;302,97;334,39;319,19;317,52;610,08;571,19;585,47;373,33;420,39;490,69;423,01;367,67
SCOR SE;FR0010411983;421,92;394,89;401,46;247,71;63,65;61,5;61,61;78,4;93,32;73,74;76,12;94,02;116,51;111,73;133,82;158,57;160,77;182,94;192,78;263,75;263,51;274;203,36;233,18;177,86;235,27;209,43
GETLINK;FR0010533075;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;49,41;20,12;40,28;40,54;35,02;36,6;47,2;57,21;50,02;42,15;63,11;69,06;85,55;79,38;76,99;86,5;86,86;82,36
VALEO;FR0013176526;2612,87;1848,2;1460,22;1427,33;1022,27;1584,93;1622,64;1623,4;1923,42;1612,43;499,31;1573,26;2585,7;2341,7;2749,47;5552,19;7220,69;6485,26;9777,48;12349,31;5142,99;5163,15;6787,42;5055,54;4156,33;2386,69;1994,46
BIOMERIEUX;FR0013280286;N/A;N/A;N/A;N/A;N/A;N/A;140,5;194,57;266,95;351,05;269,14;389,9;400,08;308,12;356,65;379,03;416,53;488,39;619,29;1025,77;812,77;1168,91;1828,3;1382,96;1247,12;1294,06;1461,51
UNIBAIL RODAMCO WE STAPLED UNITS;FR0013326246;8374,39;9633,91;12410,39;11194,65;16543,49;23937,68;32845,6;40127,99;72860,54;70371,67;39711,66;71686,46;74964,03;79194,91;102301,32;110200,03;137130,41;120886,6;118783,49;134953,04;103358,53;83948,43;57822,19;55665,88;50234,56;51826,03;62184,26
VANTIVA;FR0013505062;N/A;415,98;457,55;278,04;153,39;204,42;249,12;168,65;192,12;131,68;13,82;15,28;7,7;4,27;4,63;6,41;8,03;9,89;5,99;5,22;1,58;1,04;N/A;N/A;N/A;N/A;N/A
VALLOUREC;FR0013506730;647,16;886,16;1046,41;1020,62;1222,7;1826,52;4560,62;17290,67;30621,34;26168,61;12725,81;25625,09;31932,38;20290,04;17148,64;15491,22;7457,15;1487;3875,41;3651,84;981,31;1406,76;418,99;354,21;579,91;610,56;763,83
DASSAULT SYSTEMES;FR0014003TT8;394,35;568,89;533,23;388,23;190,65;389,08;415,23;519,67;483,39;508,43;333,74;546,03;747,63;797,2;1083,11;1139,16;1191,67;1491,45;1617,06;2428,36;2503,27;3501,18;4138,15;4895,43;4262,79;4629,19;3942,75
MICHELIN;FR001400AJ45;399,04;394,16;431,56;418,42;384,91;589,18;842,1;783,1;1245,83;1364,93;538,58;1176,62;1165,62;1128,77;1603,92;1791,24;1757,42;1627,17;2051,76;2983,13;2143,16;2370,78;2867,81;3546,6;2918,18;3052,82;3284,82
SPEEDY HIRE;GB0000163088;738,05;751,39;549,7;796,09;728,92;1289,24;2095,38;3005,36;4370,84;2849,18;242,24;357,79;377,85;381,83;529,48;899,74;924,62;496,56;564,37;681,59;723,91;1006,03;834,41;793,25;532,51;413,23;297,94
AEP PLANTATIONS;GB0000365774;176,81;187,16;155,34;139,72;447;805,66;847,9;1363,43;1920,21;3206,34;1029,81;1922,42;3633,72;3379,3;3497,96;3419,27;2695,35;2258,36;2790,02;3398;2259,08;2243,63;2630,17;3141,57;3002,72;2966,1;2857,76
ANTOFAGASTA;GB0000456144;13252,56;33676,41;33897,79;41370,71;54711,38;124457,34;136205,25;220402,39;280921,55;439550,54;190700,85;521404,41;873037,85;819379,6;709814,2;576246,13;451568,42;237508,3;478407,61;590946,27;557420,58;544774,89;998547,08;911582,95;1184001,43;1269273,06;1221201,27
ASHTEAD GROUP;GB0000536739;3744,32;3185,62;2300,19;930,1;769,39;740,41;2183,91;5306,66;5706,09;2644,1;960,74;2528,67;5298,86;7388,25;14304,59;24869,5;31376,66;25465,63;41242,35;59389,7;54058,89;69252,75;114099,34;159928,09;156434,28;152298,68;146754,32
BRAEMAR;GB0000600931;107,65;125,69;140,79;116,7;147,07;348,79;466,17;515,69;594,67;671,86;313,02;608,2;707,79;603,22;636,91;952,5;828,4;825,09;445,93;511,22;380,67;402,03;410,21;594,82;650,81;594,88;607,12
BARRATT REDROW;GB0000811801;46979,38;37399,07;59000,86;78267,21;83400,39;134061,7;173826,81;279888,66;381967,84;142432,19;16958,38;53430,64;38803,74;47339,15;92498,22;161999,02;186470,35;247324,16;186139,14;260339,09;250518,09;397751,17;347397,71;335670,75;258165,95;313332,93;271990,07
BELLWAY;GB0000904986;5751,4;4771,82;7489,92;8452,66;10693,34;17692,93;24549,28;32398,92;46763,43;26979,66;14164,56;21391,92;17512,49;21880,33;33032,73;47545,14;53076,32;81638,47;66939,16;102542,04;87693,52;125894,03;98786,35;99959,59;75542,52;100335,92;94611,37
BALFOUR BEATTY;GB0000961622;919,72;928,66;1582,81;2535,43;2304,94;3967,35;5971,53;6340,62;8695,37;8536,67;5360,71;5306,84;6986,64;5904,62;5960,86;6852,89;5343,18;5730,4;5269,17;6143,95;5878,55;5680,6;6116,84;5944,53;7816,33;7415,93;10609,11
TED BAKER DEAD - DELIST.24/10/22;GB0001048619;147,94;507,82;261,89;338,46;305,88;646,42;888,89;899,06;1238,87;997,42;529,17;854,85;1213,21;1374,13;2198,12;4207,3;4381,26;5617,72;4548,16;5657,56;3306,03;500,67;249,16;195,42;0;N/A;N/A
BOOT (HENRY);GB0001110096;12052,06;14505,82;13974,47;18264,03;21055,46;35608,06;46212,46;70442,01;118777,88;85911,72;24248,64;49420,96;56973,57;69661,86;81663,15;126555,22;112466,96;116159,87;98062,08;183244,42;136284,9;180719,08;154665,76;165855,02;134254,95;107709,47;120728,96
BRITISH LAND;GB0001367019;6193,83;4721,48;5954,31;5756,4;5888,5;9467,49;14851,14;19049,05;29974,03;18552,55;6044,33;9515;11668,97;11454,61;13651,73;17524,89;21343,57;18502,95;13333,86;17876,91;15126,62;15546,92;13075,83;16678,52;13714,93;12182,41;12382,76
TULLOW OIL;GB0001500809;516,05;592,38;661,5;755,64;846,6;1041,9;1917,32;3416,52;5041,58;7655,19;6070,11;12604,5;14763,53;14979,02;12306,48;8602,25;4090,73;1552,38;2533,61;2216,66;2175,42;523,33;307,14;559,34;349,94;316,84;180,48
XAAR;GB0001570810;86,04;477,52;206,95;102,18;37,25;98,39;301,55;503,96;447,65;262,53;60,97;134,92;387,44;382,27;459,89;1877,51;468,96;732,49;541,16;569,64;225,92;54,42;203,53;329,6;247,46;149,77;112,35
WETHERSPOON (JD);GB0001638955;1175,15;2639,41;2052,37;1909,65;1012,95;1884,39;1860,51;2379,38;5629,04;2726,89;1951,6;3027,54;3199,64;2867,92;3669,16;5985,8;5404,31;4741,66;5712,52;8464,86;7964,73;10067,55;8265,16;6003,18;3064,54;5283,35;3841,26
CAMELLIA;GB0001667087;26378,74;22088,26;22784,43;22239,14;27437,72;45604,61;63791,47;71135,68;102502,89;101220,72;44462,93;72503,27;99822,21;98228,28;107392,12;93953,38;89492,75;85213,25;93422,03;119632,69;97934,95;75494,23;69951,27;67352,37;43946,52;43723,63;44943,25
BREWIN DOLPHIN DEAD - DELIST.28/09/22;GB0001765816;601,54;1357,31;1250,99;631,12;247;866,83;1253,09;1663,71;2111,13;1609,44;933,35;1395,34;1756,95;1706,91;2463,98;3696,55;3408,99;3233,6;3260,46;4751,67;3661,93;4577,84;4224,51;4907,55;0;N/A;N/A
CASTINGS;GB0001795680;59593,42;56010,39;48332,92;52243,89;67268,99;75959,78;100440,42;123002,87;157173,1;163120,24;65359,65;93664,93;156451,37;159334,82;208744,85;291260,75;242634,11;280073,3;259671,65;310747;251508,41;293813,6;278247,21;276204,86;281645,18;312847,75;246223,23
DIPLOMA;GB0001826634;32835,6;56071,23;81344,48;104564,82;114949,97;204896,86;280671,5;319929,24;419643,73;425906,32;198211,66;389282,2;687716,96;948197,63;1369933,27;1802355,08;1884269,88;1561807,25;2193853,69;2738063,14;2959725,13;4498286,81;5889719,82;7263401,44;6727749;8065861,5;10916715,13
VISTRY GROUP;GB0001859296;190,76;262,74;301,68;299,75;341,36;499,29;762,38;890,8;1423,59;862,57;398,97;477,58;522,44;565,58;724,87;1022,52;982,41;1089,91;913,36;1375,81;1320,21;1978,24;1320,9;1629,08;1205,83;1618,49;946,23
TCLARKE DEAD - DELIST.26/06/24;GB0002015021;62689,2;116574,06;121413,1;259853,82;227970,3;517644,4;619415,08;737697,49;724928,28;591310,93;314465,55;490923,58;348348,84;155031,91;249553,11;300495,58;338304,83;369089,14;266226,19;353466,87;426919,76;588768,32;452998,39;740275,95;682895,58;650510,69;0
CLARKSON;GB0002018363;228,67;297,49;545,63;629,54;853,77;2568,44;4036,31;4457,01;5192,52;5428,98;2054,78;4421,68;6759,84;7153,58;8783,39;13456,79;11917,53;12801,05;12803,8;20323,82;15882,32;18303,88;16906,58;22490,78;21252,07;24103,77;29750,15
GENUS;GB0002074580;N/A;N/A;89,75;90,99;170,23;214,46;393,31;511,74;785,62;958,01;638,18;774,91;1010,23;1183,04;1666,67;1584,44;1397,94;1617,3;1680,13;2605,9;2297,88;3189,02;5608,75;4145,38;2890,42;2317,88;1978,05
RATHBONES GROUP;GB0002148343;3909,68;6423,8;6240,97;5232,59;3651,36;6577,13;8089,78;9924,15;12016,14;10513,27;5379,8;7683,13;11510,69;11938,81;14160,91;18279,53;22943,4;22423,13;19415,09;29353,09;23210,92;20286,65;18210,89;22068,84;23948,59;19568,97;21141,89
CRANSWICK;GB0002318888;1400,49;1376,1;1755,32;3350,93;4658,81;3921,62;6919,73;7096,6;12814,6;8537,47;6463,62;9592,37;10494,41;10112,45;12726,06;18364,01;17257,38;26996,27;26256,7;40421,83;35930,44;44715,01;45928,16;50296,01;41055,1;53673,26;66044,89
REA HOLDINGS;GB0002349065;727,45;936,38;779,47;750,33;1391,98;4489,29;4331,22;5608,13;9014,7;12703,2;4613,66;7672,13;14691,7;11243,14;8878,36;9451,08;6118,06;4767,56;5761,32;6027,44;3911,23;2877,74;1026,61;2429,67;1915,92;1317,67;1167,57
DIAGEO;GB0002374006;21843,88;14714,79;20319,79;26232,85;23873,08;30913,11;34223,74;38573,31;51933,42;55325,41;36461,38;49691,35;59088,71;70920,97;96613,45;96469,33;99453,5;95816,51;98977,62;131110,64;143764,19;155879,73;164555,7;209943,07;180505,51;157528,2;128126,31
ELEMENTIS;GB0002418548;16618,85;18015,07;22420,27;10340,87;7279,4;11627,46;15719,43;30113,62;37493,14;28379,83;14858,88;21690,77;56784,57;67653,32;98629,55;119439,98;123574,71;93374,11;110018,86;135824,44;92123,54;65928,84;60893,09;75657,02;61509,54;69389,66;77478,41
BAE SYSTEMS;GB0002634946;4430,57;3243,43;2582,62;3046,02;1257,91;2109,83;3424,86;5721,33;6469,56;7523,91;4652,19;4761,56;4835,68;4693,8;5400,23;7372,95;8536,7;8410,86;8894,33;10527,41;8846,16;11419,68;9303,56;11641,76;15819,86;23629,41;24919,06
DERWENT LONDON;GB0002652740;1105;1348,65;1861,26;1620,79;1415,83;2350,38;3621,18;5191,93;7227,9;5038,42;1474,34;4131,04;4913,94;5416,49;6868,09;8497,19;10258,62;9835,72;6555,1;8989,02;9838,4;12719,94;10460,8;11338,41;8507,04;6847,04;6512,95
DEVRO DEAD - DELIST.14/04/23;GB0002670437;190,74;97,58;64,27;71,22;80,64;170,35;254,41;247,06;319,75;196,09;144,66;291,97;483,09;600,43;778,03;731,21;628,93;669,45;353,41;502,97;356,2;406,45;442,63;605,15;793,61;0;N/A
BIG YELLOW GROUP;GB0002869419;N/A;N/A;212,22;141,12;122,09;247,28;386,89;694,41;1351,27;897,82;252,68;579,56;608,77;545,08;706,2;1043,12;1264,12;1510,89;1170,45;1722,66;1860,21;2338,52;2450,17;3350,74;2674,9;2496,46;2168,62
BRITISH AMERICAN TOBACCO;GB0002875804;117678,5;52352,25;101317,47;128660,85;145836,18;231094,14;303412,17;410389,6;569305,91;690092;536884,84;699577,03;841149,8;1093439,26;1261734,73;1193579,29;1482016,69;1510652,32;1738625,18;1983217,64;1109916,56;1476857,46;1323667,38;1676477,4;1595155,76;1364013,97;1979545,49
TOWN CENTRE SECURITIES;GB0003062816;11105,05;15616,28;18980,08;22433,81;28374,01;53286,83;86678,67;121290,57;158972,34;94904,58;16192,74;39856,26;47874,87;42626,75;58073,93;75807,94;92899,5;101320,74;81783,78;99368,03;77328,97;79978,72;46178,53;66105,48;59270,99;51970,08;50408,51
