date,formation_year,oos_year,portfolio_return,cumulative_index
2014-01-31,2013,2014,0.024150883262797518,1.0241508832627975
2014-02-28,2013,2014,0.06502546456374911,1.0907467702303348
2014-03-31,2013,2014,-0.012110971737632007,1.077536766923162
2014-04-30,2013,2014,0.03299134330005132,1.1130861523191513
2014-05-30,2013,2014,0.017389568843508056,1.1324422405936605
2014-06-30,2013,2014,0.02891657023558664,1.1651885861815323
2014-07-31,2013,2014,-0.0281741972944215,1.1323603330692458
2014-08-29,2013,2014,0.0015398195660971433,1.1341039636659782
2014-09-30,2013,2014,-0.039354546214819486,1.0894718168154756
2014-10-31,2013,2014,0.03868507794925031,1.1316181189724934
2014-11-28,2013,2014,0.02078926643723527,1.1551436295530157
2014-12-31,2013,2014,-0.012785294223563122,1.140374778378706
2015-01-30,2014,2015,-0.03819238396948478,1.0968211469737503
2015-02-27,2014,2015,0.043389007671231966,1.1444111281337639
2015-03-31,2014,2015,-0.02141670442089307,1.1199016132665423
2015-04-30,2014,2015,0.04029141248551801,1.1650240311098616
2015-05-29,2014,2015,-0.0019368204919013253,1.1627675886928506
2015-06-30,2014,2015,-0.009670314115692689,1.1515232608666441
2015-07-31,2014,2015,0.07516703811820673,1.238079853710209
2015-08-31,2014,2015,-0.046888440959950116,1.180028219585814
2015-09-30,2014,2015,-0.054456804057574915,1.1157676540494204
2015-10-30,2014,2015,0.041108649573590623,1.1616353555452852
2015-11-30,2014,2015,0.01016046133845595,1.1734381066646866
2015-12-31,2014,2015,0.0010095565107823487,1.17462275874527
2016-01-29,2015,2016,-0.05215508585072128,1.1133602079206995
2016-02-29,2015,2016,-0.03211073847370964,1.077609389457123
2016-03-31,2015,2016,0.05205625059379746,1.133705693876932
2016-04-29,2015,2016,0.017994025723090303,1.1541056232949676
2016-05-31,2015,2016,0.0051899190262013235,1.160095338027552
2016-06-30,2015,2016,-0.028663964841962174,1.126842406045006
2016-07-29,2015,2016,0.03666802092674892,1.1681614869710124
2016-08-31,2015,2016,-0.04785005982747601,1.1122648899312961
2016-09-30,2015,2016,0.02332939625494956,1.138213358288971
2016-10-31,2015,2016,-0.024543179242667995,1.1102779838200858
2016-11-30,2015,2016,0.005055960399121705,1.1158915053382967
2016-12-30,2015,2016,0.001882688968080035,1.1179923819649715
2017-01-31,2016,2017,-0.0215474360090564,1.0939025126559687
2017-02-28,2016,2017,0.022737224639283675,1.1187748198197043
2017-03-31,2016,2017,-0.021487654183014612,1.094734973382754
2017-04-28,2016,2017,0.04533046844725649,1.144359822551789
2017-05-31,2016,2017,0.017851708510657278,1.1647886005352912
2017-06-30,2016,2017,0.011546317588278497,1.178237619640278
2017-07-31,2016,2017,0.016608623813298525,1.1978065250275596
2017-08-31,2016,2017,-0.0838193224257541,1.0974071937026024
2017-09-29,2016,2017,0.027041420673680424,1.1270826432778376
2017-10-31,2016,2017,-0.018167656769907718,1.1066061926634454
2017-11-30,2016,2017,-0.013240201982605903,1.091954503157379
2017-12-29,2016,2017,0.030557850750420217,1.1253222858911114
2018-01-31,2017,2018,0.03951202471976999,1.169786047868949
2018-02-28,2017,2018,-0.024114582838711277,1.1415771453140446
2018-03-30,2017,2018,-0.0017910083928181705,1.1395325710657378
2018-04-30,2017,2018,0.019376641300441498,1.1616128849454483
2018-05-31,2017,2018,0.011303582617518862,1.1747432721600037
2018-06-29,2017,2018,0.018359572971999905,1.1963110569885913
2018-07-31,2017,2018,0.021020832432109775,1.2214585112542284
2018-08-31,2017,2018,-0.001232973002049869,1.2199524858867279
2018-09-28,2017,2018,-0.0060264659642200995,1.212600483752566
2018-10-31,2017,2018,-0.021086537810561957,1.1870309378028117
2018-11-30,2017,2018,0.010645856438374717,1.1996678987545697
2018-12-31,2017,2018,-0.07702618191895468,1.1072620609427701
2019-01-31,2018,2019,0.06196656078813673,1.1758752827505778
2019-02-28,2018,2019,0.021189342590269045,1.2007913069602092
2019-03-29,2018,2019,0.013022209941314315,1.2164282634551504
2019-04-30,2018,2019,-0.00946875712453785,1.2049101996690703
2019-05-31,2018,2019,-0.03630802028681102,1.1611622956957002
2019-06-28,2018,2019,0.032428931817022305,1.198817548611313
2019-07-31,2018,2019,-0.024831195262631098,1.1690494759774768
2019-08-30,2018,2019,-0.027991359509892733,1.1363261918105396
2019-09-30,2018,2019,-0.0071923629224215635,1.128153321440785
