date,Minimum-Variance,Minimum-Variance 50% CF Reduction,Value-Weighted,Value-Weighted 50% CF Reduction,Value-Weighted Net Zero
2023-03-31,0.0062985938838820785,0.0056579849502468235,0.026003844687842226,0.014175378745365634,0.01612479191925895
2023-04-28,0.044591385948364565,0.04498233876281399,0.04139613008825224,0.038592424698346756,0.03516679684555933
2023-05-31,-0.04059135140496664,-0.04175109661510728,-0.06021136095450366,-0.07083537160465196,-0.0674515222322477
2023-06-30,-0.0918490005816716,-0.09707896766699725,0.047876430476968095,0.05235356492313479,0.05425988939522591
2023-07-31,0.03368832136509485,0.03465411738050203,0.026042492667094384,0.03275748829434175,0.03485853281353192
2023-08-31,-0.033144587050127385,-0.03379574589427052,-0.037864464883690066,-0.035816866612720766,-0.039005675484736956
2023-09-29,-0.03219657489392,-0.030159565784041338,-0.04042657533204015,-0.040821268404717365,-0.039488210485661646
2023-10-31,-0.020937723897229844,-0.020991090276133637,-0.03700544407828567,-0.037073221565255055,-0.039945688914860986
2023-11-30,0.043407388297753965,0.04117296414074142,0.09951960098708552,0.1030143362833493,0.10754565436847185
2023-12-29,0.03749151167582823,0.04003928753821485,0.05047101988507974,0.05794242324355968,0.056371745464224146
2024-01-31,-0.007176284074160639,-0.0071316121649944424,-0.0024431392675109045,-0.011210085956721676,-0.005976252204715214
2024-02-29,0.0013330075382064314,0.0013796793858481201,0.018750821041276417,0.020070335185245636,0.01884814082686312
2024-03-29,0.027986341225334995,0.027820185491775604,0.03389271019658302,0.03249732025910308,0.03367944845630042
2024-04-30,0.015454323496413862,0.015353030543195218,-0.0238609897456903,-0.028133762588225662,-0.025595405343926576
2024-05-31,0.04279315748182855,0.04287611896622064,0.045028114216477434,0.046295417142821,0.046847477635217516
2024-06-28,-0.02260436788744742,-0.02204025431381939,-0.02947319734022487,-0.0378522583240209,-0.037455077179733814
2024-07-31,0.04967574613281313,0.04983350488799835,0.025218531523843984,0.029126064182072878,0.027844979093443217
2024-08-30,0.025900039647495245,0.02593773639887619,0.03746687045057365,0.03395741480958753,0.035180370273878034
2024-09-30,-0.009886325684294204,-0.009899164386208517,0.011261858669680274,0.01376533436749828,0.010841841905130309
2024-10-31,-0.01802090639865247,-0.02048734926660147,-0.05831656947986305,-0.053819962659124136,-0.05587458142663913
2024-11-29,-0.02400288537333521,-0.02413184670250459,-0.010705710877978137,-0.008982634540359082,-0.010257541381561364
2024-12-31,-0.021635308630361935,-0.021394214277886365,-0.016172571472225193,-0.011731086069434323,-0.013103520391041235
2025-01-31,0.03871791035193011,0.039729111564240104,0.0688240066826275,0.05984373914977968,0.06044838054396541
2025-02-28,0.008743372006227983,0.01039712038402379,0.030614716576266382,0.02451071382269335,0.023198317630750562
2025-03-31,0.017658436345027003,0.019382010750117327,0.00017764383674481483,-0.004758858892829471,-0.0038199213295817764
2025-04-30,0.09335909073809633,0.0943357509661118,0.0413132235226085,0.048380339450234025,0.04598112579943306
2025-05-30,-0.002979301016712302,-0.004842917265082062,0.045547954630415374,0.042485633964186975,0.04362014847938088
2025-06-30,0.008334834989174759,0.007514535128290149,0.019535150670380173,0.020980062621539376,0.02266337763344655
2025-07-31,-0.025204234372139464,-0.025353829107847493,-0.010904134626257785,-0.016195666146585526,-0.014031475167620919
2025-08-29,0.022124950506554743,0.02299720727580662,0.030930859954909497,0.029586357204435577,0.030693912114748645
2025-09-30,0.0033187313008274846,0.0028215721521086144,0.02166344976397592,0.024562186673168313,0.02628315747181908
2025-10-31,-0.01208478709731228,-0.012199012164740926,0.010189765090072515,0.008699160030644358,0.009668960519348587
2025-11-28,0.012483099807581746,0.017438232017698008,0.016483308622597122,0.013459835077982171,0.015477499645833618
2025-12-31,0.05277546617204242,0.05491690670532161,0.03723588654876173,0.042813200928147735,0.043816110059303984
