ISIN,NAME,Minimum-Variance,Minimum-Variance 50% CF Reduction,weight_change,comparison,Value-Weighted,Value-Weighted 50% CF Reduction,Value-Weighted Net Zero
ES0142090317,OBRASCON HUARTE LAIN,,,-2.092170939199269e-05,Value-Weighted 50% CF Reduction,2.092170939199269e-05,0.0,
GB00BDFBVT43,OXFORD BIOMEDICA,,,-1.879585830219426e-05,Value-Weighted 50% CF Reduction,1.879585830219426e-05,0.0,
GB0004170089,HEADLAM GROUP,,,-1.772959808891889e-05,Value-Weighted 50% CF Reduction,1.772959808891889e-05,0.0,
BE0003755692,AGFA-GEVAERT,,,-1.7065999082064167e-05,Value-Weighted 50% CF Reduction,1.7065999082064167e-05,0.0,
GB0000163088,SPEEDY HIRE,,,-1.403561919523386e-05,Value-Weighted 50% CF Reduction,1.403561919523386e-05,0.0,
GB00BL6XZ716,CAPITAL & REGIONAL DEAD - DELIST.11/12/24,,,-1.2862649593921549e-05,Value-Weighted 50% CF Reduction,1.2862649593921549e-05,0.0,
FR0000121121,EURAZEO,,,-1.2570638647293737e-05,Value-Weighted 50% CF Reduction,0.0005416285089943138,0.00052905787034702,
NL0010583399,CORBION NV C,,,-1.186433105324548e-05,Value-Weighted 50% CF Reduction,9.592757150973951e-05,8.406324045649403e-05,
GB0030181522,TRIBAL GROUP,,,-9.584670580161776e-06,Value-Weighted 50% CF Reduction,9.584670580161776e-06,0.0,
GB00B3CX3644,STV GROUP,,,-8.767447614785507e-06,Value-Weighted 50% CF Reduction,9.21952439297287e-06,4.5207677818736286e-07,
GB00B1P6ZR11,BROWN GROUP DEAD - DELIST.13/02/25,,,-8.751837153217216e-06,Value-Weighted 50% CF Reduction,8.751837153217216e-06,0.0,
GB00B572ZV91,PHAROS ENERGY,,,-8.698645919672844e-06,Value-Weighted 50% CF Reduction,9.315396108787309e-06,6.167501891144644e-07,
PTZON0AM0006,NOS SGPS,,,-6.397469592873647e-06,Value-Weighted 50% CF Reduction,0.00014808928791664063,0.00014169181832376698,
GB0009067447,MOTHERCARE,,,-4.506804310372668e-06,Value-Weighted 50% CF Reduction,4.506804310372668e-06,0.0,
GB0002349065,REA HOLDINGS,,,-3.723157241976384e-06,Value-Weighted 50% CF Reduction,3.723157241976384e-06,0.0,
DE000PSM7770,PROSIEBENSAT 1 MEDIA,,,-1.672946766436876e-06,Value-Weighted 50% CF Reduction,0.00013123003827389805,0.00012955709150746117,
SE0015988019,NIBE INDUSTRIER,,,2.3778801376053964e-06,Value-Weighted 50% CF Reduction,0.0008723567502058367,0.0008747346303434421,
GB00B64NSP76,COSTAIN GROUP,,,2.100049643209526e-05,Value-Weighted 50% CF Reduction,2.0089709632142165e-05,4.1090206064237425e-05,
CH0048265513,TRANSOCEAN,,,2.8097333176721115e-05,Value-Weighted 50% CF Reduction,0.00034667295805210517,0.0003747702912288263,
FR0000127771,VIVENDI,,,4.712834493323661e-05,Value-Weighted 50% CF Reduction,0.0009553408064135329,0.0010024691513467695,
GB0031274896,MARKS & SPENCER GROUP,,,5.2379946790568656e-05,Value-Weighted 50% CF Reduction,0.0005016341638249059,0.0005540141106154746,
NO0010215684,AKASTOR,,,5.6074396837452024e-05,Value-Weighted 50% CF Reduction,2.3546927071120237e-05,7.962132390857226e-05,
GB00BJT0FF39,RM,,,5.884747635045937e-05,Value-Weighted 50% CF Reduction,5.222090677057787e-06,6.406956702751716e-05,
GB0002418548,ELEMENTIS,,,7.375942388509083e-05,Value-Weighted 50% CF Reduction,8.584686900862476e-05,0.0001596062928937156,
FR0014003TT8,DASSAULT SYSTEMES,,,7.452466309445897e-05,Value-Weighted 50% CF Reduction,0.0050706442117534525,0.0051451688748479114,
GB00B3FLWH99,BODYCOTE,,,7.692120439521555e-05,Value-Weighted 50% CF Reduction,0.0001286915219725505,0.00020561272636776605,
GB00B1VNSX38,DRAX GROUP,,,8.016839801751514e-05,Value-Weighted 50% CF Reduction,0.00019995755350644018,0.0002801259515239553,
NL0000289213,WERELDHAVE,,,8.197308867995235e-05,Value-Weighted 50% CF Reduction,5.4054974377462776e-05,0.00013602806305741512,
CH0030170408,GEBERIT 'R',,,8.421536662588124e-05,Value-Weighted 50% CF Reduction,0.001678251892340728,0.0017624672589666092,
GB0002148343,RATHBONES GROUP,,,8.716483976422358e-05,Value-Weighted 50% CF Reduction,0.00015392662490909892,0.0002410914646733225,
CH0000816824,OC OERLIKON CORPORATION,,,9.010416507559287e-05,Value-Weighted 50% CF Reduction,0.00012041654239712337,0.00021052070747271624,
GB0033195214,KINGFISHER,,,9.502544740509799e-05,Value-Weighted 50% CF Reduction,0.0004244924466122323,0.0005195178940173303,
SE0000949331,NOBIA,,,9.638931804827133e-05,Value-Weighted 50% CF Reduction,1.4473294419604124e-05,0.00011086261246787546,
GB0004866223,KELLER,,,9.737255782837953e-05,Value-Weighted 50% CF Reduction,6.719523511369918e-05,0.0001645677929420787,
FR0000120859,IMERYS,,,9.855601428139675e-05,Value-Weighted 50% CF Reduction,0.0002345347298987851,0.00033309074418018186,
FR0000121204,WENDEL,,,0.00011128468015851389,Value-Weighted 50% CF Reduction,0.0003381095296621407,0.0004493942098206546,
GB0008481250,ME GROUP INTERNATIONAL,,,0.00011571975852708085,Value-Weighted 50% CF Reduction,4.996166894573326e-05,0.0001656814274728141,
ES0117160111,CORPORACION FINCA.ALBA DEAD - DELIST.08/05/25,,,0.00011662824375064691,Value-Weighted 50% CF Reduction,0.0002680156340624693,0.0003846438778131162,
FR0010533075,GETLINK,,,0.00011819428771764199,Value-Weighted 50% CF Reduction,0.0007939895423649262,0.0009121838300825682,
GB0000600931,BRAEMAR,,,0.00012031529215201897,Value-Weighted 50% CF Reduction,9.41543616007194e-06,0.0001297307283120909,
IE0004927939,KINGSPAN GROUP,,,0.00012736094716209395,Value-Weighted 50% CF Reduction,0.0012702085311609714,0.0013975694783230654,
GB0001667087,CAMELLIA,,,0.00013029799534728257,Value-Weighted 50% CF Reduction,1.3261142464871999e-05,0.00014355913781215456,
GB0031638363,INTERTEK GROUP,,,0.0001322134296470155,Value-Weighted 50% CF Reduction,0.0007604085981499574,0.0008926220277969729,
DE0005089031,UNITED INTERNET,,,0.000139694211402509,Value-Weighted 50% CF Reduction,0.0004229376574818503,0.0005626318688843593,
GB0001570810,XAAR,,,0.0001453968799042194,Value-Weighted 50% CF Reduction,8.61261474851277e-06,0.00015400949465273217,
GB0007973794,SERCO GROUP,,,0.00017520810126988933,Value-Weighted 50% CF Reduction,0.00020622923105489255,0.0003814373323247819,
DK0060738599,DEMANT,,,0.00018001453555008674,Value-Weighted 50% CF Reduction,0.0008612981562034147,0.0010413126917535015,
FR0000044448,NEXANS,,,0.00018138463443204578,Value-Weighted 50% CF Reduction,0.00033000044983842725,0.000511385084270473,
GB00B18P5K83,TOPPS TILES,,,0.00018546917093756088,Value-Weighted 50% CF Reduction,9.318730777163463e-06,0.00019478790171472435,
ES0132105018,ACERINOX 'R',,,0.0001875271514618591,Value-Weighted 50% CF Reduction,0.00021717944833508956,0.00040470659979694866,
FR0010411983,SCOR SE,,,0.00018862944104736855,Value-Weighted 50% CF Reduction,0.00044985676794835665,0.0006384862089957252,
NL0000009082,KPN KON,,,0.00019597587162118314,Value-Weighted 50% CF Reduction,0.0011613974683799596,0.0013573733400011427,
US0528001094,AUTOLIV,,,0.00019864866183125066,Value-Weighted 50% CF Reduction,0.000763659899816708,0.0009623085616479587,
FR0010220475,ALSTOM,,,0.00019942223555326812,Value-Weighted 50% CF Reduction,0.00041391404485597644,0.0006133362804092446,
CH0012549785,SONOVA N,,,0.00020661024466442726,Value-Weighted 50% CF Reduction,0.0015947259525219068,0.001801336197186334,
SE0016589188,ELECTROLUX B,,,0.0002134651584794906,Value-Weighted 50% CF Reduction,0.00021452922064314086,0.00042799437912263146,
AT0000A21KS2,CPI EUROPE AGE,,,0.00021475859007220204,Value-Weighted 50% CF Reduction,0.0002703699099360343,0.00048512850000823635,
GB00BKY40Q38,GALLIFORD TRY,,,0.00022820820587541216,Value-Weighted 50% CF Reduction,2.6107118716912778e-05,0.00025431532459232494,
GB0006650450,OXFORD INSTRUMENTS,,,0.0002327148021469458,Value-Weighted 50% CF Reduction,0.00013069482399952526,0.0003634096261464711,
IE0004906560,KERRY GROUP 'A',,,0.0002370544893415059,Value-Weighted 50% CF Reduction,0.0012500387894878015,0.0014870932788293074,
DE0007664039,VOLKSWAGEN PREF.,,,0.00024798006851157626,Value-Weighted 50% CF Reduction,0.002228804807576725,0.0024767848760883014,
GB00B19Z1432,PZ CUSSONS,,,0.00025299961751236054,Value-Weighted 50% CF Reduction,5.844923363014024e-05,0.0003114488511425008,
GB0001500809,TULLOW OIL,,,0.0002567763263109295,Value-Weighted 50% CF Reduction,4.675788630334292e-05,0.00030353421261427243,
GB0009223206,SMITH & NEPHEW,,,0.00026537309564337664,Value-Weighted 50% CF Reduction,0.001012083523502176,0.0012774566191455527,
IT0000062957,MEDIOBANCA BC.FIN,,,0.00027630275021957773,Value-Weighted 50% CF Reduction,0.0009303808136180172,0.001206683563837595,
DK0010272632,GN STORE NORD,,,0.0002946246637595438,Value-Weighted 50% CF Reduction,0.00029759747722733494,0.0005922221409868787,
NO0003028904,VEND SERA DEAD - DELIST.28/10/25,,,0.0002986705078141549,Value-Weighted 50% CF Reduction,0.00024862953945769574,0.0005473000472718506,
DE0005773303,FRAPORT,,,0.00030599137228805236,Value-Weighted 50% CF Reduction,0.00045451363233565625,0.0007605050046237086,
GB00B00FPT80,CHESNARA,,,0.00030870483617540916,Value-Weighted 50% CF Reduction,4.186426046133634e-05,0.0003505690966367455,
GB0031743007,BURBERRY GROUP,,,0.00031857854204462167,Value-Weighted 50% CF Reduction,0.00048522259341166215,0.0008038011354562838,
FR0000054900,TF1 (TV.FSE.1),,,0.00031939446063627725,Value-Weighted 50% CF Reduction,0.0001540325006300418,0.0004734269612663191,
GB0007958233,SENIOR,,,0.00033577065054145197,Value-Weighted 50% CF Reduction,7.072331425567054e-05,0.0004064939647971225,
AT0000606306,RAIFFEISEN BANK INTL.,,,0.0003364913180586419,Value-Weighted 50% CF Reduction,0.0005649178329333761,0.000901409150992018,
GB0007370074,RICARDO DEAD - DELIST.13/10/25,,,0.0003381620564499171,Value-Weighted 50% CF Reduction,2.8231302472523127e-05,0.00036639335892244023,
FR0000039109,SECHE ENVIRONNEMENT,,,0.00033973495285885026,Value-Weighted 50% CF Reduction,8.26530903713629e-05,0.00042238804323021313,
NO0010063308,TELENOR,,,0.0003628008657542766,Value-Weighted 50% CF Reduction,0.0012719333883785373,0.0016347342541328139,
SE0020050417,BOLIDEN ORD SHS,,,0.0003900705723879625,Value-Weighted 50% CF Reduction,0.000587789489658325,0.0009778600620462875,
GB00BDR05C01,NATIONAL GRID,,,0.0004344194925328974,Value-Weighted 50% CF Reduction,0.004084054227986977,0.004518473720519874,
IL0010811243,ELBIT SYSTEMS,,,0.00044712840710104166,Value-Weighted 50% CF Reduction,0.0007685401869852099,0.0012156685940862516,
BE0003735496,ORANGE BELGIUM,,,0.00045767150630583026,Value-Weighted 50% CF Reduction,7.017976331035738e-05,0.0005278512696161876,
GB0009465807,WEIR GROUP,,,0.000460956842210904,Value-Weighted 50% CF Reduction,0.0004965271192068255,0.0009574839614177295,
FR0000077919,JCDECAUX,,,0.000481347882492448,Value-Weighted 50% CF Reduction,0.00035859523116395117,0.0008399431136563992,
FR0000120404,ACCOR,,,0.0004975148513992649,Value-Weighted 50% CF Reduction,0.0008315695876299983,0.0013290844390292632,
IT0001469383,ARNOLDO MONDADORI EDI.,,,0.0005018610801652479,Value-Weighted 50% CF Reduction,5.5333819699717994e-05,0.0005571948998649659,
GB00B06QFB75,IG GROUP HOLDINGS,,,0.0005224298333909233,Value-Weighted 50% CF Reduction,0.0002807582355948493,0.0008031880689857725,
IE00BLP1HW54,AON CLASS A,,,0.0005334137690353102,Value-Weighted 50% CF Reduction,0.0048408397089462415,0.005374253477981552,
DE0006070006,HOCHTIEF,,,0.0005348249243391006,Value-Weighted 50% CF Reduction,0.0007110438348435558,0.0012458687591826564,
GB0001795680,CASTINGS,,,0.0005655964322861581,Value-Weighted 50% CF Reduction,1.6509109463246383e-05,0.0005821055417494044,
FR0000131757,ERAMET,,,0.0006129195792047164,Value-Weighted 50% CF Reduction,0.00016107281923919778,0.0007739923984439142,
GB0006928617,UNITE GROUP,,,0.0006152263856106477,Value-Weighted 50% CF Reduction,0.00046268023518885833,0.001077906620799506,
GB00BNNTLN49,PENNON GROUP,,,0.0006531287659369204,Value-Weighted 50% CF Reduction,0.0002093079636331771,0.0008624367295700975,
BE0003717312,SOFINA,,,0.000666314007800231,Value-Weighted 50% CF Reduction,0.0006724117017058071,0.0013387257095060382,
FR0000045072,CREDIT AGRICOLE,,,0.0006821581127690901,Value-Weighted 50% CF Reduction,0.003611915205949156,0.004294073318718246,
FI0009000681,NOKIA,,,0.0006831213911958165,Value-Weighted 50% CF Reduction,0.0016707964075187408,0.0023539177987145572,
GB00B45C9X44,CHEMRING GROUP,,,0.0007078435545330851,Value-Weighted 50% CF Reduction,0.0001012880509244077,0.0008091316054574928,
GB00B01QGK86,NCC GROUP,,,0.0007107247332334095,Value-Weighted 50% CF Reduction,4.009271788650432e-05,0.0007508174511199138,
DK0010307958,JYSKE BANK,,,0.0007307146465136915,Value-Weighted 50% CF Reduction,0.00041505116677224515,0.0011457658132859366,
ES0124244E34,MAPFRE,,,0.0007514725571580472,Value-Weighted 50% CF Reduction,0.0005624368396615172,0.0013139093968195644,
FR0013506730,VALLOUREC,,,0.0007523460779382785,Value-Weighted 50% CF Reduction,0.00029293394350328304,0.0010452800214415616,
DE000A0D6554,NORDEX,,,0.0007585589259447227,Value-Weighted 50% CF Reduction,0.00019846112107264088,0.0009570200470173636,
ES0178430E18,TELEFONICA,,,0.000761855192052875,Value-Weighted 50% CF Reduction,0.0019156027496831755,0.0026774579417360505,
GB00BF8Q6K64,ABERDEEN GROUP,,,0.0007756097599507806,Value-Weighted 50% CF Reduction,0.00032379379832330986,0.0010994035582740905,
DE0005470405,LANXESS,,,0.0008080090681623821,Value-Weighted 50% CF Reduction,0.0001977466683730498,0.001005755736535432,
FR0000035081,ICADE REIT,,,0.0008421916713044943,Value-Weighted 50% CF Reduction,0.00021008327403063297,0.0010522749453351272,
FR0000131906,RENAULT,,,0.0008470658899595969,Value-Weighted 50% CF Reduction,0.0009454335066679782,0.001792499396627575,
IT0000784196,BANCA PPO.DI SONDRIO,,,0.0008482112422809871,Value-Weighted 50% CF Reduction,0.0002715237051941837,0.0011197349474751709,
GB0003395000,FISHER(JAMES)& SONS,,,0.0008493241420773753,Value-Weighted 50% CF Reduction,1.7584540014556177e-05,0.0008669086820919314,
IE00BGH1M568,PERRIGO,,,0.0008555440501395485,Value-Weighted 50% CF Reduction,0.0003646409849299191,0.0012201850350694677,
GB0002018363,CLARKSON,,,0.0008566917097703232,Value-Weighted 50% CF Reduction,0.0001139789650969573,0.0009706706748672804,
GB0007388407,LIONTRUST ASSET MAN.,,,0.0008670429327565652,Value-Weighted 50% CF Reduction,4.27229375681961e-05,0.0009097658703247612,
GB00BHJYC057,ICTL.HTLS.GP.,,,0.0008808112500721763,Value-Weighted 50% CF Reduction,0.0013895654826815717,0.002270376732753748,
GB00B1WY2338,SMITHS GROUP,,,0.0009364004544271751,Value-Weighted 50% CF Reduction,0.0005961144892593945,0.0015325149436865697,
FR0000120693,PERNOD-RICARD,,,0.000959829638119403,Value-Weighted 50% CF Reduction,0.0035257398721054802,0.004485569510224883,
CH0012005267,NOVARTIS 'R',,,0.0009699796767167757,Value-Weighted 50% CF Reduction,0.020781940935341647,0.021751920612058422,
GB0008794710,TELECOM PLUS,,,0.001052365061645694,Value-Weighted 50% CF Reduction,0.00011635825098334347,0.0011687233126290374,
GB0003062816,TOWN CENTRE SECURITIES,,,0.0010562799537236617,Value-Weighted 50% CF Reduction,5.738964275361718e-06,0.0010620189179990234,
GB00B3DGH821,DE LA RUE ORD DEAD - DELIST.03/07/25,,,0.001058418222333725,Value-Weighted 50% CF Reduction,1.8727497600483095e-05,0.001077145719934208,
IE0002424939,DCC,,,0.0010823048693678048,Value-Weighted 50% CF Reduction,0.0006014224476471382,0.001683727317014943,
IL0006954379,MIZRAHI TEFAHOT LTD.,,,0.0011163124482767585,Value-Weighted 50% CF Reduction,0.0007866766146160197,0.0019029890628927783,
IT0000062072,GENERALI,,,0.0011211010245064995,Value-Weighted 50% CF Reduction,0.002894149513326367,0.0040152505378328665,
GB00B41H7391,ZIGUP,,,0.0011232615415493726,Value-Weighted 50% CF Reduction,8.517660066501774e-05,0.0012084381422143903,
FR0000130213,LAGARDERE GROUPE,,,0.001244703771795756,Value-Weighted 50% CF Reduction,0.00023437383214963567,0.0014790776039453916,
FI0009003727,WARTSILA,,,0.0012481793626129738,Value-Weighted 50% CF Reduction,0.0007332560608971202,0.001981435423510094,
GB00B1XH2C03,FERREXPO,,,0.0012485758159587403,Value-Weighted 50% CF Reduction,5.604743873221503e-05,0.0013046232546909554,
GB00B27YGJ97,SEVERFIELD,,,0.0012678307635979617,Value-Weighted 50% CF Reduction,1.874833927783406e-05,0.0012865791028757957,
GB0006640972,4IMPRINT GROUP,,,0.0013068449865378945,Value-Weighted 50% CF Reduction,0.00016290938784736483,0.0014697543743852593,
FI0009005318,NOKIAN RENKAAT,,,0.001307375295223886,Value-Weighted 50% CF Reduction,0.00010459103995098863,0.0014119663351748748,
GB0032089863,NEXT,,,0.0013513000067626568,Value-Weighted 50% CF Reduction,0.0011165778580702562,0.002467877864832913,
FR0000121220,SODEXO,,,0.0013571144606284973,Value-Weighted 50% CF Reduction,0.0010087021697687555,0.002365816630397253,
SE0000379190,CASTELLUM,,,0.0014113767895298072,Value-Weighted 50% CF Reduction,0.000518934423360395,0.0019303112128902023,
FR0013176526,VALEO,,,0.0014188801629890515,Value-Weighted 50% CF Reduction,0.0002641515870816004,0.0016830317500706518,
IT0004810054,UNIPOL ASSICURAZIONI SPA,,,0.0014220810803042814,Value-Weighted 50% CF Reduction,0.0003699772879988602,0.0017920583683031417,
GB0004915632,KIER GROUP,,,0.001468833782652034,Value-Weighted 50% CF Reduction,6.0485048673782494e-05,0.0015293188313258166,
SE0017486889,ATLAS COPCO A,,,0.0014893139886985709,Value-Weighted 50% CF Reduction,0.004519430198511882,0.006008744187210453,
GB00BMJ6DW54,INFORMA,,,0.0014931461720744318,Value-Weighted 50% CF Reduction,0.0011211588587519985,0.0026143050308264303,
NO0003053605,STOREBRAND,,,0.0015135870278740707,Value-Weighted 50% CF Reduction,0.0003492139753547349,0.0018628010032288055,
DE000A0D9PT0,MTU AERO ENGINES HLDG.,,,0.0015431297413399294,Value-Weighted 50% CF Reduction,0.0010213222222383118,0.002564451963578241,
FR0013326246,UNIBAIL RODAMCO WE STAPLED UNITS,,,0.001550682402657651,Value-Weighted 50% CF Reduction,0.0008221741594801831,0.002372856562137834,
GB0033147751,BLOOMSBURY PBL.,,,0.0015874320744481266,Value-Weighted 50% CF Reduction,4.1033928035673894e-05,0.0016284660024838006,
PTSON0AM0001,SONAE SGPS,,,0.0015920642456439598,Value-Weighted 50% CF Reduction,0.00015958138880796272,0.0017516456344519224,
DE000A0WMPJ6,AIXTRON,,,0.00160898579770361,Value-Weighted 50% CF Reduction,0.0003427647267152522,0.0019517505244188622,
FR0000051070,MAUREL ET PROM,,,0.0016927351588817026,Value-Weighted 50% CF Reduction,9.524729916100401e-05,0.0017879824580427067,
BE0003739530,UCB,,,0.0017148239856232723,Value-Weighted 50% CF Reduction,0.001508883251848752,0.0032237072374720244,
GB0006027295,MORGAN ADVANCED MRA.,,,0.001727690137238465,Value-Weighted 50% CF Reduction,8.025046180634365e-05,0.0018079405990448086,
GB00B012TP20,HALFORDS GROUP,,,0.0017550367988438326,Value-Weighted 50% CF Reduction,4.112062941345391e-05,0.0017961574282572865,
GB0008475088,ROBERT WALTERS,,,0.0017742805101103297,Value-Weighted 50% CF Reduction,3.473974147568247e-05,0.0018090202515860122,
NL0000008977,HEINEKEN HOLDING,,,0.0018398544815184897,Value-Weighted 50% CF Reduction,0.002014178047883582,0.0038540325294020715,
NL0000009165,HEINEKEN,,,0.0019166492522070524,Value-Weighted 50% CF Reduction,0.004825243464950967,0.00674189271715802,
GB0008025412,SIG,,,0.001921222391355549,Value-Weighted 50% CF Reduction,4.07079642019048e-05,0.001961930355557454,
DE0007100000,MERCEDES-BENZ GROUP N,,,0.002001957949827585,Value-Weighted 50% CF Reduction,0.006222055182013924,0.008224013131841509,
GB0005746358,MCBRIDE,,,0.00203234467752736,Value-Weighted 50% CF Reduction,1.3184445092220448e-05,0.00204552912261958,
US91822M5022,VEON ADR 1:25,,,0.002046492491156439,Value-Weighted 50% CF Reduction,0.00011816480757612512,0.002164657298732564,
SE0018012635,WIHLBORGS FASTIGHETER,,,0.002051376814670551,Value-Weighted 50% CF Reduction,0.00022046993235525988,0.0022718467470258107,
GB00B0LCW083,HIKMA PHARMACEUTICALS,,,0.002137249988254882,Value-Weighted 50% CF Reduction,0.00043788280747668025,0.002575132795731562,
SE0000202624,GETINGE B,,,0.002153824170215807,Value-Weighted 50% CF Reduction,0.00039968834956330185,0.002553512519779109,
IT0005239360,UNICREDIT,,,0.0021565547045609597,Value-Weighted 50% CF Reduction,0.004112175486403086,0.006268730190964046,
NL0011821202,ING GROEP,,,0.0021676607147300135,Value-Weighted 50% CF Reduction,0.003844089824304718,0.0060117505390347315,
GB00BYRJ5J14,PRIMARY HEALTH PROPS.,,,0.0022058632980292404,Value-Weighted 50% CF Reduction,0.000131791096228186,0.0023376543942574264,
DE0006602006,GEA GROUP,,,0.002287421886879735,Value-Weighted 50% CF Reduction,0.0005757796815016049,0.00286320156838134,
AT0000730007,ANDRITZ,,,0.002303871331970111,Value-Weighted 50% CF Reduction,0.0005268350864105987,0.0028307064183807095,
IL0010824113,CHECK POINT SFTW.TECHS.,,,0.002313624576728939,Value-Weighted 50% CF Reduction,0.0015248471430324975,0.0038384717197614366,
FR0013280286,BIOMERIEUX,,,0.0024174744356726128,Value-Weighted 50% CF Reduction,0.0010657158286629612,0.003483190264335574,
DE0007042301,RHOEN-KLINIKUM,,,0.0024774793567293816,Value-Weighted 50% CF Reduction,5.879687280835433e-05,0.002536276229537736,
DE0005439004,CONTINENTAL,,,0.0026273717204346337,Value-Weighted 50% CF Reduction,0.0013624262841022393,0.003989798004536873,
CH0011075394,ZURICH INSURANCE GROUP,,,0.0026891153506885847,Value-Weighted 50% CF Reduction,0.006163936914220116,0.008853052264908701,
DE0006569908,MLP,,,0.002718533174414983,Value-Weighted 50% CF Reduction,5.3958268994554307e-05,0.002772491443409537,
NL0000360618,SBM OFFSHORE,,,0.002783897294881149,Value-Weighted 50% CF Reduction,0.00019085557617372673,0.0029747528710548756,
FR0010340141,ADP,,,0.0028064560340574063,Value-Weighted 50% CF Reduction,0.0011104495712619786,0.003916905605319385,
GB00BYQ0JC66,BEAZLEY,,,0.002878741012750401,Value-Weighted 50% CF Reduction,0.0003903220997617781,0.0032690631125121793,
NL0009432491,KONINKLIJKE VOPAK,,,0.0029675612298011487,Value-Weighted 50% CF Reduction,0.00032646653502679763,0.0032940277648279464,
GB0006731235,ASSOCIATED BRIT.FOODS,,,0.002987186699709371,Value-Weighted 50% CF Reduction,0.0018009526825755171,0.004788139382284888,
CH0013841017,LONZA GROUP,,,0.0030538440619336505,Value-Weighted 50% CF Reduction,0.003086848327445013,0.0061406923893786635,
BE0974256852,COLRUYT GROUP,,,0.003083926760493043,Value-Weighted 50% CF Reduction,0.0004762948525016028,0.0035602216129946456,
IT0000072618,INTESA SANPAOLO,,,0.003163295556949883,Value-Weighted 50% CF Reduction,0.004610193202374053,0.007773488759323936,
PTJMT0AE0001,JERONIMO MARTINS,,,0.003313918975238587,Value-Weighted 50% CF Reduction,0.0012592608148820565,0.0045731797901206435,
DK0010287663,NKT,,,0.0033304963241739256,Value-Weighted 50% CF Reduction,0.00030862355821308947,0.003639119882387015,
JE00B8KF9B49,WPP,,,0.003331992677299854,Value-Weighted 50% CF Reduction,0.0008794470888406349,0.004211439766140489,
IT0003132476,ENI,,,0.0033347181687540623,Value-Weighted 50% CF Reduction,0.004434546214996872,0.007769264383750934,
GB0004082847,STANDARD CHARTERED,,,0.003398003582256108,Value-Weighted 50% CF Reduction,0.001673261561115813,0.005071265143371921,
ES0113211835,BBV.ARGENTARIA,,,0.003455954934319244,Value-Weighted 50% CF Reduction,0.004711758864440776,0.00816771379876002,
DE0008430026,MUNCH. RVRS.GESELL. MUNCH.N,,,0.0034677525223982463,Value-Weighted 50% CF Reduction,0.004791849262165064,0.00825960178456331,
GB0003452173,FIRST GROUP,,,0.00347688481946187,Value-Weighted 50% CF Reduction,0.00011567047563076162,0.0035925552950926316,
AU000000JHX1,JAMES HARDIE INDUSTRIES CDI,,,0.00348334148817497,Value-Weighted 50% CF Reduction,0.0014052826084054815,0.004888624096580451,
DK0060336014,NOVOZYMES B,,,0.003532944491098101,Value-Weighted 50% CF Reduction,0.0018277859253313378,0.005360730416429439,
NL0000226223,STMICROELECTRONICS,,,0.0035905809405311056,Value-Weighted 50% CF Reduction,0.0032982946471743994,0.006888875587705505,
FR0000120172,CARREFOUR,,,0.0036592020177045118,Value-Weighted 50% CF Reduction,0.0010165202997766496,0.004675722317481161,
GB00B0744359,ESSENTRA,,,0.0036777105165095576,Value-Weighted 50% CF Reduction,5.1895776603902805e-05,0.0037296062931134605,
GB00B0744B38,BUNZL,,,0.0037965179143493637,Value-Weighted 50% CF Reduction,0.0011442439342530212,0.004940761848602385,
BMG850801025,STOLT-NIELSEN,,,0.003957584174008656,Value-Weighted 50% CF Reduction,0.00018802944472493587,0.0041456136187335915,
NL0013267909,AKZO NOBEL,,,0.004283409783793414,Value-Weighted 50% CF Reduction,0.0010822274391274899,0.0053656372229209034,
DE0006599905,MERCK KGAA,,,0.004343297633687336,Value-Weighted 50% CF Reduction,0.0017127090206715315,0.0060560066543588675,
GB00B0KM9T71,STHREE,,,0.004810088426233978,Value-Weighted 50% CF Reduction,5.948965016350041e-05,0.004869578076397479,
GB00B63H8491,ROLLS-ROYCE HOLDINGS,,,0.004827975916445675,Value-Weighted 50% CF Reduction,0.0027550146436667953,0.007582990560112471,
DE0005200000,BEIERSDORF,,,0.00544429537070941,Value-Weighted 50% CF Reduction,0.003090980815230162,0.008535276185939572,
ES0161560018,MINOR HOTELS EUROPE & AMERICAS,,,0.0055333418533931615,Value-Weighted 50% CF Reduction,0.0001650127299256242,0.005698354583318786,
FR0000133308,ORANGE,,,0.005536401391354051,Value-Weighted 50% CF Reduction,0.0026250701200519044,0.008161471511405956,
FR0000120073,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,,,0.005546352062644125,Value-Weighted 50% CF Reduction,0.00809161533176044,0.013637967394404565,
DE000BAY0017,BAYER,,,0.005680874988415184,Value-Weighted 50% CF Reduction,0.002552044217282499,0.008232919205697683,
ES0182870214,SACYR,,,0.005707925135920207,Value-Weighted 50% CF Reduction,0.00019257209672035223,0.00590049723264056,
SE0000106270,HENNES & MAURITZ B,,,0.005923410189169507,Value-Weighted 50% CF Reduction,0.0016347994960652485,0.007558209685234756,
IE00BY7QL619,JOHNSON CONTROLS INTL.,,,0.006178009402038134,Value-Weighted 50% CF Reduction,0.00309353183653792,0.009271541238576054,
GB0006776081,PEARSON,,,0.006246575834605409,Value-Weighted 50% CF Reduction,0.0007015350279689515,0.00694811086257436,
CH0025238863,KUEHNE UND NAGEL INTERNATIONAL,,,0.006360064052020717,Value-Weighted 50% CF Reduction,0.0033284275442884243,0.009688491596309141,
