ISIN,NAME,Minimum-Variance,Minimum-Variance 50% CF Reduction,weight_change,comparison,Value-Weighted,Value-Weighted 50% CF Reduction,Value-Weighted Net Zero
CH0048265513,TRANSOCEAN,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0244767585,UBS GROUP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0000066123,BPER BANCA,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0000072618,INTESA SANPAOLO,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0001233417,A2A,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0001469383,ARNOLDO MONDADORI EDI.,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0003128367,ENEL,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0003132476,ENI,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0003856405,LEONARDO,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0004810054,UNIPOL ASSICURAZIONI SPA,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
IT0005495657,SAIPEM,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH1169151003,GEORG FISCHER,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH1175448666,STRAUMANN HLDG.,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH1256740924,SGS 'N',0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
DE0005140008,DEUTSCHE BANK,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
DE0005190003,BMW,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NO0003028904,VEND SERA DEAD - DELIST.28/10/25,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NO0003078800,TGS,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
JE00B8KF9B49,WPP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
JE00BJ1DLW90,MAN GROUP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
JE00BYVQYS01,INTERNATIONAL WORKPLACE GROUP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0000008977,HEINEKEN HOLDING,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0000009082,KPN KON,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0000009165,HEINEKEN,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0000289213,WERELDHAVE,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0000337319,BAM GROEP KON.,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0000379121,RANDSTAD,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0018294154,PSP SWISS PROPERTY AG,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0024638212,SCHINDLER 'R',0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0025238863,KUEHNE UND NAGEL INTERNATIONAL,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0038863350,NESTLE 'N',0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0010570759,CHOCOLADEFABRIKEN LINDT & SPRUENGLI,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0011075394,ZURICH INSURANCE GROUP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0012138605,ADECCO GROUP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0012142631,CLARIANT,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0012255151,THE SWATCH GROUP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0012410517,BALOISE HOLDING DEAD - DELIST.08/12/25,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
CH0014852781,SWISS LIFE HOLDING,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0009432491,KONINKLIJKE VOPAK,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0010273215,ASML HOLDING,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0010583399,CORBION NV C,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0011821202,ING GROEP,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL00150001Q9,STELLANTIS,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NL0015001FS8,FERROVIAL,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
SE0000862997,BILLERUD AKTIEBOLAG,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
SE0000949331,NOBIA,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NO0005052605,NORSK HYDRO,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NO0010063308,TELENOR,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NO0010096985,EQUINOR,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NO0010215684,AKASTOR,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
NO0012470089,TOMRA SYSTEMS,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
PTBCP0AM0015,BANCO COMR.PORTUGUES 'R',0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
PTEDP0AM0009,EDP ENERGIAS DE PORTUGAL,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
PTJMT0AE0001,JERONIMO MARTINS,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
PTSON0AM0001,SONAE SGPS,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
PTZON0AM0006,NOS SGPS,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
SE0000108227,SKF B,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
SE0000108656,ERICSSON B,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
SE0000111940,RATOS B,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
SE0000112724,SVENSKA CELLULOSA AKTIEBOLAGET SCA B,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
US0528001094,AUTOLIV,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
AT0000720008,TELEKOM AUSTRIA,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
AT0000746409,VERBUND,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
AT0000831706,WIENERBERGER,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
AT0000908504,VIENNA INSURANCE GROUP A,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
AT0000937503,VOESTALPINE,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
BE0003470755,SOLVAY,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
BE0003593044,COFINIMMO,0.0,0.0,0.0,Minimum-Variance 50% CF Reduction,,,
GB0009067447,MOTHERCARE,0.0013607636651224446,0.001749769609917629,0.00038900594479518436,Minimum-Variance 50% CF Reduction,,,
GB00B0LCW083,HIKMA PHARMACEUTICALS,3.060779173283896e-17,0.0003899475572145135,0.00038994755721448286,Minimum-Variance 50% CF Reduction,,,
DK0060636678,TRYG,0.04449911648101329,0.04507797360091841,0.0005788571199051226,Minimum-Variance 50% CF Reduction,,,
FR0000054470,UBISOFT ENTERTAINMENT CAT A,3.398609222970088e-18,0.0005925244874293742,0.0005925244874293708,Minimum-Variance 50% CF Reduction,,,
NL0011794037,KONINKLIJKE AHOLD DELHAIZE,0.005657544506162903,0.006521574272054711,0.000864029765891808,Minimum-Variance 50% CF Reduction,,,
NL0000395903,WOLTERS KLUWER,0.025708897401008214,0.026780923114121738,0.0010720257131135238,Minimum-Variance 50% CF Reduction,,,
IL0010811243,ELBIT SYSTEMS,0.026021582833119852,0.027685593871980687,0.0016640110388608347,Minimum-Variance 50% CF Reduction,,,
FI0009007694,SANOMA,0.0271243616249334,0.029143996613929482,0.0020196349889960823,Minimum-Variance 50% CF Reduction,,,
FR0000130395,REMY COINTREAU,0.0,0.0021965551383768397,0.0021965551383768397,Minimum-Variance 50% CF Reduction,,,
GB0002634946,BAE SYSTEMS,0.013787332230098766,0.016203571049902867,0.0024162388198041007,Minimum-Variance 50% CF Reduction,,,
DK0010307958,JYSKE BANK,0.007917737531876336,0.011386226634514985,0.0034684891026386493,Minimum-Variance 50% CF Reduction,,,
CH0012032048,ROCHE HOLDING,0.10801449407553172,0.11196872692114446,0.003954232845612735,Minimum-Variance 50% CF Reduction,,,
GB0002374006,DIAGEO,0.01762061675736054,0.02166558112680138,0.004044964369440841,Minimum-Variance 50% CF Reduction,,,
FR0000133308,ORANGE,0.0025815153289289444,0.006817316591579983,0.004235801262651039,Minimum-Variance 50% CF Reduction,,,
IL0005930388,FIRST INTL.BK.OF ISR.,0.013582359898125484,0.01846954705448212,0.004887187156356635,Minimum-Variance 50% CF Reduction,,,
DE0007042301,RHOEN-KLINIKUM,0.139620873171576,0.14465896340454312,0.005038090232967113,Minimum-Variance 50% CF Reduction,,,
CH0014786500,VALIANT 'R',0.04292861168777712,0.051036611035181846,0.008107999347404728,Minimum-Variance 50% CF Reduction,,,
FR0000121014,LVMH,,,-0.01311555119807863,Value-Weighted 50% CF Reduction,0.035134929690272154,0.022019378492193525,
FR0000120321,L'OREAL,,,-0.010339247262951922,Value-Weighted 50% CF Reduction,0.021556981224659075,0.011217733961707154,
DE0005557508,DEUTSCHE TELEKOM,,,-0.008918238433492784,Value-Weighted 50% CF Reduction,0.010175844758221898,0.0012576063247291146,
CH0244767585,UBS GROUP,,,-0.008367661879278432,Value-Weighted 50% CF Reduction,0.008595862208258065,0.00022820032897963294,
GB0005405286,HSBC HOLDINGS,,,-0.007803883337898705,Value-Weighted 50% CF Reduction,0.012380708314192022,0.004576824976293317,
IE00B4BNMY34,ACCENTURE CLASS A,,,-0.00750157940361779,Value-Weighted 50% CF Reduction,0.020722913136748244,0.013221333733130454,
FR0000121972,SCHNEIDER ELECTRIC,,,-0.007408184285379962,Value-Weighted 50% CF Reduction,0.009734653959716073,0.0023264696743361115,
FR0000121667,ESSILORLUXOTTICA,,,-0.0072314904920292595,Value-Weighted 50% CF Reduction,0.007386208753806775,0.00015471826177751547,
NO0010096985,EQUINOR,,,-0.0067868454400967036,Value-Weighted 50% CF Reduction,0.007103162935705883,0.00031631749560917933,
GB0002374006,DIAGEO,,,-0.006639848441132319,Value-Weighted 50% CF Reduction,0.006922052927861468,0.0002822044867291485,
FR0000073272,SAFRAN,,,-0.00662972108786073,Value-Weighted 50% CF Reduction,0.006751327077340398,0.00012160598947966776,
CH0012221716,ABB LTD N,,,-0.006404458950113763,Value-Weighted 50% CF Reduction,0.0068459866412001035,0.00044152769108634043,
GB0009895292,ASTRAZENECA,,,-0.006261652718337679,Value-Weighted 50% CF Reduction,0.01694668631489955,0.010685033596561871,
GB00B2B0DG97,RELX,,,-0.0059602353985335095,Value-Weighted 50% CF Reduction,0.006574758054157209,0.0006145226556236997,
GB00BP6MXD84,SHELL,,,-0.005623378422898388,Value-Weighted 50% CF Reduction,0.01693195958568336,0.011308581162784971,
IT0003128367,ENEL,,,-0.0053830865233306345,Value-Weighted 50% CF Reduction,0.005660131881282334,0.0002770453579517,
FR0000120271,TOTALENERGIES,,,-0.005190846801425523,Value-Weighted 50% CF Reduction,0.012991000146052638,0.007800153344627115,
DE0008404005,ALLIANZ,,,-0.005180846665218662,Value-Weighted 50% CF Reduction,0.008690519271116488,0.003509672605897826,
DE0007236101,SIEMENS,,,-0.004993344485388595,Value-Weighted 50% CF Reduction,0.012010029078499981,0.007016684593111386,
CH0038863350,NESTLE 'N',,,-0.004875672479977073,Value-Weighted 50% CF Reduction,0.025346905196862828,0.020471232716885755,
IE00BK9ZQ967,TRANE TECHNOLOGIES,,,-0.004847962961864351,Value-Weighted 50% CF Reduction,0.005250699630723909,0.0004027366688595582,
GB0007188757,RIO TINTO,,,-0.004843657581849687,Value-Weighted 50% CF Reduction,0.007142658747953055,0.002299001166103368,
NL0010273215,ASML HOLDING,,,-0.004114901077999951,Value-Weighted 50% CF Reduction,0.029464908016253243,0.025350006938253292,
GB00B0SWJX34,LONDON STOCK EXCHANGE GROUP,,,-0.004109327041988494,Value-Weighted 50% CF Reduction,0.004875842055556546,0.000766515013568053,
IE0001827041,CRH PUBLIC LIMITED,,,-0.004032753016393482,Value-Weighted 50% CF Reduction,0.004219439263057563,0.00018668624666408058,
FR0000120578,SANOFI,,,-0.004025824855653668,Value-Weighted 50% CF Reduction,0.009974595020719698,0.00594877016506603,
IE00BTN1Y115,MEDTRONIC,,,-0.003904955695174456,Value-Weighted 50% CF Reduction,0.009713672226293308,0.005808716531118852,
GB00BD6K4575,COMPASS GROUP,,,-0.003835559028532923,Value-Weighted 50% CF Reduction,0.003841713873086708,6.1548445537849955e-06,
FR0000120644,DANONE,,,-0.003600222335186135,Value-Weighted 50% CF Reduction,0.0037196791828600553,0.00011945684767391998,
BE0974293251,ANHEUSER-BUSCH INBEV,,,-0.0034662072484105116,Value-Weighted 50% CF Reduction,0.00896598121966291,0.005499773971252399,
CH0012032048,ROCHE HOLDING,,,-0.003367655265072555,Value-Weighted 50% CF Reduction,0.01583999741589878,0.012472342150826224,
GB0002875804,BRITISH AMERICAN TOBACCO,,,-0.003184383917012107,Value-Weighted 50% CF Reduction,0.005581163599466621,0.0023967796824545143,
CH0418792922,SIKA,,,-0.003174796109602452,Value-Weighted 50% CF Reduction,0.003686176603351927,0.0005113804937494751,
CH0012214059,HOLCIM,,,-0.0030671831385455863,Value-Weighted 50% CF Reduction,0.0036555034899609646,0.0005883203514153783,
DE0005190003,BMW,,,-0.0030432557164246,Value-Weighted 50% CF Reduction,0.005113392993001563,0.0020701372765769633,
DE000BASF111,BASF,,,-0.003030577041488021,Value-Weighted 50% CF Reduction,0.0035989283399582225,0.0005683512984702014,
CH0024608827,PARTNERS GROUP HOLDING,,,-0.0030021810973744527,Value-Weighted 50% CF Reduction,0.0030021810973744527,0.0,
FR0000125007,SAINT GOBAIN,,,-0.0029920643115931554,Value-Weighted 50% CF Reduction,0.0030197322907052474,2.766797911209227e-05,
FR0000120628,AXA,,,-0.0028050012419147015,Value-Weighted 50% CF Reduction,0.006242785147974286,0.003437783906059585,
IE00B8KQN827,EATON,,,-0.0027626021956717265,Value-Weighted 50% CF Reduction,0.008995676441552565,0.006233074245880838,
GB0008706128,LLOYDS BANKING GROUP,,,-0.002689806541595621,Value-Weighted 50% CF Reduction,0.0028615481279468937,0.00017174158635127254,
ES0113900J37,BANCO SANTANDER,,,-0.00243327511626569,Value-Weighted 50% CF Reduction,0.005652908989579583,0.003219633873313893,
DE000A1EWWW0,ADIDAS,,,-0.0024118504627562943,Value-Weighted 50% CF Reduction,0.0028393967595911943,0.0004275462968349002,
SE0015811955,INVESTOR A,,,-0.0024110445290291354,Value-Weighted 50% CF Reduction,0.002434518832367502,2.3474303338366255e-05,
DE0008402215,HANNOVER RUECK,,,-0.002401289695666217,Value-Weighted 50% CF Reduction,0.002401289695666217,0.0,
DK0061539921,VESTAS WINDSYSTEMS,,,-0.002356061588480435,Value-Weighted 50% CF Reduction,0.002356061588480435,0.0,
SE0000148884,SKANDINAVISKA ENSKILDA BANKEN A,,,-0.002328762800458146,Value-Weighted 50% CF Reduction,0.0025266890662844093,0.00019792626582626358,
DE0007037129,RWE,,,-0.002247165550160296,Value-Weighted 50% CF Reduction,0.002250135847511891,2.9702973515948945e-06,
BE0003565737,KBC GROUP,,,-0.0022206540407275857,Value-Weighted 50% CF Reduction,0.002232336221387073,1.168218065948723e-05,
GB0007099541,PRUDENTIAL,,,-0.002198199018560018,Value-Weighted 50% CF Reduction,0.0023623924563925644,0.00016419343783254608,
GB00BLGZ9862,TESCO,,,-0.002161379480345071,Value-Weighted 50% CF Reduction,0.002161379480345071,0.0,
SE0015961909,HEXAGON B,,,-0.002082254792660388,Value-Weighted 50% CF Reduction,0.002423424390680036,0.0003411695980196483,
DK0010274414,DANSKE BANK,,,-0.0020671509120363247,Value-Weighted 50% CF Reduction,0.0020829580841430486,1.5807172106723783e-05,
CH1175448666,STRAUMANN HLDG.,,,-0.0020417798919786824,Value-Weighted 50% CF Reduction,0.0020655227705383247,2.3742878559642386e-05,
NL0015001FS8,FERROVIAL,,,-0.0020270045971050032,Value-Weighted 50% CF Reduction,0.0022912948256116703,0.00026429022850666723,
IE00BYTBXV33,RYANAIR HOLDINGS,,,-0.0020060138037730226,Value-Weighted 50% CF Reduction,0.0020324803752661052,2.646657149308244e-05,
SE0000667891,SANDVIK,,,-0.0019965332992467446,Value-Weighted 50% CF Reduction,0.002197081273647274,0.0002005479744005298,
CH0210483332,RICHEMONT N,,,-0.00197344501849135,Value-Weighted 50% CF Reduction,0.006658158943911925,0.004684713925420575,
FR001400AJ45,MICHELIN,,,-0.00196233159828104,Value-Weighted 50% CF Reduction,0.0019734659153462066,1.1134317065166645e-05,
FR0000124141,VEOLIA ENVIRON,,,-0.0019538354413575158,Value-Weighted 50% CF Reduction,0.0019611643237065733,7.328882349057385e-06,
GB00BH4HKS39,VODAFONE GROUP,,,-0.001948566278470589,Value-Weighted 50% CF Reduction,0.0019601847648710777,1.1618486400488798e-05,
DE0005140008,DEUTSCHE BANK,,,-0.001936273665984091,Value-Weighted 50% CF Reduction,0.0023547944144974966,0.0004185207485134055,
FR0000121329,THALES,,,-0.0018913050849923983,Value-Weighted 50% CF Reduction,0.002567981431119235,0.0006766763461268367,
FI0009013403,KONE B,,,-0.001868470732403969,Value-Weighted 50% CF Reduction,0.0018875907016563847,1.9119969252415607e-05,
GB00BM8PJY71,NATWEST GROUP,,,-0.0018395957027301693,Value-Weighted 50% CF Reduction,0.0020439382958065714,0.00020434259307640221,
CH0010645932,GIVAUDAN 'N',,,-0.0018261960425026294,Value-Weighted 50% CF Reduction,0.0031837696301308467,0.0013575735876282173,
GB00B1YW4409,3I GROUP,,,-0.0018217173463050177,Value-Weighted 50% CF Reduction,0.0024157546534148812,0.0005940373071098634,
GB00BDCPN049,COCA COLA EUROPACIFIC PARTNERS,,,-0.001815367255711636,Value-Weighted 50% CF Reduction,0.0026628527464208278,0.0008474854907091918,
DE0006231004,INFINEON TECHNOLOGIES,,,-0.001813486322268207,Value-Weighted 50% CF Reduction,0.003969254934469485,0.0021557686122012777,
ES0116870314,NATURGY ENERGY GROUP,,,-0.0017949619266548768,Value-Weighted 50% CF Reduction,0.0021253859035599548,0.00033042397690507787,
DK0060079531,DSV,,,-0.001726067937260868,Value-Weighted 50% CF Reduction,0.0032565095850869965,0.0015304416478261285,
NL00150001Q9,STELLANTIS,,,-0.0017229456200249906,Value-Weighted 50% CF Reduction,0.00605726754220369,0.004334321922178699,
FR0000130577,PUBLICIS GROUPE,,,-0.0016779819419492654,Value-Weighted 50% CF Reduction,0.002125821077783043,0.0004478391358337775,
FR0010307819,LEGRAND,,,-0.00167188130839395,Value-Weighted 50% CF Reduction,0.0021576088040787347,0.00048572749568478476,
SE0000242455,SWEDBANK A,,,-0.0016140130708219927,Value-Weighted 50% CF Reduction,0.001924229536772287,0.0003102164659502943,
PTEDP0AM0009,EDP ENERGIAS DE PORTUGAL,,,-0.0015079206095423084,Value-Weighted 50% CF Reduction,0.0015267987576996417,1.8878148157333256e-05,
GB0007908733,SSE,,,-0.0015016333457041474,Value-Weighted 50% CF Reduction,0.0019242370397761332,0.0004226036940719858,
AT0000652011,ERSTE GROUP BANK,,,-0.001481122677147965,Value-Weighted 50% CF Reduction,0.0015521347343545688,7.101205720660392e-05,
NL0000395903,WOLTERS KLUWER,,,-0.0014661679552734124,Value-Weighted 50% CF Reduction,0.0030997243157124396,0.0016335563604390271,
CH0010570759,CHOCOLADEFABRIKEN LINDT & SPRUENGLI,,,-0.0014476524171942117,Value-Weighted 50% CF Reduction,0.0014480197183142762,3.6730112006444343e-07,
DE0006047004,HEIDELBERG MATERIALS,,,-0.0014395261085073917,Value-Weighted 50% CF Reduction,0.0014396455323546587,1.1942384726698423e-07,
FI0009005987,UPM-KYMMENE,,,-0.0014291522536952752,Value-Weighted 50% CF Reduction,0.0014299858317360333,8.335780407580217e-07,
CH0014852781,SWISS LIFE HOLDING,,,-0.0013917593452141847,Value-Weighted 50% CF Reduction,0.0017585873881906637,0.0003668280429764789,
FR0000130809,SOCIETE GENERALE,,,-0.001389813240132039,Value-Weighted 50% CF Reduction,0.001670818082863186,0.000281004842731147,
FR0000125486,VINCI,,,-0.0013446019513916772,Value-Weighted 50% CF Reduction,0.006206621503101986,0.004862019551710309,
GB00B8C3BL03,THE SAGE GROUP,,,-0.0012337505009848051,Value-Weighted 50% CF Reduction,0.001253115854731898,1.9365353747092896e-05,
AT0000743059,OMV,,,-0.0011904173144422203,Value-Weighted 50% CF Reduction,0.0011904249229272893,7.608485069018372e-09,
GB00BPQY8M80,AVIVA,,,-0.0011865249260354974,Value-Weighted 50% CF Reduction,0.0012323241974065754,4.5799271371078054e-05,
DE000CBK1001,COMMERZBANK,,,-0.0011725194825544089,Value-Weighted 50% CF Reduction,0.0011984448003719407,2.5925317817531908e-05,
FR0000120503,BOUYGUES,,,-0.0011643036318697779,Value-Weighted 50% CF Reduction,0.0011643036318697779,0.0,
CH0025751329,LOGITECH 'R',,,-0.0011621044180757042,Value-Weighted 50% CF Reduction,0.0011621044180757042,0.0,
SE0007100599,SVENSKA HANDELSBANKEN A,,,-0.0011547026615772744,Value-Weighted 50% CF Reduction,0.00173794829194355,0.0005832456303662757,
US8816242098,TEVA PHARMACEUTICAL INDUSTRIES ADR 1:1,,,-0.00112723153688337,Value-Weighted 50% CF Reduction,0.001136920168831892,9.688631948521937e-06,
FR0000052292,HERMES INTL.,,,-0.001121575784559594,Value-Weighted 50% CF Reduction,0.01923316671304315,0.018111590928483554,
GB00B5ZN1N88,SEGRO,,,-0.0011105153884262556,Value-Weighted 50% CF Reduction,0.0011166212087591462,6.105820332890613e-06,
ES0173516115,REPSOL YPF,,,-0.0010680155594283564,Value-Weighted 50% CF Reduction,0.0014828186501536355,0.000414803090725279,
FI0009013296,NESTE,,,-0.001042503729917377,Value-Weighted 50% CF Reduction,0.002194568601025842,0.001152064871108465,
DK0060636678,TRYG,,,-0.0010180862881657368,Value-Weighted 50% CF Reduction,0.0011192189154241707,0.00010113262725843381,
IE00BLS09M33,PENTAIR,,,-0.0010176274096775327,Value-Weighted 50% CF Reduction,0.0010176274096775327,0.0,
CH0044328745,CHUBB,,,-0.0009982731111572354,Value-Weighted 50% CF Reduction,0.008334665137357736,0.007336392026200501,
DK0010181759,CARLSBERG B,,,-0.0009877052564082757,Value-Weighted 50% CF Reduction,0.001116403621647602,0.00012869836523932645,
NL0015435975,DAVIDE CAMPARI MILANO,,,-0.0009784212267913328,Value-Weighted 50% CF Reduction,0.0010409850943183063,6.25638675269736e-05,
NL0011794037,KONINKLIJKE AHOLD DELHAIZE,,,-0.0009666181260042654,Value-Weighted 50% CF Reduction,0.0022398158825547867,0.0012731977565505212,
GB00B082RF11,RENTOKIL INITIAL,,,-0.0009657482548353569,Value-Weighted 50% CF Reduction,0.0010801666140710265,0.00011441835923566956,
CH0102484968,JULIUS BAER GRUPPE,,,-0.0009568780885349401,Value-Weighted 50% CF Reduction,0.0009568780885349401,0.0,
IL0006046119,LEUMI LTD.,,,-0.0009551682373250669,Value-Weighted 50% CF Reduction,0.0009551682373250669,0.0,
IL0006625771,BANK HAPOALIM B M LTD.,,,-0.0009436836394375912,Value-Weighted 50% CF Reduction,0.0009436836394375912,0.0,
IE00BF0L3536,AIB GROUP,,,-0.0009414444096230034,Value-Weighted 50% CF Reduction,0.0009414444096230034,0.0,
BE0003797140,GBL NEW,,,-0.0008979905384593001,Value-Weighted 50% CF Reduction,0.0009311394506735924,3.314891221429226e-05,
DE0007030009,RHEINMETALL,,,-0.0008750440801379246,Value-Weighted 50% CF Reduction,0.0012929518031534384,0.0004179077230155138,
DE0005785802,FRESENIUS MED.CARE,,,-0.0008624277306136044,Value-Weighted 50% CF Reduction,0.0009496777058437286,8.724997523012421e-05,
NL0000379121,RANDSTAD,,,-0.0008623909133794242,Value-Weighted 50% CF Reduction,0.0008678557815651224,5.464868185698232e-06,
GB0004544929,IMPERIAL BRANDS,,,-0.0008622806256648761,Value-Weighted 50% CF Reduction,0.0017365569015635998,0.0008742762758987237,
GB0000456144,ANTOFAGASTA,,,-0.0008544564852185661,Value-Weighted 50% CF Reduction,0.0018038621807337121,0.000949405695515146,
CH0198251305,COCA-COLA HBC,,,-0.0008290991276844325,Value-Weighted 50% CF Reduction,0.0009037526529673303,7.46535252828979e-05,
FI0009007132,FORTUM,,,-0.0008258352944487372,Value-Weighted 50% CF Reduction,0.0009947115685965998,0.00016887627414786257,
GB00BNGDN821,MELROSE INDUSTRIES,,,-0.0008154831473834293,Value-Weighted 50% CF Reduction,0.0008154831473834293,0.0,
IT0003856405,LEONARDO,,,-0.0008107320228447466,Value-Weighted 50% CF Reduction,0.0008328050822633634,2.207305941861682e-05,
GB00B1FH8J72,SEVERN TRENT,,,-0.000807523453924617,Value-Weighted 50% CF Reduction,0.0008107912689781802,3.2678150535632262e-06,
DE0008232125,DEUTSCHE LUFTHANSA,,,-0.0008056747941708053,Value-Weighted 50% CF Reduction,0.0008517676739843654,4.609287981356009e-05,
FR0000131104,BNP PARIBAS,,,-0.0008055195057124452,Value-Weighted 50% CF Reduction,0.005793159305810979,0.004987639800098534,
GB00B02J6398,ADMIRAL GROUP,,,-0.000793447729267638,Value-Weighted 50% CF Reduction,0.0007996384705941318,6.190741326493756e-06,
FR0000130452,EIFFAGE,,,-0.0007843821541939616,Value-Weighted 50% CF Reduction,0.0008518477060253931,6.74655518314315e-05,
GB00BWFGQN14,SPIRAX GROUP,,,-0.0007746026140930586,Value-Weighted 50% CF Reduction,0.0007746026140930586,0.0,
IE00BDB6Q211,WILLIS TOWERS WATSON,,,-0.0007703431819988382,Value-Weighted 50% CF Reduction,0.0021409112858522357,0.0013705681038533974,
GB00B39J2M42,UNITED UTILITIES GROUP,,,-0.0007541881083710086,Value-Weighted 50% CF Reduction,0.000760551988890132,6.3638805191234215e-06,
SE0000695876,ALFA LAVAL,,,-0.0007531964465558941,Value-Weighted 50% CF Reduction,0.0012776740199880873,0.0005244775734321932,
CH0008742519,SWISSCOM 'R',,,-0.0007498097276831183,Value-Weighted 50% CF Reduction,0.002544396989028883,0.0017945872613457647,
IE00BD1RP616,BANK OF IRELAND GROUP,,,-0.0007249194124258379,Value-Weighted 50% CF Reduction,0.0007846716452548568,5.975223282901889e-05,
BE0003822393,ELIA GROUP,,,-0.0007197214756254036,Value-Weighted 50% CF Reduction,0.0007197214756254036,0.0,
DK0010244508,A P MOLLER MAERSK B,,,-0.0007141552218940641,Value-Weighted 50% CF Reduction,0.0010984230897633776,0.00038426786786931356,
SE0000112724,SVENSKA CELLULOSA AKTIEBOLAGET SCA B,,,-0.0007141033930786774,Value-Weighted 50% CF Reduction,0.0007141033930786774,0.0,
SE0000108227,SKF B,,,-0.0007109971494862896,Value-Weighted 50% CF Reduction,0.0007109971494862896,0.0,
GB00BJFFLV09,CRODA INTERNATIONAL,,,-0.0007107633356630783,Value-Weighted 50% CF Reduction,0.0007165402019945524,5.776866331474133e-06,
SE0007100581,ASSA ABLOY B,,,-0.0007091418893702718,Value-Weighted 50% CF Reduction,0.0024049228168620375,0.0016957809274917657,
