ISIN,NAME,emissions_scope1,revenue_musd,market_cap_musd,carbon_intensity,carbon_footprint_coeff,weight,WACI_contribution,formation_year,strategy
DE0005200000,BEIERSDORF,73072.0,10205.163,37076.92,7.160297194665092,1.970821740317157,0.049195159660134845,0.35225196370556483,2024,Minimum-Variance
GB0002374006,DIAGEO,386000.0,20638.555,83031.38,18.70285976900999,4.648844810239213,0.01762061675736054,0.32955592425638175,2024,Minimum-Variance
IL0010811243,ELBIT SYSTEMS,26811.8,6043.814,9218.79,4.436238441487444,2.90838602463013,0.026021582833119852,0.11543794607263605,2024,Minimum-Variance
CH0012214059,HOLCIM,95700000.0,23860.408,25810.64,4010.828314419435,3707.77322840503,0.0031868042422575136,12.781724687358409,2013,Value-Weighted
DE0007037129,RWE,165800000.0,69536.654,21856.19,2384.354012777204,7585.951622858331,0.0026985537364275446,6.4343074301459335,2013,Value-Weighted
FI0009007132,FORTUM,20700000.0,8435.45,17034.07,2453.929547327054,1215.2116317474333,0.0021031732083710997,5.161038879168481,2013,Value-Weighted
IT0003128367,ENEL,115550000.0,113265.678,40388.42,1020.1678217120635,2860.968564751976,0.004986702700672211,5.087273631670434,2013,Value-Weighted
GB0007188757,RIO TINTO,23600000.0,50381.804,81754.05,468.4230838578151,288.67071417257006,0.010094060176800455,4.728290796663231,2013,Value-Weighted
DE0006047004,HEIDELBERG MATERIALS,52800000.0,19202.257,12155.23,2749.6767697672203,4343.80920805283,0.0015007895398802895,4.126686134118468,2013,Value-Weighted
ES0130670112,ENDESA,54676230.0,44216.607,25006.66,1236.5541752219929,2186.4667252643894,0.003087537936784647,3.8179079268873526,2013,Value-Weighted
FR0010242511,EDF DEAD - DELIST.08/06/23,80283556.0,99610.63,35970.37,805.973780107605,2231.9357849252037,0.004441212140093093,3.5795005368106163,2013,Value-Weighted
GB00B1VNSX38,DRAX GROUP,20320000.0,2802.205,3777.89,7251.432354163953,5378.663751459148,0.0004664508853241236,3.38243704146777,2013,Value-Weighted
IT0003132476,ENI,47299618.0,173231.472,92032.47,273.0428683305306,513.9448935794073,0.01136312256578827,3.102619578554208,2013,Value-Weighted
CH0012214059,HOLCIM,103200000.0,21843.569,23478.81,4724.502667123674,4395.452750799551,0.0025665123552335105,12.125494467506583,2014,Value-Weighted
FR0010242511,EDF DEAD - DELIST.08/06/23,80283556.0,102187.918,62708.06,785.6462639741814,1280.2749120288524,0.00685473457823136,5.385396611922103,2014,Value-Weighted
DE0007037129,RWE,156600000.0,69473.022,21136.06,2254.1123948804184,7409.138694723614,0.002310421998855853,5.20795086502537,2014,Value-Weighted
FI0009007132,FORTUM,20500000.0,8186.497,18842.02,2504.1235585867803,1087.9937501393163,0.0020596562231031687,5.157633670862515,2014,Value-Weighted
IT0003128367,ENEL,115480000.0,104437.312,41820.67,1105.7350844112111,2761.3139626887855,0.004571495159215624,5.054862585760731,2014,Value-Weighted
DE0006047004,HEIDELBERG MATERIALS,47600000.0,18838.54,13794.17,2526.735086689308,3450.7331720574707,0.0015078663584394364,3.8099788339073606,2014,Value-Weighted
GB0007188757,RIO TINTO,21900000.0,53344.302,74275.65,410.5405672005981,294.8476384925612,0.008119209338888975,3.3332648072078728,2014,Value-Weighted
ES0144580Y14,IBERDROLA,30202556.0,44349.727,38942.73,681.0088368751402,775.5633978408806,0.0042569021893155016,2.8989880086369877,2014,Value-Weighted
GB00B1VNSX38,DRAX GROUP,16595000.0,3367.821,5233.49,4927.518416210363,3170.924182524472,0.000572082518065908,2.8189471433617594,2014,Value-Weighted
FR0000120271,TOTALENERGIES,44000000.0,232118.813,134238.74,189.55809497440436,327.77423268424604,0.014673886145037961,2.781553903524702,2014,Value-Weighted
CH0012214059,HOLCIM,150000000.0,20671.042,23333.45,7256.528238876394,6428.539285874999,0.0026165472037738844,18.98704867253826,2015,Value-Weighted
FI0009007132,FORTUM,19300000.0,5389.131,18783.31,3581.282399704145,1027.5079312432154,0.0021063073509540184,7.543281444339088,2015,Value-Weighted
IT0003128367,ENEL,119510000.0,83177.061,42260.15,1436.8144120889292,2827.9596735932078,0.00473893390448326,6.808968531898409,2015,Value-Weighted
DE0007037129,RWE,152300000.0,52347.51,16370.01,2909.4029496340895,9303.598470617917,0.0018356867026200806,5.340752307206938,2015,Value-Weighted
DE0006047004,HEIDELBERG MATERIALS,47200000.0,14308.592,13988.38,3298.717302163623,3374.2291816493407,0.0015686174386696575,5.174425485415185,2015,Value-Weighted
ES0144580Y14,IBERDROLA,31817604.0,34066.059,43943.09,933.9972081889484,724.0638744339554,0.004927654044501954,4.602415120485806,2015,Value-Weighted
FR0010242511,EDF DEAD - DELIST.08/06/23,59100000.0,82662.082,50541.1,714.9590062345635,1169.3453446798744,0.005667536257203982,4.052056090248916,2015,Value-Weighted
FR0000120073,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,13552000.0,17421.152,44244.09,777.9049284456046,306.30079633234635,0.004961407334664187,3.8595032176614423,2015,Value-Weighted
FR0000120271,TOTALENERGIES,42000000.0,182110.025,126796.16,230.62980744744834,331.2403151641185,0.014218563388494457,3.279224536467815,2015,Value-Weighted
ES0130670112,ENDESA,33920000.0,24401.387,21022.78,1390.0849160746477,1613.4878450899453,0.002357435193876325,3.277035103630992,2015,Value-Weighted
CH0012214059,HOLCIM,127000000.0,23111.261,24009.79,5495.156668431031,5289.508987792063,0.003037223992559518,16.690021676232156,2016,Value-Weighted
DE0006047004,HEIDELBERG MATERIALS,74400000.0,14677.17,13524.82,5069.09710795746,5500.997425474055,0.0017108815945099402,8.672624942787985,2016,Value-Weighted
FI0009007132,FORTUM,18600000.0,3770.476,13402.14,4933.064154234107,1387.8380616826867,0.0016953626483047798,8.363332708779716,2016,Value-Weighted
IT0003128367,ENEL,106730000.0,79656.352,37945.9,1339.8805910669873,2812.688590862254,0.004800133524669071,6.431605744234056,2016,Value-Weighted
ES0144580Y14,IBERDROLA,26625133.0,34247.885,44851.96,777.4241533455278,593.6225083586091,0.0056737459605152646,4.410907149651187,2016,Value-Weighted
FR0000120271,TOTALENERGIES,41000000.0,141743.401,102197.66,289.255088496148,401.1833539045806,0.012927942515758788,3.7394731564689225,2016,Value-Weighted
ES0130670112,ENDESA,29354064.0,21457.596,20542.81,1368.003386772684,1428.921554548769,0.002598653108027667,3.55496625282921,2016,Value-Weighted
IT0003132476,ENI,41460000.0,73839.856,49557.54,561.4853853452802,836.6032696538206,0.00626899900000075,3.5199513192445973,2016,Value-Weighted
FR0000120073,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,14062000.0,17854.769,35272.0,787.5766972958318,398.67316851893855,0.004461886783081373,3.514078056327151,2016,Value-Weighted
GB00BP6MXD84,SHELL,72000000.0,249734.88,82227.71,288.3057424737786,875.6172341416293,0.010401755853142665,2.9988859442712683,2016,Value-Weighted
CH0012214059,HOLCIM,131000000.0,27195.873,33282.0,4816.907330020257,3936.0615347635357,0.0038457001076536044,18.52438103761634,2017,Value-Weighted
DE0006047004,HEIDELBERG MATERIALS,73800000.0,16389.521,19507.57,4502.877173774633,3783.1467476471953,0.0022540792034451127,10.149841793073104,2017,Value-Weighted
FI0009007132,FORTUM,18400000.0,3925.09,13546.38,4687.790598432138,1358.2964600136715,0.001565269966477875,7.33765783286317,2017,Value-Weighted
IT0003128367,ENEL,105960000.0,74140.112,42695.83,1429.1858636523236,2481.741191118664,0.00493345826655129,7.0508288134738,2017,Value-Weighted
GB00BP6MXD84,SHELL,73000000.0,217734.215,120191.63,335.27114698073524,607.3634245579331,0.013888016478278415,4.656251213959755,2017,Value-Weighted
IT0003132476,ENI,43150000.0,60261.806,55612.66,716.0422639839238,775.9024653738915,0.006425984392431444,4.601276412681971,2017,Value-Weighted
GB0007188757,RIO TINTO,20000000.0,31487.855,60564.85,635.1655265180814,330.2245444346019,0.006998204740250718,4.445018398522681,2017,Value-Weighted
ES0130670112,ENDESA,34801749.0,20160.396,21951.27,1726.243323791854,1585.4093635584638,0.002536446169164514,4.378523265677666,2017,Value-Weighted
FR0000120271,TOTALENERGIES,38000000.0,125255.559,123284.59,303.3797485986231,308.2299255730177,0.014245404754372649,4.3217673130672045,2017,Value-Weighted
GB0007980591,BP,50500000.0,170584.925,115360.86,296.0402274702762,437.75679203501085,0.013329826083799423,3.9461647459872022,2017,Value-Weighted
CH0012214059,HOLCIM,122000000.0,28035.539,36649.13,4351.6195640112355,3328.8648325349063,0.003379424413005748,14.705969390732998,2018,Value-Weighted
DE0006047004,HEIDELBERG MATERIALS,75400000.0,21474.864,21193.65,3511.0816068497566,3557.669396257841,0.001954271171258343,6.8616055642018985,2018,Value-Weighted
FI0009007132,FORTUM,20100000.0,5621.79,19556.97,3575.373679913337,1027.7665712019807,0.001803352545133296,6.447659225474315,2018,Value-Weighted
IT0003128367,ENEL,95230000.0,90376.488,62845.11,1053.7032596354043,1515.3128063583626,0.005794961544026603,6.106169868402646,2018,Value-Weighted
IE0001827041,CRH PUBLIC LIMITED,35400000.0,31367.596,32734.52,1128.5531731535946,1081.427190623232,0.003018457355905172,3.406489627035591,2018,Value-Weighted
FR0000120271,TOTALENERGIES,40475670.0,162793.159,145522.19,248.6324993545951,278.14088009533117,0.013418633444233491,3.3363083711629318,2018,Value-Weighted
FR0000120073,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,16082000.0,25309.621,55653.35,635.4105421017565,288.9673308075794,0.005131807757934594,3.26080474943122,2018,Value-Weighted
IT0003132476,ENI,43350000.0,83231.094,64853.6,520.8390027890298,668.4285837640471,0.0059801648527894,3.1147030984408364,2018,Value-Weighted
GB00BP6MXD84,SHELL,71000000.0,331056.127,155539.5,214.46514415363774,456.47568624047267,0.014342331823066675,3.0759302619333004,2018,Value-Weighted
GB0007188757,RIO TINTO,17900000.0,43424.275,73784.33,412.21183312789907,242.59893665768868,0.0068036694486137165,2.8045530554093423,2018,Value-Weighted
CH0012214059,HOLCIM,121000000.0,27630.608,28860.52,4379.201500017662,4192.578650696522,0.0030468974835452475,13.342978030341387,2019,Value-Weighted
DE0007037129,RWE,91700000.0,15353.564,14255.3,5972.554645944095,6432.695208098041,0.0015049776544976516,8.988561282411997,2019,Value-Weighted
FI0009007132,FORTUM,19300000.0,6011.606,20323.25,3210.456573501324,949.6512614862288,0.0021455905604771137,6.88832531892614,2019,Value-Weighted
